	decision	gains	losses
0	1	30	10
1	1	28	7
2	1	28	5
3	1	30	5
4	1	30	7
5	1	30	6
6	1	22	7
7	1	22	6
8	1	26	5
9	1	16	6
10	1	24	5
11	1	22	5
12	1	24	6
13	1	10	5
14	1	12	6
15	1	28	9
16	1	18	5
17	1	18	6
18	1	24	7
19	1	26	9
20	1	12	5
21	1	20	6
22	1	20	5
23	1	26	8
24	1	26	7
25	1	20	7
26	1	24	8
27	1	28	6
28	1	18	7
29	1	16	9
30	1	30	9
31	1	24	9
32	0	10	9
33	0	20	14
34	0	30	13
35	0	30	12
36	0	24	11
37	0	18	10
38	0	10	7
39	0	10	14
40	0	14	13
41	0	12	9
42	0	12	14
43	0	26	15
44	0	14	6
45	0	28	14
46	0	26	14
47	0	22	11
48	0	10	13
49	0	12	11
50	0	14	14
51	0	26	12
52	0	16	12
53	0	22	14
54	0	30	14
55	0	18	12
56	0	20	10
57	0	22	12
58	0	26	6
59	0	26	10
60	0	18	9
61	0	24	10
62	0	28	12
63	0	10	8
64	0	14	5
65	0	10	12
66	0	16	7
67	0	12	10
68	0	22	15
69	0	18	15
70	0	24	13
71	0	22	8
72	0	12	15
73	0	16	10
74	0	18	14
75	0	28	8
76	0	16	13
77	0	18	13
78	0	22	10
79	0	16	8
80	0	26	11
81	0	14	12
82	0	12	7
83	0	14	7
84	0	28	15
85	0	10	15
86	0	14	10
87	0	12	12
88	0	12	8
89	0	16	5
90	0	14	11
91	0	22	9
92	0	30	11
93	0	16	14
94	0	10	10
95	0	28	13
96	0	16	15
97	0	20	9
98	0	28	10
99	0	14	9
100	0	18	8
101	0	30	8
102	0	24	15
103	0	30	15
104	0	10	6
105	0	20	12
106	0	12	13
107	0	14	8
108	0	14	15
109	0	26	13
110	0	28	11
111	0	24	14
112	0	20	15
113	0	20	11
114	0	20	8
115	0	10	11
116	0	22	13
117	0	16	11
118	0	20	13
119	0	18	11
120	0	24	12
