	decision	gains	losses
0	1	26	14
1	1	30	11
2	1	26	8
3	1	28	7
4	1	26	7
5	1	26	13
6	1	22	11
7	1	30	15
8	1	26	10
9	1	28	11
10	1	14	6
11	1	30	14
12	1	20	8
13	1	28	6
14	1	28	12
15	1	18	6
16	1	22	5
17	1	14	7
18	1	16	8
19	1	20	9
20	1	30	5
21	1	26	6
22	1	28	8
23	1	16	6
24	1	20	7
25	1	18	8
26	1	26	11
27	1	16	5
28	1	30	6
29	1	30	8
30	1	24	7
31	1	30	12
32	1	24	8
33	1	30	7
34	1	30	13
35	1	20	6
36	1	24	9
37	1	28	10
38	1	18	5
39	1	20	5
40	1	26	5
41	1	24	6
42	1	22	9
43	1	28	5
44	1	30	9
45	1	28	9
46	1	26	9
47	1	22	7
48	1	30	10
49	1	22	8
50	1	24	11
51	1	24	5
52	0	12	11
53	0	12	7
54	0	18	11
55	0	10	11
56	0	24	14
57	0	24	13
58	0	18	7
59	0	20	12
60	0	16	9
61	0	10	8
62	0	14	14
63	0	12	10
64	0	24	10
65	0	16	13
66	0	20	14
67	0	22	14
68	0	14	8
69	0	10	15
70	0	12	15
71	0	24	15
72	0	14	10
73	0	28	15
74	0	22	15
75	0	20	11
76	0	22	13
77	0	18	9
78	0	28	14
79	0	28	13
80	0	26	15
81	0	10	9
82	0	26	12
83	0	24	12
84	0	22	12
85	0	12	5
86	0	12	9
87	0	20	13
88	0	18	15
89	0	22	10
90	0	12	8
91	0	18	12
92	0	14	9
93	0	10	7
94	0	14	15
95	0	16	11
96	0	16	7
97	0	12	6
98	0	16	12
99	0	12	12
100	0	10	6
101	0	16	15
102	0	18	10
103	0	10	13
104	0	10	12
105	0	14	11
106	0	16	14
107	0	14	13
108	0	18	13
109	0	10	5
110	0	10	14
111	0	14	12
112	0	12	13
113	0	12	14
114	0	20	15
115	0	18	14
116	0	16	10
117	0	20	10
118	0	10	10
119	0	14	5
120	0	22	6
