	decision	gains	losses
0	1	28	5
1	1	30	6
2	1	16	5
3	1	30	10
4	1	28	6
5	1	14	5
6	1	20	7
7	1	26	5
8	1	22	7
9	1	18	5
10	1	20	6
11	1	12	5
12	1	24	6
13	1	22	5
14	1	24	5
15	1	26	6
16	1	30	5
17	0	18	7
18	0	28	9
19	0	22	10
20	0	16	7
21	0	20	5
22	0	30	11
23	0	22	15
24	0	14	12
25	0	24	10
26	0	26	10
27	0	14	6
28	0	22	6
29	0	14	10
30	0	12	6
31	0	24	11
32	0	10	5
33	0	12	10
34	0	14	13
35	0	16	13
36	0	18	11
37	0	20	8
38	0	18	15
39	0	28	7
40	0	14	9
41	0	10	11
42	0	10	13
43	0	20	9
44	0	16	12
45	0	18	14
46	0	26	7
47	0	10	7
48	0	18	6
49	0	14	11
50	0	22	11
51	0	26	8
52	0	28	15
53	0	20	14
54	0	12	7
55	0	30	9
56	0	10	9
57	0	22	9
58	0	14	7
59	0	10	6
60	0	18	9
61	0	24	15
62	0	26	12
63	0	20	12
64	0	28	13
65	0	26	11
66	0	12	8
67	0	12	14
68	0	24	13
69	0	28	11
70	0	30	8
71	0	24	14
72	0	30	15
73	0	12	15
74	0	26	13
75	0	26	14
76	0	22	13
77	0	24	9
78	0	18	10
79	0	30	7
80	0	16	14
81	0	14	8
82	0	30	13
83	0	28	10
84	0	22	12
85	0	20	15
86	0	30	12
87	0	16	11
88	0	20	13
89	0	12	12
90	0	26	15
91	0	10	8
92	0	16	8
93	0	10	14
94	0	20	11
95	0	20	10
96	0	22	8
97	0	28	14
98	0	14	14
99	0	24	8
100	0	16	10
101	0	14	15
102	0	24	12
103	0	22	14
104	0	30	14
105	0	28	12
106	0	10	10
107	0	12	13
108	0	16	9
109	0	10	12
110	0	24	7
111	0	18	12
112	0	18	8
113	0	10	15
114	0	18	13
115	0	26	9
116	0	16	15
117	0	28	8
118	0	12	11
119	0	12	9
120	0	16	6
