	decision	gains	losses
0	1	18	6
1	1	22	8
2	1	30	7
3	1	24	6
4	1	20	5
5	1	26	5
6	1	20	6
7	1	20	7
8	1	22	5
9	1	16	6
10	1	30	5
11	1	28	7
12	1	18	5
13	1	22	6
14	1	10	5
15	1	28	5
16	1	14	5
17	1	30	6
18	1	14	6
19	1	16	5
20	1	26	6
21	1	24	5
22	1	10	6
23	1	28	6
24	1	12	5
25	0	14	8
26	0	22	11
27	0	16	9
28	0	16	14
29	0	22	10
30	0	18	8
31	0	14	9
32	0	10	13
33	0	20	14
34	0	24	10
35	0	28	12
36	0	12	11
37	0	30	14
38	0	12	9
39	0	10	10
40	0	28	13
41	0	12	13
42	0	20	15
43	0	22	7
44	0	10	11
45	0	28	9
46	0	20	13
47	0	26	7
48	0	16	7
49	0	12	8
50	0	18	13
51	0	26	15
52	0	20	11
53	0	28	11
54	0	18	11
55	0	14	12
56	0	22	14
57	0	14	11
58	0	16	15
59	0	10	7
60	0	10	15
61	0	14	7
62	0	16	11
63	0	16	8
64	0	24	9
65	0	26	12
66	0	20	12
67	0	28	14
68	0	26	9
69	0	20	10
70	0	24	8
71	0	18	7
72	0	30	10
73	0	28	10
74	0	24	14
75	0	22	15
76	0	22	13
77	0	14	10
78	0	22	9
79	0	20	8
80	0	22	12
81	0	30	8
82	0	16	10
83	0	12	12
84	0	30	13
85	0	28	8
86	0	30	12
87	0	16	12
88	0	26	8
89	0	16	13
90	0	24	11
91	0	18	15
92	0	24	15
93	0	30	11
94	0	12	15
95	0	14	14
96	0	24	7
97	0	30	9
98	0	26	14
99	0	26	10
100	0	14	15
101	0	10	14
102	0	24	12
103	0	28	15
104	0	10	8
105	0	10	9
106	0	14	13
107	0	24	13
108	0	18	9
109	0	12	10
110	0	26	13
111	0	18	10
112	0	12	6
113	0	12	14
114	0	18	14
115	0	18	12
116	0	12	7
117	0	20	9
118	0	26	11
119	0	10	12
120	0	30	15
