	decision	gains	losses
0	1	28	7
1	1	28	14
2	1	24	14
3	1	28	8
4	1	30	12
5	1	24	8
6	1	26	7
7	1	26	8
8	1	22	6
9	1	30	10
10	1	28	12
11	1	18	13
12	1	30	13
13	1	24	13
14	1	16	6
15	1	30	14
16	1	26	13
17	1	30	11
18	1	28	5
19	1	24	5
20	1	28	13
21	1	24	7
22	1	22	7
23	1	24	9
24	1	28	11
25	1	26	5
26	1	30	5
27	1	30	8
28	1	30	15
29	1	30	7
30	1	26	10
31	1	26	11
32	1	26	9
33	1	28	15
34	1	30	6
35	1	30	9
36	1	28	6
37	1	24	6
38	1	26	12
39	1	28	9
40	0	16	5
41	0	22	11
42	0	16	13
43	0	14	15
44	0	24	11
45	0	18	9
46	0	16	12
47	0	10	10
48	0	18	10
49	0	10	14
50	0	20	8
51	0	22	14
52	0	24	15
53	0	18	11
54	0	22	13
55	0	20	11
56	0	18	5
57	0	12	14
58	0	14	5
59	0	22	12
60	0	26	14
61	0	20	5
62	0	10	13
63	0	18	7
64	0	10	12
65	0	18	14
66	0	14	9
67	0	14	13
68	0	10	9
69	0	20	14
70	0	14	6
71	0	10	7
72	0	18	8
73	0	22	15
74	0	18	12
75	0	16	8
76	0	20	9
77	0	12	13
78	0	10	11
79	0	14	8
80	0	12	6
81	0	22	9
82	0	14	12
83	0	28	10
84	0	12	12
85	0	12	7
86	0	26	6
87	0	20	13
88	0	16	10
89	0	26	15
90	0	20	10
91	0	16	11
92	0	12	8
93	0	12	15
94	0	10	15
95	0	14	14
96	0	12	5
97	0	10	8
98	0	16	14
99	0	14	11
100	0	20	7
101	0	24	10
102	0	24	12
103	0	14	10
104	0	20	12
105	0	16	9
106	0	16	7
107	0	12	11
108	0	12	9
109	0	14	7
110	0	10	5
111	0	20	6
112	0	18	6
113	0	22	8
114	0	12	10
115	0	22	5
116	0	18	15
117	0	22	10
118	0	20	15
119	0	16	15
120	0	10	6
