	decision	gains	losses
0	1	24	10
1	1	20	5
2	1	16	10
3	1	14	9
4	1	22	9
5	1	20	10
6	1	20	8
7	1	26	9
8	1	10	10
9	1	24	5
10	1	22	7
11	1	16	5
12	1	20	6
13	1	30	10
14	1	26	7
15	1	16	9
16	1	30	6
17	1	24	7
18	1	20	9
19	1	24	6
20	1	26	8
21	1	26	6
22	1	28	9
23	1	14	5
24	1	12	5
25	1	18	8
26	1	16	8
27	1	18	5
28	1	22	5
29	1	28	8
30	1	16	7
31	1	24	8
32	1	14	6
33	1	10	6
34	1	12	8
35	1	14	7
36	1	28	5
37	1	18	7
38	1	20	7
39	1	28	7
40	1	10	7
41	1	22	8
42	1	10	8
43	1	28	6
44	1	24	9
45	1	16	6
46	1	12	7
47	1	26	5
48	1	30	5
49	1	30	8
50	1	18	6
51	1	10	5
52	1	12	6
53	1	30	7
54	1	14	8
55	1	22	6
56	0	22	14
57	0	14	13
58	0	14	11
59	0	18	11
60	0	20	13
61	0	20	14
62	0	10	14
63	0	28	14
64	0	24	11
65	0	28	10
66	0	26	13
67	0	14	15
68	0	28	13
69	0	26	14
70	0	12	13
71	0	12	12
72	0	16	13
73	0	28	12
74	0	28	15
75	0	12	10
76	0	30	12
77	0	20	11
78	0	24	15
79	0	18	13
80	0	12	14
81	0	18	10
82	0	14	10
83	0	26	10
84	0	24	13
85	0	30	9
86	0	10	9
87	0	14	12
88	0	18	9
89	0	22	10
90	0	16	14
91	0	16	12
92	0	24	12
93	0	30	15
94	0	30	11
95	0	12	9
96	0	16	15
97	0	10	11
98	0	12	11
99	0	16	11
100	0	18	14
101	0	22	12
102	0	30	14
103	0	22	11
104	0	12	15
105	0	20	12
106	0	30	13
107	0	10	12
108	0	18	12
109	0	22	15
110	0	22	13
111	0	24	14
112	0	26	15
113	0	10	15
114	0	10	13
115	0	28	11
116	0	14	14
117	0	20	15
118	0	18	15
119	0	26	11
120	0	26	12
