	decision	gains	losses
0	1	22	6
1	1	12	5
2	1	14	7
3	1	18	7
4	1	30	10
5	1	22	10
6	1	30	14
7	1	26	5
8	1	26	9
9	1	24	5
10	1	28	13
11	1	24	7
12	1	28	5
13	1	28	11
14	1	30	5
15	1	30	12
16	1	28	7
17	1	16	6
18	1	28	6
19	1	26	11
20	1	24	10
21	1	30	11
22	1	22	7
23	1	26	6
24	1	22	8
25	1	22	5
26	1	28	9
27	1	18	5
28	1	30	7
29	1	28	10
30	1	30	13
31	1	26	7
32	1	28	12
33	1	24	6
34	1	16	7
35	1	14	6
36	1	18	6
37	1	26	10
38	1	22	9
39	1	14	5
40	1	30	9
41	1	24	8
42	1	26	12
43	1	30	6
44	1	20	6
45	1	28	8
46	1	24	11
47	1	18	8
48	1	20	7
49	1	22	12
50	1	26	8
51	1	30	8
52	1	24	9
53	0	18	15
54	0	12	11
55	0	24	12
56	0	10	13
57	0	14	12
58	0	12	9
59	0	10	6
60	0	10	11
61	0	26	13
62	0	12	12
63	0	10	15
64	0	10	12
65	0	20	14
66	0	16	5
67	0	12	10
68	0	26	14
69	0	16	10
70	0	18	10
71	0	10	7
72	0	12	14
73	0	14	14
74	0	20	10
75	0	16	8
76	0	16	9
77	0	18	9
78	0	20	12
79	0	10	5
80	0	22	14
81	0	28	14
82	0	20	5
83	0	14	15
84	0	18	12
85	0	10	9
86	0	16	14
87	0	24	14
88	0	28	15
89	0	10	8
90	0	26	15
91	0	18	14
92	0	16	13
93	0	12	6
94	0	22	11
95	0	10	14
96	0	22	15
97	0	18	11
98	0	20	9
99	0	16	15
100	0	12	7
101	0	14	13
102	0	20	15
103	0	14	9
104	0	20	8
105	0	20	13
106	0	14	11
107	0	10	10
108	0	22	13
109	0	14	8
110	0	14	10
111	0	12	13
112	0	16	11
113	0	20	11
114	0	16	12
115	0	18	13
116	0	24	15
117	0	12	15
118	0	30	15
119	0	12	8
120	0	24	13
