	decision	gains	losses
0	1	24	7
1	1	22	11
2	1	22	7
3	1	16	6
4	1	30	6
5	1	24	6
6	1	26	8
7	1	30	12
8	1	24	10
9	1	24	14
10	1	18	6
11	1	28	7
12	1	22	15
13	1	28	9
14	1	30	8
15	1	16	5
16	1	30	15
17	1	26	7
18	1	20	9
19	1	30	14
20	1	28	8
21	1	26	6
22	1	30	11
23	1	24	8
24	1	26	15
25	1	26	5
26	1	18	8
27	1	10	7
28	1	26	11
29	1	20	10
30	1	18	7
31	1	24	13
32	1	20	6
33	1	28	5
34	1	30	9
35	1	22	9
36	1	22	5
37	1	30	13
38	1	28	13
39	1	28	6
40	1	26	9
41	1	30	10
42	1	20	8
43	1	22	6
44	1	30	7
45	1	20	7
46	1	24	9
47	1	30	5
48	0	20	13
49	0	14	15
50	0	18	12
51	0	12	13
52	0	12	11
53	0	10	6
54	0	12	12
55	0	10	5
56	0	16	7
57	0	14	11
58	0	20	12
59	0	22	10
60	0	10	12
61	0	14	7
62	0	24	5
63	0	26	10
64	0	10	9
65	0	26	14
66	0	28	11
67	0	26	13
68	0	18	13
69	0	16	10
70	0	10	10
71	0	22	13
72	0	24	12
73	0	16	11
74	0	10	8
75	0	20	15
76	0	14	6
77	0	14	9
78	0	28	10
79	0	28	14
80	0	16	14
81	0	16	9
82	0	16	8
83	0	18	15
84	0	18	14
85	0	18	11
86	0	10	14
87	0	22	14
88	0	14	14
89	0	10	11
90	0	22	12
91	0	10	15
92	0	26	12
93	0	18	10
94	0	12	5
95	0	16	13
96	0	16	15
97	0	14	12
98	0	14	10
99	0	22	8
100	0	12	10
101	0	20	11
102	0	20	5
103	0	10	13
104	0	14	5
105	0	18	9
106	0	12	9
107	0	24	15
108	0	18	5
109	0	14	13
110	0	12	14
111	0	28	15
112	0	12	8
113	0	12	7
114	0	14	8
115	0	24	11
116	0	12	6
117	0	28	12
118	0	20	14
119	0	16	12
120	0	12	15
