,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial
0,"[0.0, 0.0]",7.81024967591,"[-5.0, 6.0]",0.733672445378,0.282665925537,1
1,"[100.0, -100.0]",12.0830459736,"[89.0, -105.0]",0.750088633824,0.316466364195,2
2,"[100.0, 0.0]",17.691806013,"[87.0, -12.0]",0.717191358941,0.266222395818,3
3,"[-100.0, 0.0]",11.1803398875,"[-102.0, 11.0]",0.767472884036,0.332587507117,4
4,"[-100.0, 100.0]",25.495097568,"[-117.0, 81.0]",0.733344049513,0.283095574327,5
5,"[0.0, 100.0]",1.41421356237,"[-1.0, 99.0]",0.716569720273,0.23295586335,6
6,"[100.0, 0.0]",2.2360679775,"[99.0, -2.0]",0.767157708149,0.232637081994,7
7,"[100.0, -100.0]",17.0293863659,"[111.0, -113.0]",0.650654688565,0.149653576897,8
8,"[0.0, 0.0]",2.0,"[0.0, -2.0]",0.649892437563,0.133082654793,9
9,"[100.0, 0.0]",21.9317121995,"[85.0, 16.0]",0.717218399775,0.266415287071,10
10,"[100.0, 0.0]",21.9544984001,"[81.0, 11.0]",0.717910344625,0.300046870776,11
11,"[-100.0, -100.0]",20.6155281281,"[-113.0, -116.0]",0.716867169423,0.299962142832,12
12,"[-100.0, -100.0]",31.2409987036,"[-80.0, -76.0]",0.717969834455,0.250335606746,13
13,"[0.0, -100.0]",15.2315462117,"[-6.0, -86.0]",0.683367484919,0.233080251201,14
14,"[-100.0, 100.0]",11.7046999107,"[-89.0, 96.0]",0.700753537851,0.199762942037,15
15,"[100.0, -100.0]",11.6619037897,"[94.0, -110.0]",0.666879187571,0.132815551478,16
16,"[0.0, 0.0]",8.60232526704,"[-5.0, 7.0]",0.784248415119,0.249526184547,17
17,"[0.0, -100.0]",4.0,"[4.0, -100.0]",0.768032929715,0.266435417463,18
18,"[0.0, 100.0]",14.0356688476,"[-14.0, 101.0]",0.750939819147,0.267184748984,19
19,"[-100.0, -100.0]",24.4131112315,"[-80.0, -86.0]",0.834122825472,0.266614187422,20
20,"[0.0, 0.0]",10.8166538264,"[-9.0, -6.0]",0.833868040761,0.283731634787,21
21,"[-100.0, 100.0]",19.1049731745,"[-102.0, 119.0]",0.717122254602,0.249761740211,22
22,"[0.0, -100.0]",10.8166538264,"[9.0, -94.0]",0.765930955764,0.299031637784,23
23,"[100.0, 100.0]",14.2126704036,"[91.0, 89.0]",0.733620466897,0.233213652624,24
24,"[0.0, -100.0]",5.0,"[3.0, -96.0]",0.70013790825,0.199839557754,25
25,"[100.0, -100.0]",23.3238075794,"[80.0, -88.0]",0.733474145934,0.283070636651,26
26,"[0.0, 100.0]",3.0,"[-3.0, 100.0]",0.750508968544,0.300181774481,27
27,"[100.0, 100.0]",12.2065556157,"[93.0, 90.0]",0.733122615144,0.266207974055,28
28,"[-100.0, -100.0]",20.8806130178,"[-94.0, -80.0]",0.650487035426,0.133035784034,29
29,"[0.0, 100.0]",9.05538513814,"[9.0, 101.0]",0.716751194297,0.249667998694,30
30,"[-100.0, 100.0]",8.54400374532,"[-92.0, 97.0]",0.750573866535,0.249783673324,31
31,"[-100.0, 0.0]",24.0208242989,"[-99.0, 24.0]",0.716810684156,0.14984256227,32
32,"[0.0, 0.0]",29.0688837075,"[-2.0, 29.0]",0.667563320603,0.115729050856,33
33,"[100.0, 0.0]",14.4222051019,"[88.0, 8.0]",0.800112369703,0.166552894894,34
34,"[0.0, -100.0]",1.0,"[-1.0, -100.0]",0.783259021147,0.199253072147,35
35,"[-100.0, 100.0]",6.32455532034,"[-102.0, 94.0]",0.800125289185,0.282942042482,36
36,"[100.0, 100.0]",30.2324329157,"[75.0, 117.0]",0.766762010637,0.283427575632,37
37,"[0.0, 100.0]",18.2482875909,"[-18.0, 97.0]",0.683407144796,0.199596190243,38
38,"[-100.0, 0.0]",6.32455532034,"[-98.0, 6.0]",0.833648108644,0.249902652984,39
39,"[100.0, -100.0]",24.0831891576,"[102.0, -124.0]",0.883913409256,0.299694138143,40
40,"[100.0, 0.0]",14.0356688476,"[101.0, 14.0]",0.750602109212,0.233631283249,41
41,"[100.0, 100.0]",18.0277563773,"[94.0, 83.0]",0.767303428176,0.216299311956,42
42,"[100.0, 100.0]",15.6204993518,"[110.0, 112.0]",0.750655589945,0.199727788975,43
43,"[-100.0, 100.0]",14.5602197786,"[-96.0, 114.0]",1.2007427215,0.700775170495,44
44,"[0.0, 0.0]",5.09901951359,"[1.0, 5.0]",0.816511732701,0.316215184925,45
45,"[0.0, 0.0]",18.0277563773,"[-6.0, 17.0]",0.816738875699,0.350171859522,46
46,"[100.0, -100.0]",2.2360679775,"[99.0, -98.0]",0.732949854282,0.266451041069,47
47,"[0.0, 0.0]",19.4164878389,"[11.0, -16.0]",0.750187182653,0.266052038583,48
48,"[100.0, 100.0]",17.8044938148,"[89.0, 86.0]",0.86684613768,0.333253612975,49
49,"[100.0, 100.0]",2.2360679775,"[99.0, 102.0]",0.750054081669,0.215922543022,50
50,"[-100.0, 100.0]",28.0178514522,"[-99.0, 128.0]",0.666858456272,0.21680647778,51
51,"[-100.0, 100.0]",16.1245154966,"[-98.0, 116.0]",0.783087762538,0.282960370154,52
52,"[-100.0, 0.0]",18.1107702763,"[-98.0, 18.0]",0.733756572416,0.266348886827,53
53,"[100.0, 0.0]",18.6010752377,"[89.0, 15.0]",0.683850313973,0.150191989902,54
54,"[100.0, -100.0]",4.24264068712,"[97.0, -97.0]",0.699997596355,0.199430039356,55
