,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,releaseTime,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1,0,52.3259018078,"[132.0, -100.0]",-5.0,"[85, -77]",0.951240749331,1,0.417134602321,1.0,1.0,32.0,27.4590604355,64.0,"[100.0, -100.0]",35
1,1,0,41.2310562562,"[-32.0, 0.0]",-5.0,"[8, -10]",0.900003335089,1,0.36631512281,1.0,1.0,-32.0,12.8062484749,64.0,"[0.0, 0.0]",34
2,1,0,53.7587202229,"[-44.0, -100.0]",0.0,"[9, -109]",1.06674336316,1,0.433594499948,1.0,-5.0,-44.0,12.7279220614,64.0,"[0.0, -100.0]",33
3,1,0,54.5893762558,"[-56.0, 0.0]",0.0,"[-110, -8]",1.11697515019,1,0.416053560562,1.0,-5.0,44.0,12.8062484749,64.0,"[-100.0, 0.0]",32
4,-2,0,75.133215025,"[68.0, -100.0]",-1.0,"[142, -113]",0.916840004968,4,0.332954257727,1.0,0.0,-32.0,43.965895874,64.0,"[100.0, -100.0]",31
5,-2,0,62.1691241695,"[-68.0, 100.0]",0.0,"[-124, 127]",1.00050626881,4,0.467050609761,1.0,-5.0,32.0,36.1247837364,64.0,"[-100.0, 100.0]",30
6,1,0,66.0,"[44.0, 0.0]",-1.0,"[-22, 0]",1.03264788224,1,0.499360779184,1.0,-5.0,44.0,22.0,64.0,"[0.0, 0.0]",29
7,1,0,47.0106370942,"[-32.0, 100.0]",0.0,"[11, 119]",0.949991452042,1,0.466264916584,1.0,1.0,-32.0,21.9544984001,64.0,"[0.0, 100.0]",28
8,1,0,50.219518118,"[56.0, 100.0]",-1.0,"[105, 89]",0.967262882157,1,0.466883856454,1.0,1.0,-44.0,12.0830459736,64.0,"[100.0, 100.0]",27
9,1,0,48.0416485979,"[44.0, -100.0]",-5.0,"[-4, -98]",0.950191555894,1,0.449470911408,1.0,1.0,44.0,4.472135955,64.0,"[0.0, -100.0]",26
