,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,,0,,"[132.0, -100.0]",-5.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, -100.0]",35
1,,0,,"[-32.0, 0.0]",-5.0,,,5,1.0,-7.0,-32.0,,64.0,"[0.0, 0.0]",34
2,-2.0,0,104.546640309,"[-44.0, -100.0]",0.0,"[53, -61]",0.817392932018,4,1.0,0.0,-44.0,65.8027355054,64.0,"[0.0, -100.0]",33
3,,0,,"[-56.0, 0.0]",0.0,,,5,1.0,-7.0,44.0,,64.0,"[-100.0, 0.0]",32
4,,0,,"[44.0, 0.0]",-1.0,,,5,1.0,-7.0,44.0,,64.0,"[0.0, 0.0]",31
5,,0,,"[132.0, 0.0]",-1.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, 0.0]",30
6,1.0,0,52.172789843,"[-32.0, 100.0]",0.0,"[19, 111]",0.934730161447,1,1.0,1.0,-32.0,21.9544984001,64.0,"[0.0, 100.0]",29
7,1.0,0,44.9444101085,"[56.0, 100.0]",-1.0,"[98, 84]",0.850474913139,1,1.0,1.0,-44.0,16.1245154966,64.0,"[100.0, 100.0]",28
8,,0,,"[68.0, 100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[100.0, 100.0]",27
9,1.0,0,70.1141925718,"[-44.0, 0.0]",0.0,"[26, -4]",0.867788948352,1,1.0,1.0,-44.0,26.3058928759,64.0,"[0.0, 0.0]",26
10,1.0,0,59.7745765355,"[132.0, 0.0]",0.0,"[75, -18]",0.883471868467,1,1.0,1.0,32.0,30.8058436015,64.0,"[100.0, 0.0]",25
11,1.0,0,70.0357051796,"[144.0, -100.0]",0.0,"[75, -112]",0.900679245591,1,1.0,1.0,44.0,27.7308492477,64.0,"[100.0, -100.0]",24
12,1.0,0,56.0357029045,"[-44.0, 100.0]",-1.0,"[12, 102]",0.86818583589,1,1.0,1.0,-44.0,12.1655250606,64.0,"[0.0, 100.0]",23
13,-2.0,0,72.4430811051,"[-68.0, 100.0]",-5.0,"[-140, 92]",0.884395435802,4,1.0,0.0,32.0,40.7921561087,64.0,"[-100.0, 100.0]",22
14,1.0,0,39.3192065027,"[-132.0, -100.0]",-5.0,"[-93, -105]",0.984323088778,1,1.0,1.0,-32.0,8.60232526704,64.0,"[-100.0, -100.0]",21
15,1.0,0,47.2969343615,"[-132.0, 100.0]",-1.0,"[-86, 89]",0.967987902928,1,1.0,1.0,-32.0,17.8044938148,64.0,"[-100.0, 100.0]",20
16,1.0,0,72.5672102261,"[-56.0, -100.0]",-1.0,"[-127, -85]",0.951356778853,1,1.0,1.0,44.0,30.886890423,64.0,"[-100.0, -100.0]",19
17,-2.0,0,66.0984114786,"[32.0, -100.0]",-1.0,"[-33, -88]",0.917722880491,4,1.0,0.0,32.0,35.1140997322,64.0,"[0.0, -100.0]",18
18,1.0,0,41.5932686862,"[-44.0, 100.0]",-5.0,"[-7, 81]",0.984750922187,1,1.0,1.0,-44.0,20.2484567313,64.0,"[0.0, 100.0]",17
19,,0,,"[-132.0, -100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[-100.0, -100.0]",16
20,1.0,0,51.8652099196,"[56.0, 100.0]",0.0,"[105, 117]",0.984770150622,1,1.0,1.0,-44.0,17.7200451467,64.0,"[100.0, 100.0]",15
21,-2.0,0,65.2150289427,"[132.0, -100.0]",-5.0,"[79, -138]",0.817378210253,4,1.0,0.0,32.0,43.4165866922,64.0,"[100.0, -100.0]",14
22,1.0,0,36.0,"[-144.0, 0.0]",-1.0,"[-108, 0]",0.783770450507,1,1.0,1.0,-44.0,8.0,64.0,"[-100.0, 0.0]",13
23,,0,,"[32.0, 0.0]",0.0,,,5,1.0,-7.0,32.0,,64.0,"[0.0, 0.0]",12
24,1.0,0,57.5673518585,"[-132.0, 0.0]",-5.0,"[-77, 17]",0.835258583887,1,1.0,1.0,-32.0,28.6006992922,64.0,"[-100.0, 0.0]",11
25,1.0,0,49.244289009,"[-32.0, 0.0]",-1.0,"[13, 20]",0.817282368313,1,1.0,1.0,-32.0,23.8537208838,64.0,"[0.0, 0.0]",10
26,1.0,0,64.5600495663,"[-144.0, -100.0]",-5.0,"[-82, -118]",0.80114247161,1,1.0,1.0,-44.0,25.4558441227,64.0,"[-100.0, -100.0]",9
27,1.0,0,71.0633520178,"[-56.0, 100.0]",-5.0,"[-125, 117]",0.784835827886,1,1.0,1.0,44.0,30.2324329157,64.0,"[-100.0, 100.0]",8
28,-2.0,0,75.1664818919,"[44.0, -100.0]",0.0,"[-5, -43]",0.700795998564,4,1.0,0.0,44.0,57.2188780037,64.0,"[0.0, -100.0]",7
29,-2.0,0,62.2655603042,"[32.0, -100.0]",-1.0,"[-22, -131]",0.834013540414,4,1.0,0.0,32.0,38.0131556175,64.0,"[0.0, -100.0]",6
30,-2.0,0,73.1641988954,"[68.0, -100.0]",-1.0,"[136, -127]",0.917567850905,4,1.0,0.0,-32.0,45.0,64.0,"[100.0, -100.0]",5
31,1.0,0,40.049968789,"[56.0, 100.0]",-5.0,"[96, 98]",0.833666226245,1,1.0,1.0,-44.0,4.472135955,64.0,"[100.0, 100.0]",4
32,1.0,0,61.2045749924,"[-68.0, 100.0]",0.0,"[-129, 95]",0.883644323796,1,1.0,1.0,32.0,29.4278779391,64.0,"[-100.0, 100.0]",3
33,1.0,0,66.3701740242,"[44.0, -100.0]",-5.0,"[-22, -93]",0.867271582363,1,1.0,1.0,44.0,23.0867927612,64.0,"[0.0, -100.0]",2
34,1.0,0,43.931765273,"[44.0, 100.0]",-5.0,"[1, 109]",0.766952750273,1,1.0,1.0,44.0,9.05538513814,64.0,"[0.0, 100.0]",1
35,1.0,0,67.0298440995,"[144.0, 0.0]",-1.0,"[77, 2]",0.817745353677,1,1.0,1.0,44.0,23.0867927612,64.0,"[100.0, 0.0]",0
36,1.0,1,62.3939099592,"[32.0, 100.0]",0.0,"[-30, 107]",0.784234938328,1,1.0,1.0,32.0,30.8058436015,64.0,"[0.0, 100.0]",35
37,-2.0,1,69.5844810285,"[132.0, 0.0]",-5.0,"[63, -9]",0.900785603095,4,1.0,0.0,32.0,38.0788655293,64.0,"[100.0, 0.0]",34
38,1.0,1,61.400325732,"[-32.0, -100.0]",-5.0,"[27, -83]",0.918185865972,1,1.0,1.0,-32.0,31.9061122671,64.0,"[0.0, -100.0]",33
39,1.0,1,65.1152823844,"[-144.0, 100.0]",-1.0,"[-80, 112]",0.901057806215,1,1.0,1.0,-44.0,23.3238075794,64.0,"[-100.0, 100.0]",32
40,1.0,1,55.1089829338,"[-144.0, 0.0]",0.0,"[-90, -11]",0.851545398124,1,1.0,1.0,-44.0,14.8660687473,64.0,"[-100.0, 0.0]",31
41,1.0,1,63.2850693292,"[144.0, 100.0]",-5.0,"[81, 106]",0.751055913395,1,1.0,1.0,44.0,19.9248588452,64.0,"[100.0, 100.0]",30
42,1.0,1,52.3450093132,"[-68.0, 0.0]",-1.0,"[-120, 6]",0.801315828227,1,1.0,1.0,32.0,20.8806130178,64.0,"[-100.0, 0.0]",29
43,-2.0,1,80.3243425121,"[144.0, 0.0]",0.0,"[68, 26]",0.783726886031,4,1.0,0.0,44.0,41.2310562562,64.0,"[100.0, 0.0]",28
44,1.0,1,50.0899191455,"[-44.0, 0.0]",-5.0,"[6, -3]",0.900145956082,1,1.0,1.0,-44.0,6.7082039325,64.0,"[0.0, 0.0]",27
45,,1,,"[-32.0, 100.0]",-1.0,,,5,1.0,-7.0,-32.0,,64.0,"[0.0, 100.0]",26
46,1.0,1,39.4461658466,"[-132.0, 100.0]",0.0,"[-98, 80]",0.867366222432,1,1.0,1.0,-32.0,20.0997512422,64.0,"[-100.0, 100.0]",25
47,1.0,1,57.706152185,"[144.0, 100.0]",-1.0,"[87, 91]",0.884036404314,1,1.0,1.0,44.0,15.8113883008,64.0,"[100.0, 100.0]",24
48,1.0,1,41.4366987102,"[-144.0, -100.0]",0.0,"[-105, -114]",0.88362569618,1,1.0,1.0,-44.0,14.8660687473,64.0,"[-100.0, -100.0]",23
49,1.0,1,39.0128184063,"[-144.0, -100.0]",-5.0,"[-105, -99]",0.884613859234,1,1.0,1.0,-44.0,5.09901951359,64.0,"[-100.0, -100.0]",22
50,,1,,"[-132.0, -100.0]",-1.0,,,5,1.0,-7.0,-32.0,,64.0,"[-100.0, -100.0]",21
51,1.0,1,48.0,"[-132.0, 100.0]",-5.0,"[-84, 100]",0.867569022696,1,1.0,1.0,-32.0,16.0,64.0,"[-100.0, 100.0]",20
52,1.0,1,55.542776308,"[132.0, -100.0]",0.0,"[78, -87]",0.816723841359,1,1.0,1.0,32.0,25.5538646784,64.0,"[100.0, -100.0]",19
53,1.0,1,37.0540146273,"[-132.0, -100.0]",0.0,"[-95, -102]",0.850516074104,1,1.0,1.0,-32.0,5.38516480713,64.0,"[-100.0, -100.0]",18
54,-2.0,1,65.192024052,"[-56.0, 0.0]",0.0,"[-111, -35]",0.968281136942,4,1.0,0.0,44.0,36.6878726557,64.0,"[-100.0, 0.0]",17
55,-2.0,1,80.0562302385,"[44.0, 0.0]",-5.0,"[-36, 3]",0.817264642101,4,1.0,0.0,44.0,36.1247837364,64.0,"[0.0, 0.0]",16
56,1.0,1,46.1735855225,"[-68.0, -100.0]",-1.0,"[-112, -114]",0.950754386955,1,1.0,1.0,32.0,18.4390889146,64.0,"[-100.0, -100.0]",15
57,1.0,1,41.1946598481,"[-44.0, 100.0]",-1.0,"[-3, 96]",0.850594189717,1,1.0,1.0,-44.0,5.0,64.0,"[0.0, 100.0]",14
58,,1,,"[32.0, 100.0]",-5.0,,,5,1.0,-7.0,32.0,,64.0,"[0.0, 100.0]",13
59,1.0,1,59.1354377679,"[144.0, -100.0]",-1.0,"[85, -104]",0.984155741055,1,1.0,1.0,44.0,15.5241746963,64.0,"[100.0, -100.0]",12
60,-2.0,1,55.0,"[132.0, 100.0]",0.0,"[99, 144]",0.91766008758,4,1.0,0.0,32.0,44.0113621693,64.0,"[100.0, 100.0]",11
61,-2.0,1,71.1969100453,"[-132.0, 100.0]",-1.0,"[-62, 87]",0.850633548107,4,1.0,0.0,-32.0,40.162171256,64.0,"[-100.0, 100.0]",10
62,1.0,1,50.9901951359,"[68.0, 0.0]",0.0,"[118, -10]",0.817045317264,1,1.0,1.0,-32.0,20.591260282,64.0,"[100.0, 0.0]",9
63,1.0,1,60.5309838017,"[32.0, -100.0]",-5.0,"[-28, -92]",0.86725265428,1,1.0,1.0,32.0,29.1204395571,64.0,"[0.0, -100.0]",8
64,-2.0,1,84.2911620515,"[44.0, 100.0]",0.0,"[-40, 107]",0.81720936019,4,1.0,0.0,44.0,40.6078810085,64.0,"[0.0, 100.0]",7
65,,1,,"[56.0, 0.0]",-1.0,,,5,1.0,-7.0,-44.0,,64.0,"[100.0, 0.0]",6
66,1.0,1,54.3323108288,"[56.0, -100.0]",0.0,"[110, -94]",0.951386222383,1,1.0,1.0,-44.0,11.6619037897,64.0,"[100.0, -100.0]",5
67,1.0,1,54.1479454827,"[144.0, 100.0]",-5.0,"[90, 104]",0.817819563556,1,1.0,1.0,44.0,10.7703296143,64.0,"[100.0, 100.0]",4
68,1.0,1,52.2398315464,"[-68.0, 0.0]",-1.0,"[-120, 5]",0.867353603709,1,1.0,1.0,32.0,20.6155281281,64.0,"[-100.0, 0.0]",3
69,,1,,"[44.0, -100.0]",-1.0,,,5,1.0,-7.0,44.0,,64.0,"[0.0, -100.0]",2
70,1.0,1,47.3814309619,"[56.0, -100.0]",-5.0,"[103, -106]",0.817912701517,1,1.0,1.0,-44.0,6.7082039325,64.0,"[100.0, -100.0]",1
71,-2.0,1,64.5600495663,"[68.0, 0.0]",-5.0,"[130, 18]",0.78357065469,4,1.0,0.0,-32.0,34.9857113691,64.0,"[100.0, 0.0]",0
72,1.0,2,62.128898268,"[-56.0, 0.0]",-5.0,"[-118, -4]",0.850686426391,1,1.0,1.0,44.0,18.4390889146,64.0,"[-100.0, 0.0]",35
73,,2,,"[-44.0, -100.0]",-5.0,,,5,1.0,-7.0,-44.0,,64.0,"[0.0, -100.0]",34
74,1.0,2,46.4865571967,"[-44.0, 0.0]",0.0,"[0, 15]",0.784097635071,1,1.0,1.0,-44.0,15.0,64.0,"[0.0, 0.0]",33
75,1.0,2,37.6961536499,"[-132.0, 100.0]",0.0,"[-97, 86]",0.783492538962,1,1.0,1.0,-32.0,14.3178210633,64.0,"[-100.0, 100.0]",32
76,0.0,2,27.5136329844,"[-44.0, 100.0]",-1.0,"[-18, 109]",0.816550785094,3,1.0,0.0,-44.0,20.1246117975,64.0,"[0.0, 100.0]",31
77,1.0,2,41.629316593,"[-32.0, 0.0]",-1.0,"[6, 17]",0.81714686763,1,1.0,1.0,-32.0,18.0277563773,64.0,"[0.0, 0.0]",30
78,,2,,"[-68.0, 100.0]",-1.0,,,5,1.0,-7.0,32.0,,64.0,"[-100.0, 100.0]",29
79,-2.0,2,80.0062497559,"[44.0, -100.0]",-1.0,"[-36, -101]",0.883723340696,4,1.0,0.0,44.0,36.0138862107,64.0,"[0.0, -100.0]",28
80,1.0,2,46.0434577329,"[44.0, -100.0]",0.0,"[-2, -98]",0.767967051943,1,1.0,1.0,44.0,2.82842712475,64.0,"[0.0, -100.0]",27
81,-2.0,2,64.2572953057,"[-68.0, 100.0]",-5.0,"[-128, 77]",0.700541221304,4,1.0,0.0,32.0,36.235341864,64.0,"[-100.0, 100.0]",26
82,1.0,2,48.6621002424,"[-32.0, 0.0]",-5.0,"[16, -8]",0.835120078758,1,1.0,1.0,-32.0,17.88854382,64.0,"[0.0, 0.0]",25
83,,2,,"[-68.0, 0.0]",0.0,,,5,1.0,-7.0,32.0,,64.0,"[-100.0, 0.0]",24
84,1.0,2,53.16013544,"[-56.0, -100.0]",0.0,"[-107, -115]",0.93418365228,1,1.0,1.0,44.0,16.5529453572,64.0,"[-100.0, -100.0]",23
85,1.0,2,56.0357029045,"[132.0, -100.0]",-5.0,"[76, -102]",0.967011457193,1,1.0,1.0,32.0,24.0831891576,64.0,"[100.0, -100.0]",22
86,-2.0,2,77.1297607931,"[144.0, 0.0]",-1.0,"[69, 18]",0.801021091756,4,1.0,0.0,44.0,35.8468966579,64.0,"[100.0, 0.0]",21
87,1.0,2,46.5295604965,"[-68.0, 0.0]",-1.0,"[-109, -22]",0.833761767717,1,1.0,1.0,32.0,23.769728648,64.0,"[-100.0, 0.0]",20
88,,2,,"[-44.0, -100.0]",0.0,,,5,1.0,-7.0,-44.0,,64.0,"[0.0, -100.0]",19
89,0.0,2,28.8617393793,"[68.0, -100.0]",-1.0,"[96, -93]",0.767308777315,3,1.0,0.0,-32.0,8.0622577483,64.0,"[100.0, -100.0]",18
90,1.0,2,50.0099990002,"[-132.0, 0.0]",-5.0,"[-83, -10]",0.900197632611,1,1.0,1.0,-32.0,19.7230829233,64.0,"[-100.0, 0.0]",17
91,1.0,2,69.1158447825,"[-144.0, -100.0]",-5.0,"[-75, -96]",0.88420285075,1,1.0,1.0,-44.0,25.3179778023,64.0,"[-100.0, -100.0]",16
92,1.0,2,51.6236379966,"[-144.0, -100.0]",-1.0,"[-100, -127]",0.783670702833,1,1.0,1.0,-44.0,27.0,64.0,"[-100.0, -100.0]",15
93,1.0,2,59.2030404625,"[132.0, 100.0]",0.0,"[75, 84]",0.934032528545,1,1.0,1.0,32.0,29.6816441593,64.0,"[100.0, 100.0]",14
94,-2.0,2,57.3061951276,"[68.0, 0.0]",0.0,"[118, 28]",0.834581982112,4,1.0,0.0,-32.0,33.2866339542,64.0,"[100.0, 0.0]",13
95,,2,,"[144.0, 0.0]",-5.0,,,5,1.0,-7.0,44.0,,64.0,"[100.0, 0.0]",12
96,1.0,2,40.049968789,"[68.0, 100.0]",-5.0,"[108, 98]",0.900685555069,1,1.0,1.0,-32.0,8.24621125124,64.0,"[100.0, 100.0]",11
97,-2.0,2,87.3212459829,"[-44.0, 100.0]",0.0,"[41, 80]",0.81803468219,4,1.0,0.0,-44.0,45.6179789118,64.0,"[0.0, 100.0]",10
98,,2,,"[-56.0, -100.0]",-5.0,,,5,1.0,-7.0,44.0,,64.0,"[-100.0, -100.0]",9
99,1.0,2,57.3149195236,"[-68.0, 100.0]",0.0,"[-125, 94]",0.8851375347,1,1.0,1.0,32.0,25.7099202644,64.0,"[-100.0, 100.0]",8
100,,2,,"[56.0, 100.0]",-1.0,,,5,1.0,-7.0,-44.0,,64.0,"[100.0, 100.0]",7
101,1.0,2,59.1354377679,"[44.0, 0.0]",-1.0,"[-15, -4]",0.817575001507,1,1.0,1.0,44.0,15.5241746963,64.0,"[0.0, 0.0]",6
102,1.0,2,66.1286624695,"[-44.0, 100.0]",-5.0,"[18, 77]",0.734213576536,1,1.0,1.0,-44.0,29.206163733,64.0,"[0.0, 100.0]",5
103,1.0,2,47.539457296,"[132.0, -100.0]",-5.0,"[88, -118]",0.93361701339,1,1.0,1.0,32.0,21.6333076528,64.0,"[100.0, -100.0]",4
104,1.0,2,48.0936586256,"[68.0, 100.0]",-1.0,"[116, 97]",0.83484156651,1,1.0,1.0,-32.0,16.2788205961,64.0,"[100.0, 100.0]",3
105,-2.0,2,72.8971878744,"[44.0, 0.0]",0.0,"[-21, 33]",0.784289318719,4,1.0,0.0,44.0,39.1152144312,64.0,"[0.0, 0.0]",2
106,1.0,2,56.6127194189,"[32.0, -100.0]",-1.0,"[-22, -117]",0.850923477323,1,1.0,1.0,32.0,27.8028775489,64.0,"[0.0, -100.0]",1
107,1.0,2,54.083269132,"[68.0, -100.0]",0.0,"[122, -97]",0.900243901182,1,1.0,1.0,-32.0,22.2036033112,64.0,"[100.0, -100.0]",0
108,1.0,3,54.918120871,"[-56.0, 100.0]",-5.0,"[-102, 70]",0.817347564851,1,1.0,1.0,44.0,30.0665927567,64.0,"[-100.0, 100.0]",35
109,-2.0,3,77.3692445355,"[32.0, 0.0]",-5.0,"[-43, 19]",0.783684523311,4,1.0,0.0,32.0,47.0106370942,64.0,"[0.0, 0.0]",34
110,-2.0,3,56.6127194189,"[44.0, 0.0]",0.0,"[-2, -33]",0.867185955518,4,1.0,0.0,44.0,33.0605505096,64.0,"[0.0, 0.0]",33
111,0.0,3,27.4590604355,"[68.0, 100.0]",-5.0,"[91, 115]",0.784619808081,3,1.0,-4.0,-32.0,17.4928556845,64.0,"[100.0, 100.0]",32
112,0.0,3,20.3960780544,"[-68.0, 100.0]",-1.0,"[-88, 96]",0.900799724041,3,1.0,0.0,32.0,12.6491106407,64.0,"[-100.0, 100.0]",31
113,-2.0,3,66.0302960769,"[-132.0, 0.0]",-1.0,"[-66, -2]",0.834396607592,4,1.0,0.0,-32.0,34.0587727319,64.0,"[-100.0, 0.0]",30
114,1.0,3,46.0977222865,"[132.0, -100.0]",0.0,"[87, -110]",0.783839853364,1,1.0,1.0,32.0,16.4012194669,64.0,"[100.0, -100.0]",29
115,1.0,3,51.0,"[-32.0, -100.0]",0.0,"[19, -100]",0.851286414661,1,1.0,1.0,-32.0,19.0,64.0,"[0.0, -100.0]",28
116,1.0,3,57.8705451849,"[-144.0, 0.0]",-5.0,"[-87, -10]",0.867292913957,1,1.0,1.0,-44.0,16.4012194669,64.0,"[-100.0, 0.0]",27
117,,3,,"[-44.0, 100.0]",-1.0,,,5,1.0,-7.0,-44.0,,64.0,"[0.0, 100.0]",26
118,-2.0,3,78.5175139698,"[144.0, -100.0]",-1.0,"[66, -91]",0.984930888633,4,1.0,0.0,44.0,35.1710107901,64.0,"[100.0, -100.0]",25
119,1.0,3,54.083269132,"[-144.0, -100.0]",-1.0,"[-90, -97]",0.917791982763,1,1.0,1.0,-44.0,10.4403065089,64.0,"[-100.0, -100.0]",24
120,1.0,3,60.9261848469,"[-56.0, -100.0]",0.0,"[-112, -124]",0.901595602394,1,1.0,1.0,44.0,26.83281573,64.0,"[-100.0, -100.0]",23
121,1.0,3,37.2155881319,"[68.0, 0.0]",-1.0,"[105, 4]",0.866565837408,1,1.0,1.0,-32.0,6.40312423743,64.0,"[100.0, 0.0]",22
122,1.0,3,62.096698785,"[-56.0, 0.0]",-1.0,"[-116, -16]",0.851100439322,1,1.0,1.0,44.0,22.627416998,64.0,"[-100.0, 0.0]",21
123,1.0,3,59.6824932455,"[44.0, 0.0]",-5.0,"[-15, 9]",0.834350639605,1,1.0,1.0,44.0,17.4928556845,64.0,"[0.0, 0.0]",20
124,-2.0,3,52.0096144958,"[132.0, 100.0]",0.0,"[91, 68]",0.817668740405,4,1.0,0.0,32.0,33.2415402772,64.0,"[100.0, 100.0]",19
125,1.0,3,51.7880295049,"[-132.0, 100.0]",-5.0,"[-81, 91]",0.81708587741,1,1.0,1.0,-32.0,21.0237960416,64.0,"[-100.0, 100.0]",18
126,1.0,3,39.0128184063,"[32.0, 0.0]",-1.0,"[-7, -1]",0.833640087512,1,1.0,1.0,32.0,7.07106781187,64.0,"[0.0, 0.0]",17
127,1.0,3,64.1950153828,"[-44.0, 100.0]",0.0,"[17, 120]",0.768043965916,1,1.0,1.0,-44.0,26.2488094968,64.0,"[0.0, 100.0]",16
128,,3,,"[56.0, -100.0]",-5.0,,,5,1.0,-7.0,-44.0,,64.0,"[100.0, -100.0]",15
129,-2.0,3,73.0068489938,"[32.0, -100.0]",-5.0,"[-41, -99]",0.851510246168,4,1.0,0.0,32.0,41.0121933088,64.0,"[0.0, -100.0]",14
130,1.0,3,47.0106370942,"[-32.0, -100.0]",0.0,"[15, -99]",0.801031907904,1,1.0,1.0,-32.0,15.0332963784,64.0,"[0.0, -100.0]",13
