,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,releaseTime,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1,0,47.0744091838,"[132.0, -100.0]",-5.0,"[86, -90]",1.01694994187,1,0.333082552417,1.0,-5.0,32.0,17.2046505341,64.0,"[100.0, -100.0]",35
1,1,0,43.0116263352,"[-32.0, 0.0]",-5.0,"[11, -1]",0.850125786033,1,0.366459341836,1.0,1.0,-32.0,11.0453610172,64.0,"[0.0, 0.0]",34
2,1,0,33.0151480384,"[-44.0, -100.0]",0.0,"[-11, -101]",0.716829849407,1,0.283591690706,1.0,1.0,-44.0,11.0453610172,64.0,"[0.0, -100.0]",33
3,1,0,62.6498204307,"[-56.0, 0.0]",0.0,"[-118, -9]",0.833723275573,1,0.333143545082,1.0,1.0,44.0,20.1246117975,64.0,"[-100.0, 0.0]",32
4,1,0,56.3205113613,"[68.0, -100.0]",-1.0,"[124, -106]",0.866762952879,1,0.382840820355,1.0,1.0,-32.0,24.7386337537,64.0,"[100.0, -100.0]",31
5,1,0,58.0086200491,"[56.0, 100.0]",-5.0,"[114, 101]",0.916609554901,1,0.316110677202,1.0,1.0,-44.0,14.0356688476,64.0,"[100.0, 100.0]",30
6,1,0,58.2494635168,"[-68.0, 100.0]",0.0,"[-125, 112]",0.916140542598,1,0.315728496877,1.0,1.0,32.0,27.7308492477,64.0,"[-100.0, 100.0]",29
7,1,0,58.6941223633,"[44.0, 0.0]",-1.0,"[-14, -9]",0.83374340611,1,0.316876239958,1.0,1.0,44.0,16.6433169771,64.0,"[0.0, 0.0]",28
8,1,0,55.542776308,"[132.0, 0.0]",-1.0,"[78, 13]",0.916709907353,1,0.349511503126,1.0,1.0,32.0,25.5538646784,64.0,"[100.0, 0.0]",27
9,1,0,49.4974746831,"[56.0, 100.0]",-1.0,"[105, 93]",0.884248307906,1,0.333800342632,1.0,1.0,-44.0,8.60232526704,64.0,"[100.0, 100.0]",26
10,1,0,59.4138031101,"[44.0, -100.0]",-5.0,"[-15, -93]",0.93335578742,1,0.399922962999,1.0,1.0,44.0,16.5529453572,64.0,"[0.0, -100.0]",25
11,1,0,46.4865571967,"[68.0, 100.0]",0.0,"[112, 85]",0.900450414047,1,0.349879261572,1.0,1.0,-32.0,19.2093727123,64.0,"[100.0, 100.0]",24
12,1,0,53.600373133,"[-44.0, 0.0]",0.0,"[8, 13]",0.900476253242,1,0.316369971028,1.0,1.0,-44.0,15.2643375225,64.0,"[0.0, 0.0]",23
13,1,0,48.0416485979,"[132.0, 0.0]",0.0,"[84, 2]",1.00076225761,1,0.366536859539,1.0,-5.0,32.0,16.1245154966,64.0,"[100.0, 0.0]",22
14,1,0,44.3846820423,"[144.0, -100.0]",0.0,"[101, -89]",0.817092418321,1,0.367131462554,1.0,1.0,44.0,11.0453610172,64.0,"[100.0, -100.0]",21
