,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial,,
179,1,4,44.64302857,"[144.0, 100.0]",-5,"[101, 88]",0.967305308,1,1,1,44,12.04159458,64,"[100.0, 100.0]",0,,
180,1,5,44.94441011,"[68.0, -100.0]",-5,"[106, -76]",0.933530207,1,1,1,-32,24.73863375,64,"[100.0, -100.0]",35,,
181,1,5,50,"[-44.0, 0.0]",-1,"[6, 0]",0.767335292,1,1,1,-44,6,64,"[0.0, 0.0]",34,,
182,-2,5,68.44705983,"[-32.0, 100.0]",-1,"[35, 114]",0.90165153,4,1,0,-32,37.69615365,64,"[0.0, 100.0]",33,,
183,,5,,"[-68.0, -100.0]",-1,,,5,1,-7,32,,64,"[-100.0, -100.0]",32,,
184,,5,,"[-56.0, -100.0]",-1,,,5,1,-7,44,,64,"[-100.0, -100.0]",31,,
185,1,5,46.17358552,"[132.0, -100.0]",0,"[86, -96]",0.916703346,1,1,1,32,14.56021978,64,"[100.0, -100.0]",30,,
186,1,5,44.04543109,"[44.0, 0.0]",0,"[0, 2]",0.817849223,1,1,1,44,2,64,"[0.0, 0.0]",29,,
187,1,5,56.29387178,"[68.0, 100.0]",0,"[123, 112]",0.868114683,1,1,1,-32,25.94224354,64,"[100.0, 100.0]",28,,
188,1,5,34.36568055,"[56.0, 0.0]",0,"[90, -5]",0.985573114,1,1,1,-44,11.18033989,64,"[100.0, 0.0]",27,,
189,1,5,54.08326913,"[-56.0, -100.0]",-5,"[-110, -97]",0.984752892,1,1,1,44,10.44030651,64,"[-100.0, -100.0]",26,,
190,1,5,44.28317965,"[32.0, 0.0]",-5,"[-12, 5]",0.817318032,1,1,1,32,13,64,"[0.0, 0.0]",25,,
191,1,5,55.47071299,"[-44.0, 0.0]",-5,"[5, -26]",0.833499531,1,1,1,-44,26.47640459,64,"[0.0, 0.0]",24,,
192,1,5,46.09772229,"[-144.0, 0.0]",-1,"[-98, -3]",0.817540062,1,1,1,-44,3.605551275,64,"[-100.0, 0.0]",23,,
193,1,5,44.10215414,"[-32.0, -100.0]",0,"[12, -97]",0.918035831,1,1,1,-32,12.36931688,64,"[0.0, -100.0]",22,,
194,1,5,61.66036004,"[32.0, 100.0]",0,"[-29, 109]",0.884079259,1,1,1,32,30.3644529,64,"[0.0, 100.0]",21,,
195,1,5,73.97972695,"[-144.0, -100.0]",0,"[-71, -88]",0.768875386,1,1,1,-44,31.38470965,64,"[-100.0, -100.0]",20,,
196,1,5,49.49747468,"[-56.0, 0.0]",0,"[-105, -7]",0.901375418,1,1,1,44,8.602325267,64,"[-100.0, 0.0]",19,,
197,,5,,"[132.0, -100.0]",-5,,,5,1,-7,32,,64,"[100.0, -100.0]",18,,
198,1,5,56.56854249,"[-144.0, -100.0]",-5,"[-88, -108]",0.75060097,1,1,1,-44,14.4222051,64,"[-100.0, -100.0]",17,,
199,1,5,45.70557953,"[-32.0, 0.0]",-1,"[13, -8]",0.716955362,1,1,1,-32,15.26433752,64,"[0.0, 0.0]",16,,
200,-2,5,112.1605991,"[132.0, -100.0]",-1,"[60, -186]",0.734337749,4,1,0,32,94.84724561,64,"[100.0, -100.0]",15,,
201,1,5,52.08646657,"[68.0, 100.0]",-5,"[120, 97]",0.784480927,1,1,1,-32,20.22374842,64,"[100.0, 100.0]",14,,
202,,5,,"[144.0, 0.0]",-5,,,5,1,-7,44,,64,"[100.0, 0.0]",13,,
203,,5,,"[144.0, 0.0]",-1,,,5,1,-7,44,,64,"[100.0, 0.0]",12,,
204,,5,,"[-32.0, -100.0]",-1,,,5,1,-7,-32,,64,"[0.0, -100.0]",11,,
205,1,5,60.74537019,"[44.0, 100.0]",-5,"[-13, 79]",0.733766298,1,1,1,44,24.69817807,64,"[0.0, 100.0]",10,,
206,1,5,53.71219601,"[-132.0, 100.0]",-5,"[-85, 126]",0.850758134,1,1,1,-32,30.01666204,64,"[-100.0, 100.0]",9,,
207,-2,5,63.78871374,"[132.0, 100.0]",-1,"[70, 115]",0.617972647,4,1,0,32,33.54101966,64,"[100.0, 100.0]",8,,
208,1,5,50,"[-132.0, 0.0]",0,"[-84, -14]",0.834473582,1,1,1,-32,21.26029163,64,"[-100.0, 0.0]",7,,
209,1,5,55.14526272,"[-144.0, 0.0]",-5,"[-89, 4]",0.750568822,1,1,1,-44,11.70469991,64,"[-100.0, 0.0]",6,,
210,1,5,40.01249805,"[-144.0, 100.0]",-1,"[-104, 101]",0.766652676,1,1,1,-44,4.123105626,64,"[-100.0, 100.0]",5,,
211,1,5,53.00943312,"[56.0, 100.0]",0,"[109, 99]",0.867713586,1,1,1,-44,9.055385138,64,"[100.0, 100.0]",4,,
212,1,5,47.26520919,"[32.0, 0.0]",-5,"[-15, 5]",0.933209028,1,1,1,32,15.8113883,64,"[0.0, 0.0]",3,,
213,1,5,44.72135955,"[44.0, 100.0]",-1,"[0, 108]",0.834850042,1,1,1,44,8,64,"[0.0, 100.0]",2,,
214,1,5,46.5295605,"[44.0, -100.0]",0,"[-2, -93]",0.851973444,1,1,1,44,7.280109889,64,"[0.0, -100.0]",1,,
215,1,5,36.67424164,"[32.0, 100.0]",0,"[-4, 93]",0.784958338,1,1,1,32,8.062257748,64,"[0.0, 100.0]",0,,
216,1,6,37.21558813,"[68.0, -100.0]",0,"[105, -96]",0.801353155,1,1,1,-32,6.403124237,64,"[100.0, -100.0]",35,,
217,1,6,50.96076923,"[-144.0, 0.0]",-5,"[-95, -14]",0.917259775,1,1,1,-44,14.86606875,64,"[-100.0, 0.0]",34,,
218,1,6,60.29925373,"[-68.0, -100.0]",-2,"[-128, -106]",0.884519715,1,2,2,32,28.63564213,64,"[-100.0, -100.0]",33,,
219,,6,,"[56.0, 100.0]",-10,,,5,2,-7,-44,,64,"[100.0, 100.0]",32,,
220,1,6,47.67598976,"[-32.0, 100.0]",-10,"[15, 92]",0.800437091,1,2,2,-32,17,64,"[0.0, 100.0]",31,,
221,1,6,55.32630477,"[32.0, 0.0]",0,"[-23, 6]",0.967298097,1,1,1,32,23.76972865,64,"[0.0, 0.0]",30,,
222,1,6,56.71860365,"[-144.0, 0.0]",0,"[-88, -9]",0.785052979,1,1,1,-44,15,64,"[-100.0, 0.0]",29,,
223,1,6,41.48493703,"[-68.0, -100.0]",-5,"[-108, -89]",0.884692172,1,1,1,32,13.60147051,64,"[-100.0, -100.0]",28,,
224,1,6,53.46026562,"[-56.0, 0.0]",-2,"[-109, -7]",0.868861596,1,2,2,44,11.40175425,64,"[-100.0, 0.0]",27,,
225,1,6,53.22593353,"[144.0, -100.0]",-1,"[96, -77]",0.967804351,1,1,1,44,23.34523506,64,"[100.0, -100.0]",26,,
226,1,6,50.009999,"[44.0, -100.0]",-5,"[-5, -110]",0.967678163,1,1,1,44,11.18033989,64,"[0.0, -100.0]",25,,
227,0,6,28.44292531,"[-32.0, 100.0]",-5,"[-4, 105]",0.850350727,3,1,-4,-32,6.403124237,64,"[0.0, 100.0]",24,,
228,1,6,67.36467917,"[144.0, 100.0]",-5,"[77, 93]",0.834576635,1,1,1,44,24.04163056,64,"[100.0, 100.0]",23,,
229,,6,,"[-68.0, -100.0]",-10,,,5,2,-7,32,,64,"[-100.0, -100.0]",22,,
230,0,6,31.95309062,"[-132.0, -100.0]",0,"[-102, -89]",0.801249801,3,1,1,-32,11.18033989,64,"[-100.0, -100.0]",21,,
231,1,6,56.14267539,"[-68.0, 100.0]",-10,"[-124, 104]",0.900800062,1,2,2,32,24.33105012,64,"[-100.0, 100.0]",20,,
232,-2,6,68.9492567,"[68.0, -100.0]",-10,"[133, -77]",0.91676614,4,2,0,-32,40.22437072,64,"[100.0, -100.0]",19,,
233,1,6,47.92702787,"[44.0, -100.0]",0,"[0, -81]",0.818050523,1,1,1,44,19,64,"[0.0, -100.0]",18,,
234,-2,6,80.50465825,"[56.0, 0.0]",-5,"[136, -9]",0.817163602,4,1,0,-44,37.10795063,64,"[100.0, 0.0]",17,,
235,1,6,50.59644256,"[-44.0, 100.0]",0,"[4, 84]",0.868366158,1,1,1,-44,16.4924225,64,"[0.0, 100.0]",16,,
236,1,6,72.03471385,"[-44.0, 100.0]",-1,"[26, 83]",0.817119436,1,1,1,-44,31.06444913,64,"[0.0, 100.0]",15,,
237,1,6,37.16180835,"[-132.0, 100.0]",-2,"[-98, 85]",0.884679553,1,2,2,-32,15.13274595,64,"[-100.0, 100.0]",14,,
238,1,6,51.97114584,"[132.0, -100.0]",-5,"[81, -110]",0.834567021,1,1,1,32,21.47091055,64,"[100.0, -100.0]",13,,
239,1,6,35.0142828,"[144.0, 0.0]",-1,"[109, -1]",0.784371865,1,1,1,44,9.055385138,64,"[100.0, 0.0]",12,,
240,,6,,"[32.0, 0.0]",-5,,,5,1,-7,32,,64,"[0.0, 0.0]",11,,
241,1,6,44.94441011,"[-56.0, 0.0]",-5,"[-98, -16]",0.884595128,1,1,1,44,16.1245155,64,"[-100.0, 0.0]",10,,
242,0,6,30.3644529,"[-44.0, 100.0]",-2,"[-15, 91]",0.900631811,3,2,0,-44,17.49285568,64,"[0.0, 100.0]",9,,
243,0,6,28.17800561,"[-44.0, -100.0]",-1,"[-19, -87]",0.850754829,3,1,0,-44,23.02172887,64,"[0.0, -100.0]",8,,
244,1,6,55.97320788,"[56.0, 0.0]",0,"[109, 18]",0.851052873,1,1,1,-44,20.1246118,64,"[100.0, 0.0]",7,,
245,1,6,54.14794548,"[68.0, 100.0]",0,"[122, 104]",0.850605507,1,1,1,-32,22.36067978,64,"[100.0, 100.0]",6,,
246,1,6,45.35416188,"[132.0, 0.0]",-2,"[88, 11]",0.801335429,1,2,2,32,16.2788206,64,"[100.0, 0.0]",5,,
247,1,6,49.76946855,"[-68.0, 0.0]",-1,"[-114, -19]",0.851845754,1,1,1,32,23.60084744,64,"[-100.0, 0.0]",4,,
248,-2,6,54.20332093,"[68.0, -100.0]",-5,"[111, -67]",0.917011305,4,1,0,-32,34.78505426,64,"[100.0, -100.0]",3,,
249,1,6,48.01041554,"[-132.0, 100.0]",-1,"[-84, 99]",0.985157295,1,1,1,-32,16.03121954,64,"[-100.0, 100.0]",2,,
250,-1,6,3,"[144.0, -100.0]",0,"[147, -100]",0.884368891,2,1,0,44,47,64,"[100.0, -100.0]",1,,
251,1,6,50.6359556,"[144.0, 100.0]",-1,"[94, 92]",0.749960416,1,1,1,44,10,64,"[100.0, 100.0]",0,,
252,1,7,32.06243908,"[132.0, 100.0]",-2,"[100, 98]",0.934404509,1,2,2,32,2,64,"[100.0, 100.0]",35,,
253,1,7,64.49806199,"[56.0, 100.0]",-5,"[120, 92]",0.801185506,1,1,1,-44,21.54065923,64,"[100.0, 100.0]",34,,
254,1,7,47.51841748,"[32.0, 0.0]",0,"[-15, -7]",0.867500268,1,1,1,32,16.55294536,64,"[0.0, 0.0]",33,,
255,-2,7,56.63920903,"[-144.0, 100.0]",0,"[-102, 138]",0.834092013,4,1,0,-44,38.05259518,64,"[-100.0, 100.0]",32,,
256,1,7,45.27692569,"[-132.0, -100.0]",-1,"[-93, -123]",0.735309997,1,1,1,-32,24.04163056,64,"[-100.0, -100.0]",31,,
257,1,7,53.23532662,"[44.0, 0.0]",-1,"[-9, -5]",0.800943645,1,1,1,44,10.29563014,64,"[0.0, 0.0]",30,,
258,0,7,30.8058436,"[-32.0, -100.0]",-5,"[-7, -82]",0.917120968,3,1,-4,-32,19.31320792,64,"[0.0, -100.0]",29,,
259,,7,,"[-44.0, -100.0]",-1,,,5,1,-7,-44,,64,"[0.0, -100.0]",28,,
260,1,7,48.76474136,"[44.0, -100.0]",-10,"[-3, -87]",0.885474838,1,2,2,44,13.34166406,64,"[0.0, -100.0]",27,,
261,1,7,49.81967483,"[144.0, -100.0]",0,"[95, -91]",0.950933025,1,1,1,44,10.29563014,64,"[100.0, -100.0]",26,,
262,1,7,50.21951812,"[68.0, -100.0]",-2,"[117, -111]",0.834815791,1,2,2,-32,20.24845673,64,"[100.0, -100.0]",25,,
263,,7,,"[32.0, -100.0]",-2,,,5,2,-7,32,,64,"[0.0, -100.0]",24,,
264,1,7,45.27692569,"[-44.0, 100.0]",-1,"[1, 95]",0.901904206,1,1,1,-44,5.099019514,64,"[0.0, 100.0]",23,,
265,1,7,44.18144407,"[-68.0, 0.0]",-10,"[-112, -4]",0.901625391,1,2,2,32,12.64911064,64,"[-100.0, 0.0]",22,,
266,1,7,42.20189569,"[68.0, 0.0]",-1,"[109, -10]",0.90110141,1,1,1,-32,13.45362405,64,"[100.0, 0.0]",21,,
267,1,7,33.42154993,"[-32.0, 0.0]",-10,"[-6, -21]",0.984817188,1,2,2,-32,21.84032967,64,"[0.0, 0.0]",20,,
268,1,7,38.11823711,"[-56.0, 100.0]",-1,"[-94, 103]",0.900737268,1,1,1,44,6.708203933,64,"[-100.0, 100.0]",19,,
269,1,7,49.01020302,"[-56.0, 100.0]",-5,"[-105, 101]",0.984331966,1,1,1,44,5.099019514,64,"[-100.0, 100.0]",18,,
270,-2,7,61.3514466,"[-68.0, 100.0]",-2,"[-126, 80]",0.984023106,4,2,0,32,32.80243893,64,"[-100.0, 100.0]",17,,
271,1,7,61,"[-44.0, 0.0]",0,"[17, 0]",0.917294026,1,1,1,-44,17,64,"[0.0, 0.0]",16,,
272,1,7,43.18564576,"[-132.0, -100.0]",-5,"[-89, -96]",0.933651287,1,1,1,-32,11.70469991,64,"[-100.0, -100.0]",15,,
273,1,7,46.5295605,"[44.0, 100.0]",-10,"[-2, 107]",0.751439519,1,2,2,44,7.280109889,64,"[0.0, 100.0]",14,,
274,,7,,"[56.0, 0.0]",-5,,,5,1,-7,-44,,64,"[100.0, 0.0]",13,,
275,1,7,55.73149917,"[-68.0, -100.0]",-1,"[-123, -109]",0.785009114,1,1,1,32,24.69817807,64,"[-100.0, -100.0]",12,,
276,1,7,38.20994635,"[32.0, 0.0]",-2,"[4, 26]",0.985445724,1,2,2,32,26.30589288,64,"[0.0, 0.0]",11,,
277,1,7,61.03277808,"[-56.0, 100.0]",-10,"[-114, 81]",0.818134648,1,2,2,44,23.60084744,64,"[-100.0, 100.0]",10,,
278,1,7,54.12023651,"[-44.0, 100.0]",-5,"[8, 85]",0.833995269,1,1,1,-44,17,64,"[0.0, 100.0]",9,,
279,1,7,69.46221995,"[144.0, -100.0]",-5,"[75, -92]",0.802427555,1,1,1,44,26.2488095,64,"[100.0, -100.0]",8,,
280,1,7,58.05170109,"[-56.0, 0.0]",-10,"[-113, 11]",0.750182146,1,2,2,44,17.02938637,64,"[-100.0, 0.0]",7,,
281,-2,7,66.76076692,"[32.0, 100.0]",-5,"[-32, 119]",0.883957878,4,1,0,32,37.21558813,64,"[0.0, 100.0]",6,,
282,0,7,30.47950131,"[68.0, 0.0]",0,"[91, 20]",0.81781377,3,1,1,-32,21.9317122,64,"[100.0, 0.0]",5,,
283,1,7,61.20457499,"[32.0, 0.0]",-1,"[-29, -5]",0.834262066,1,1,1,32,29.42787794,64,"[0.0, 0.0]",4,,
284,1,7,46.95742753,"[56.0, 100.0]",0,"[98, 79]",0.967281272,1,1,1,-44,21.09502311,64,"[100.0, 100.0]",3,,97
285,1,7,50.15974482,"[-132.0, -100.0]",-1,"[-86, -80]",0.883511714,1,1,1,-32,24.41311123,64,"[-100.0, -100.0]",2,,
286,1,7,66.94027188,"[-44.0, 0.0]",-1,"[21, 16]",0.851344307,1,1,1,-44,26.40075756,64,"[0.0, 0.0]",1,,
287,1,7,48.02082881,"[68.0, 100.0]",-2,"[109, 75]",0.88462337,1,2,2,-32,26.57066051,64,"[100.0, 100.0]",0,,
