,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,releaseTime,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1,0,50.4479930225,"[132.0, -100.0]",-5.0,"[83, -88]",0.801000276115,1,0.633994545555,1.0,1.0,32.0,20.8086520467,64.0,"[100.0, -100.0]",35
1,1,0,40.3112887415,"[-32.0, 0.0]",-5.0,"[8, 5]",0.584187452914,1,0.550727237249,1.0,1.0,-32.0,9.43398113206,64.0,"[0.0, 0.0]",34
2,1,0,62.1771662268,"[-44.0, -100.0]",0.0,"[11, -71]",0.617211106932,1,0.483950724127,1.0,1.0,-44.0,31.0161248385,64.0,"[0.0, -100.0]",33
3,1,0,56.6127194189,"[-56.0, 0.0]",0.0,"[-110, -17]",0.851142977481,1,0.834562346223,1.0,1.0,44.0,19.7230829233,64.0,"[-100.0, 0.0]",32
4,0,0,31.4006369362,"[68.0, -100.0]",-1.0,"[99, -95]",0.600785510615,3,0.583892405732,1.0,0.0,-32.0,5.09901951359,64.0,"[100.0, -100.0]",31
5,1,0,57.3061951276,"[56.0, 100.0]",-5.0,"[106, 72]",0.650688748923,1,0.600707392208,1.0,1.0,-44.0,28.6356421266,64.0,"[100.0, 100.0]",30
6,1,0,49.4772675074,"[-68.0, 100.0]",0.0,"[-116, 112]",0.684089173912,1,0.667671089061,1.0,1.0,32.0,20.0,64.0,"[-100.0, 100.0]",29
7,1,0,60.207972894,"[44.0, 0.0]",-1.0,"[-15, -12]",0.651331423083,1,0.500535261235,1.0,1.0,44.0,19.2093727123,64.0,"[0.0, 0.0]",28
8,-2,0,67.2309452559,"[132.0, 0.0]",-1.0,"[70, 26]",0.700865101186,4,0.41726194392,1.0,0.0,32.0,39.6988664826,64.0,"[100.0, 0.0]",27
9,1,0,56.0089278598,"[-32.0, 100.0]",0.0,"[24, 99]",0.683602436213,1,0.383718502242,1.0,1.0,-32.0,24.0208242989,64.0,"[0.0, 100.0]",26
10,1,0,55.1452627158,"[56.0, 100.0]",-1.0,"[111, 104]",0.634010770125,1,0.450460462831,1.0,1.0,-44.0,11.7046999107,64.0,"[100.0, 100.0]",25
11,1,0,64.4049687524,"[44.0, -100.0]",-5.0,"[-14, -72]",0.767458036076,1,0.43404778617,1.0,1.0,44.0,31.304951685,64.0,"[0.0, -100.0]",24
12,1,0,42.0594816896,"[68.0, 100.0]",0.0,"[108, 113]",0.867858513258,1,0.450532872695,1.0,1.0,-32.0,15.2643375225,64.0,"[100.0, 100.0]",23
13,1,0,50.4876222455,"[-44.0, 0.0]",0.0,"[6, -7]",0.633789935382,1,0.400064177229,1.0,1.0,-44.0,9.21954445729,64.0,"[0.0, 0.0]",22
14,-2,0,65.9696900099,"[132.0, 0.0]",0.0,"[68, 16]",0.834142009029,4,0.467319916817,1.0,0.0,32.0,35.77708764,64.0,"[100.0, 0.0]",21
15,1,0,57.706152185,"[144.0, -100.0]",0.0,"[93, -73]",0.834226136561,1,0.433945331024,1.0,1.0,44.0,27.892651362,64.0,"[100.0, -100.0]",20
16,1,0,62.2414652784,"[44.0, 100.0]",-5.0,"[-13, 75]",0.750130773289,1,0.416467239498,1.0,1.0,44.0,28.1780056072,64.0,"[0.0, 100.0]",19
17,1,0,38.2099463491,"[-44.0, 100.0]",-1.0,"[-6, 104]",0.617382967263,1,0.367221096996,1.0,1.0,-44.0,7.21110255093,64.0,"[0.0, 100.0]",18
18,1,0,48.1663783152,"[-68.0, 100.0]",-5.0,"[-116, 104]",0.684118318139,1,0.400662383996,1.0,1.0,32.0,16.4924225025,64.0,"[-100.0, 100.0]",17
19,-2,0,65.2993108693,"[-132.0, -100.0]",-5.0,"[-82, -58]",0.750979559729,4,0.433807421941,1.0,0.0,-32.0,45.6946386352,64.0,"[-100.0, -100.0]",16
20,1,0,36.7695526217,"[-132.0, 100.0]",-1.0,"[-98, 86]",0.684407957131,1,0.300753151532,1.0,1.0,-32.0,14.1421356237,64.0,"[-100.0, 100.0]",15
21,1,0,49.1629942131,"[-56.0, -100.0]",-1.0,"[-105, -96]",0.800871681189,1,0.483749719453,1.0,1.0,44.0,6.40312423743,64.0,"[-100.0, -100.0]",14
22,1,0,46.6154480832,"[32.0, -100.0]",-1.0,"[-11, -82]",0.801078094053,1,0.367010778282,1.0,1.0,32.0,21.0950231097,64.0,"[0.0, -100.0]",13
