,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial
0,"[0.0, 0.0]",,,,0.0,1
1,"[100.0, -100.0]",,,,0.0,2
2,"[100.0, 0.0]",16.2788205961,"[97.0, 16.0]",0.949786353623,0.349369276315,3
3,"[-100.0, 0.0]",13.0384048104,"[-101.0, 13.0]",0.833262728993,0.299387873849,4
4,"[-100.0, 100.0]",13.152946438,"[-102.0, 87.0]",0.899514420889,0.298953430261,5
5,"[0.0, 100.0]",,,,0.316432409687,6
6,"[100.0, 0.0]",3.0,"[103.0, 0.0]",0.833875936689,0.31663220562,7
7,"[100.0, -100.0]",,,,0.316644223407,8
8,"[0.0, 0.0]",5.65685424949,"[-4.0, -4.0]",0.74959935667,0.366195088252,9
9,"[100.0, 0.0]",12.7279220614,"[91.0, 9.0]",0.76683978294,0.299691022374,10
10,"[100.0, 0.0]",27.8028775489,"[117.0, 22.0]",0.782931308262,0.41643096786,11
11,"[-100.0, -100.0]",11.6619037897,"[-90.0, -94.0]",0.767796098953,0.350363147678,12
12,"[-100.0, -100.0]",10.295630141,"[-105.0, -109.0]",0.716627037851,0.316140076844,13
13,"[0.0, -100.0]",20.0997512422,"[20.0, -98.0]",0.883705013664,0.432903757319,14
14,"[-100.0, 100.0]",29.0172362571,"[-101.0, 129.0]",0.884025287814,0.34987522522,15
15,"[100.0, -100.0]",6.7082039325,"[103.0, -94.0]",0.96697239927,0.349699164508,16
16,"[0.0, 0.0]",19.7230829233,"[17.0, 10.0]",0.767144133803,0.383925239788,17
17,"[0.0, -100.0]",3.0,"[0.0, -103.0]",0.783854274545,0.299939790741,18
18,"[0.0, 100.0]",5.09901951359,"[1.0, 105.0]",0.816760796122,0.282841475215,19
19,"[-100.0, -100.0]",20.2484567313,"[-93.0, -119.0]",0.832912109792,0.382568130502,20
20,"[0.0, 0.0]",16.1245154966,"[-2.0, -16.0]",0.817215970019,0.299661579076,21
21,"[-100.0, 100.0]",9.05538513814,"[-109.0, 101.0]",0.816821786109,0.316308025504,22
22,"[0.0, -100.0]",5.0,"[3.0, -96.0]",0.699727917323,0.298769558314,23
23,"[100.0, 100.0]",8.54400374532,"[103.0, 92.0]",0.71678897785,0.249124353519,24
24,"[0.0, -100.0]",13.4536240471,"[9.0, -110.0]",0.750071055256,0.249194958014,25
25,"[100.0, -100.0]",19.7230829233,"[90.0, -83.0]",0.784107549815,0.283238062402,26
26,"[0.0, 100.0]",19.6977156036,"[-8.0, 82.0]",0.583234036341,0.182728447719,27
27,"[100.0, 100.0]",48.5077313425,"[93.0, 52.0]",0.550250901375,0.233056864003,28
28,"[-100.0, -100.0]",66.4078308635,"[-79.0, -37.0]",0.683432089631,0.249608069891,29
29,"[0.0, 100.0]",7.21110255093,"[-6.0, 104.0]",0.767454793677,0.266399030574,30
30,"[-100.0, 100.0]",37.7359245282,"[-120.0, 132.0]",0.683917608578,0.266265933402,31
31,"[-100.0, 0.0]",20.8806130178,"[-94.0, 20.0]",0.900055522099,0.266209149268,32
32,"[0.0, 0.0]",,,,0.35002965387,33
33,"[100.0, 0.0]",22.803508502,"[122.0, -6.0]",0.700185194146,0.367249649949,34
34,"[0.0, -100.0]",23.769728648,"[-9.0, -122.0]",0.684386602603,0.299639045494,35
35,"[-100.0, 100.0]",30.8058436015,"[-107.0, 130.0]",0.684317500563,0.232787364861,36
36,"[100.0, 100.0]",3.60555127546,"[102.0, 97.0]",0.917890829267,0.283299352974,37
37,"[0.0, 100.0]",3.16227766017,"[3.0, 99.0]",0.733653547242,0.249657042092,38
38,"[-100.0, 0.0]",6.7082039325,"[-103.0, 6.0]",0.799735187786,0.232374553569,39
39,"[100.0, -100.0]",2.2360679775,"[102.0, -99.0]",0.784443747485,0.299963225611,40
40,"[100.0, 0.0]",5.83095189485,"[105.0, -3.0]",0.850520881359,0.266429976327,41
41,"[100.0, 100.0]",18.6815416923,"[82.0, 105.0]",0.632451708196,0.248916746117,42
42,"[100.0, 100.0]",24.0416305603,"[117.0, 83.0]",0.782835165737,0.282548240852,43
43,"[-100.0, 100.0]",15.6524758425,"[-107.0, 86.0]",0.783688128693,0.248982843943,44
44,"[0.0, 0.0]",17.2046505341,"[-14.0, -10.0]",0.80060677859,0.24935900094,45
45,"[0.0, 0.0]",8.54400374532,"[-8.0, 3.0]",0.666606577579,0.16566858883,46
46,"[100.0, -100.0]",11.1803398875,"[111.0, -102.0]",0.784022523789,0.133128309855,47
47,"[0.0, 0.0]",25.9615099715,"[7.0, 25.0]",0.684325612383,0.266743340064,48
48,"[100.0, 100.0]",9.21954445729,"[106.0, 107.0]",0.983021261171,0.333550855285,49
49,"[100.0, 100.0]",12.0415945788,"[108.0, 109.0]",0.80030513159,0.299544405425,50
50,"[-100.0, 100.0]",,,,0.298795096111,51
51,"[-100.0, 100.0]",,,,0.400328025687,52
52,"[-100.0, 0.0]",12.2065556157,"[-90.0, 7.0]",0.867200977867,0.283400903456,53
53,"[100.0, 0.0]",,,,0.166599066695,54
54,"[100.0, -100.0]",16.0312195419,"[84.0, -99.0]",0.850263099652,0.300037435489,55
55,"[0.0, 100.0]",10.0,"[6.0, 92.0]",0.950461152708,0.382867072942,56
56,"[100.0, -100.0]",16.1554944214,"[94.0, -85.0]",0.867316048127,0.383647027891,57
57,"[-100.0, -100.0]",43.0116263352,"[-125.0, -135.0]",0.866673697252,0.282940922305,58
58,"[0.0, 100.0]",7.21110255093,"[4.0, 106.0]",0.901246786118,0.216542612994,59
59,"[-100.0, 100.0]",0.0,"[-100.0, 100.0]",0.784043254331,0.133224151563,60
60,"[-100.0, 100.0]",18.0,"[-100.0, 118.0]",0.933003805345,0.316413782071,61
61,"[-100.0, -100.0]",13.4536240471,"[-90.0, -109.0]",0.70041683712,0.316895395285,62
62,"[0.0, 100.0]",11.313708499,"[8.0, 92.0]",0.833177702967,0.282600217732,63
63,"[100.0, 0.0]",2.0,"[98.0, 0.0]",0.8340970641,0.333514501574,64
64,"[100.0, -100.0]",12.0,"[88.0, -100.0]",0.766592516797,0.282694557449,65
65,"[0.0, 100.0]",16.5529453572,"[-15.0, 107.0]",0.866731082089,0.282728507882,66
66,"[-100.0, -100.0]",13.0,"[-88.0, -95.0]",0.949683000799,0.299423326273,67
67,"[100.0, 100.0]",,,,0.33360553626,68
68,"[-100.0, -100.0]",4.12310562562,"[-99.0, -96.0]",0.866460982244,0.348937236471,69
69,"[-100.0, 0.0]",3.0,"[-103.0, 0.0]",0.932706665481,0.316018396989,70
70,"[100.0, 0.0]",5.38516480713,"[105.0, -2.0]",0.933324380079,0.265674357535,71
71,"[-100.0, 0.0]",5.0,"[-105.0, 0.0]",0.934010295663,0.317075662082,72
72,"[0.0, -100.0]",14.2126704036,"[9.0, -89.0]",0.866719064303,0.365975463297,73
73,"[0.0, -100.0]",,,,0.467224472435,74
74,"[-100.0, 0.0]",18.0,"[-100.0, -18.0]",0.933448764263,0.34924068558,75
75,"[-100.0, 100.0]",,,,0.39981306321,76
76,"[-100.0, 0.0]",,,,0.383503415156,77
77,"[0.0, -100.0]",,,,0.349697662285,78
78,"[0.0, -100.0]",8.0622577483,"[-8.0, -99.0]",0.816832902841,0.282788897399,79
79,"[0.0, 100.0]",10.6301458127,"[-7.0, 108.0]",0.833194527775,0.365906961961,80
80,"[100.0, 100.0]",21.5406592285,"[80.0, 92.0]",0.765968492953,0.265475462889,81
81,"[-100.0, 100.0]",4.472135955,"[-102.0, 104.0]",0.80006117071,0.299440451665,82
82,"[-100.0, -100.0]",21.8403296678,"[-79.0, -106.0]",0.750158784911,0.316339872777,83
83,"[0.0, 0.0]",,,,0.249387242598,84
84,"[100.0, -100.0]",24.6981780705,"[91.0, -123.0]",0.78356614802,0.299917257624,85
85,"[0.0, 0.0]",11.1803398875,"[2.0, 11.0]",0.933596883435,0.366436646087,86
86,"[0.0, -100.0]",,,,0.332882065093,87
87,"[-100.0, 0.0]",23.3452350599,"[-96.0, 23.0]",0.917339212494,0.382491516881,88
88,"[0.0, 100.0]",6.32455532034,"[6.0, 102.0]",0.83315426833,0.282812932972,89
89,"[-100.0, -100.0]",22.825424421,"[-80.0, -111.0]",0.951108911773,0.317098796368,90
90,"[100.0, 100.0]",10.6301458127,"[92.0, 93.0]",0.850131805288,0.332749869442,91
91,"[100.0, 0.0]",20.0,"[80.0, 0.0]",0.866185774561,0.299255677965,92
92,"[0.0, 100.0]",,,,0.266165584791,93
93,"[0.0, -100.0]",6.7082039325,"[-6.0, -103.0]",0.917692836141,0.383709820686,94
94,"[100.0, 100.0]",15.2643375225,"[108.0, 113.0]",0.850240265718,0.316059257369,95
95,"[100.0, -100.0]",1.0,"[101.0, -100.0]",0.883952880744,0.349501471967,96
96,"[100.0, 0.0]",12.8062484749,"[90.0, 8.0]",0.917164954357,0.383527450729,97
97,"[0.0, 0.0]",6.40312423743,"[-4.0, -5.0]",0.883828195976,0.333082161378,98
98,"[0.0, 0.0]",44.6542271235,"[25.0, -37.0]",0.850230050506,0.349991196999,99
99,"[100.0, 0.0]",28.6530975638,"[86.0, -25.0]",0.766288166167,0.266020469833,100
100,"[0.0, 100.0]",13.152946438,"[-2.0, 113.0]",0.849774876842,0.282324409578,101
101,"[100.0, 100.0]",10.0498756211,"[99.0, 90.0]",0.816612676717,0.399856928037,102
102,"[100.0, 0.0]",8.0,"[100.0, -8.0]",0.866114869714,0.416157562751,103
103,"[100.0, 100.0]",,,,0.249825291336,104
104,"[0.0, 0.0]",,,,0.29937675735,105
105,"[100.0, 0.0]",22.2036033112,"[113.0, -18.0]",0.716710561654,0.299397788243,106
106,"[-100.0, -100.0]",11.0453610172,"[-101.0, -89.0]",0.833325822372,0.316295106662,107
107,"[-100.0, 100.0]",19.0,"[-100.0, 81.0]",0.667323739501,0.233191463165,108
108,"[0.0, -100.0]",17.4928556845,"[15.0, -91.0]",0.733853643527,0.283011226216,109
109,"[-100.0, 0.0]",13.0384048104,"[-89.0, -7.0]",0.800230321009,0.315653055906,110
110,"[-100.0, 0.0]",30.8058436015,"[-118.0, -25.0]",0.683784511406,0.266048110789,111
111,"[100.0, -100.0]",25.9615099715,"[107.0, -125.0]",0.784011106705,0.249579226831,112
112,"[0.0, 100.0]",,,,0.265510615194,113
113,"[0.0, 0.0]",22.5610283454,"[5.0, 22.0]",0.849495162489,0.299206404947,114
114,"[-100.0, 0.0]",11.6619037897,"[-90.0, -6.0]",0.867127669277,0.250042212661,115
115,"[-100.0, -100.0]",22.0227155455,"[-101.0, -122.0]",0.750380813843,0.315945989685,116
116,"[-100.0, 0.0]",12.0830459736,"[-95.0, 11.0]",0.883545477409,0.349773975322,117
117,"[100.0, -100.0]",,,,0.250408154214,118
118,"[-100.0, -100.0]",13.416407865,"[-88.0, -94.0]",0.916832962772,0.299794375431,119
119,"[-100.0, 100.0]",16.1245154966,"[-86.0, 92.0]",0.733089912916,0.316390648019,120
120,"[0.0, 0.0]",33.3766385366,"[5.0, 33.0]",0.750662030187,0.366386772366,121
121,"[100.0, 100.0]",7.07106781187,"[93.0, 99.0]",0.81681367429,0.232864278834,122
122,"[0.0, -100.0]",17.2626765016,"[-17.0, -97.0]",0.849610232981,0.249441923806,123
123,"[100.0, -100.0]",6.40312423743,"[105.0, -104.0]",0.800485999556,0.283062602393,124
124,"[0.0, 100.0]",25.8069758011,"[-15.0, 79.0]",0.783903246978,0.282903667074,125
125,"[0.0, -100.0]",15.0332963784,"[-15.0, -99.0]",0.750095691765,0.29993288056,126
126,"[100.0, -100.0]",11.7046999107,"[111.0, -104.0]",0.750355276046,0.315967020812,127
127,"[0.0, -100.0]",,,,0.283109772252,128
128,"[100.0, 0.0]",23.0217288664,"[113.0, 19.0]",0.766921804287,0.333085165825,129
129,"[100.0, 100.0]",17.2046505341,"[114.0, 90.0]",0.783654478844,0.266007851344,130
130,"[100.0, -100.0]",23.0867927612,"[123.0, -102.0]",0.783340513939,0.282848085044,131
131,"[0.0, -100.0]",,,,0.298851279076,132
132,"[0.0, 100.0]",14.3178210633,"[-14.0, 97.0]",0.900061831577,0.31604123069,133
133,"[100.0, -100.0]",13.152946438,"[87.0, -98.0]",0.749856838025,0.232834234368,134
134,"[100.0, 0.0]",,,,0.315991056385,135
135,"[0.0, 100.0]",16.2788205961,"[16.0, 97.0]",0.832987220958,0.365773864789,136
136,"[0.0, -100.0]",,,,0.316609972855,137
137,"[-100.0, 100.0]",28.6006992922,"[-77.0, 117.0]",0.800178344129,0.316417988623,138
138,"[100.0, 0.0]",10.1980390272,"[90.0, 2.0]",0.882955403766,0.432768556988,139
139,"[100.0, 0.0]",10.0,"[90.0, 0.0]",0.700668609934,0.300074690487,140
140,"[-100.0, 0.0]",8.0622577483,"[-96.0, 7.0]",0.817036303924,0.29940620088,141
141,"[0.0, -100.0]",17.88854382,"[16.0, -92.0]",0.799645354971,0.332603853196,142
142,"[0.0, 0.0]",9.05538513814,"[9.0, -1.0]",0.89963970636,0.299299542792,143
143,"[100.0, 100.0]",5.09901951359,"[95.0, 101.0]",0.800014902139,0.233126266627,144
144,"[-100.0, 0.0]",11.401754251,"[-107.0, -9.0]",0.767373673385,0.249432910234,145
145,"[0.0, 0.0]",18.6815416923,"[-5.0, -18.0]",0.783687527757,0.25031621824,146
146,"[-100.0, -100.0]",18.6815416923,"[-118.0, -105.0]",0.766675439663,0.216006919974,147
147,"[0.0, 0.0]",10.0498756211,"[1.0, -10.0]",0.817193436669,0.249328956474,148
148,"[100.0, 100.0]",13.8924439894,"[93.0, 88.0]",0.883776519448,0.282894052798,149
149,"[-100.0, 100.0]",14.5602197786,"[-86.0, 96.0]",0.883781026118,0.26629177155,150
150,"[100.0, 100.0]",20.6155281281,"[108.0, 119.0]",0.816672465298,0.299554620637,151
151,"[-100.0, 0.0]",,,,0.299095240422,152
152,"[0.0, 100.0]",,,,0.416466420284,153
153,"[0.0, 0.0]",41.400483089,"[25.0, -33.0]",0.832664843416,0.282205132768,154
154,"[-100.0, -100.0]",13.0384048104,"[-101.0, -87.0]",0.849598515546,0.315560819348,155
155,"[-100.0, -100.0]",22.0227155455,"[-99.0, -78.0]",0.750421373872,0.316605466185,156
156,"[-100.0, 0.0]",14.1421356237,"[-114.0, 2.0]",0.69982135552,0.248968122294,157
157,"[100.0, -100.0]",14.8660687473,"[105.0, -114.0]",0.66651494219,0.299044164829,158
158,"[0.0, -100.0]",8.94427191,"[-8.0, -96.0]",0.799513159087,0.265726334415,159
159,"[-100.0, 100.0]",2.82842712475,"[-98.0, 102.0]",0.716633347329,0.282991396962,160
