,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial
0,"[0.0, 0.0]",7.07106781187,"[7.0, -1.0]",0.833506846335,0.2992619914,1
1,"[100.0, -100.0]",14.0,"[100.0, -114.0]",0.9505780912,0.316421299707,2
2,"[100.0, 0.0]",13.6014705087,"[113.0, 4.0]",0.83348972036,0.282493875944,3
3,"[-100.0, 0.0]",7.21110255093,"[-104.0, -6.0]",0.883471678011,0.332797020441,4
4,"[-100.0, 100.0]",21.1896201004,"[-107.0, 120.0]",0.866899159038,0.316144279903,5
5,"[0.0, 100.0]",7.81024967591,"[-6.0, 95.0]",0.866207510815,0.299065193161,6
6,"[100.0, 0.0]",5.0,"[105.0, 0.0]",0.833120460738,0.282678956515,7
7,"[100.0, -100.0]",13.9283882772,"[105.0, -113.0]",0.933447326184,0.299336504424,8
8,"[0.0, 0.0]",7.0,"[-7.0, 0.0]",0.84943969571,0.265382339945,9
9,"[100.0, 0.0]",19.0,"[81.0, 0.0]",0.799902411993,0.282767590834,10
10,"[100.0, 0.0]",17.4928556845,"[85.0, 9.0]",0.816711990396,0.299279718194,11
11,"[-100.0, -100.0]",3.60555127546,"[-97.0, -98.0]",0.883601474809,0.29963305383,12
12,"[-100.0, -100.0]",6.0827625303,"[-101.0, -94.0]",0.866848682635,0.266709451564,13
13,"[0.0, -100.0]",10.0,"[0.0, -110.0]",0.766917516827,0.14956429461,14
14,"[-100.0, 100.0]",8.24621125124,"[-102.0, 108.0]",0.850082069403,0.265834224992,15
15,"[100.0, -100.0]",18.0277563773,"[90.0, -85.0]",0.850209762924,0.265886504203,16
16,"[0.0, 0.0]",8.0622577483,"[1.0, -8.0]",0.783393890131,0.165657587233,17
17,"[0.0, -100.0]",6.7082039325,"[3.0, -106.0]",0.850037602009,0.29913610057,18
18,"[0.0, 100.0]",8.48528137424,"[-6.0, 94.0]",0.883210281841,0.315788540756,19
19,"[-100.0, -100.0]",243.600082102,"[95.0, -246.0]",0.833266782458,0.265712840948,20
20,"[0.0, 0.0]",5.83095189485,"[-3.0, 5.0]",0.883595165215,0.299625242013,21
21,"[-100.0, 100.0]",16.1245154966,"[-98.0, 116.0]",0.817025365308,0.266260571196,22
22,"[0.0, -100.0]",11.0,"[-11.0, -100.0]",0.917325790739,0.299432049156,23
23,"[100.0, 100.0]",16.1554944214,"[85.0, 106.0]",0.850231996621,0.265317141195,24
24,"[0.0, -100.0]",6.40312423743,"[-4.0, -95.0]",0.899969684076,0.282509199227,25
25,"[100.0, -100.0]",6.0827625303,"[106.0, -101.0]",0.799217974767,0.248279817752,26
26,"[0.0, 100.0]",6.0,"[0.0, 94.0]",0.966808090918,0.332666622708,27
27,"[100.0, 100.0]",8.94427191,"[108.0, 104.0]",0.950105474913,0.299340109807,28
28,"[-100.0, -100.0]",8.0622577483,"[-104.0, -107.0]",0.883607183467,0.299694947666,29
29,"[0.0, 100.0]",4.0,"[0.0, 96.0]",0.783388481825,0.115970075829,30
30,"[-100.0, 100.0]",4.0,"[-100.0, 104.0]",0.900202536955,0.249785099295,31
31,"[-100.0, 0.0]",4.0,"[-100.0, -4.0]",1.05042843439,0.316405075137,32
32,"[0.0, 0.0]",5.0,"[-3.0, 4.0]",0.783208208741,0.199000024353,33
33,"[100.0, 0.0]",3.60555127546,"[102.0, -3.0]",0.866474615526,0.26592706563,34
34,"[0.0, -100.0]",10.4403065089,"[3.0, -90.0]",0.799938466749,0.266222413396,35
35,"[-100.0, 100.0]",13.152946438,"[-102.0, 113.0]",0.816628463799,0.265958012547,36
36,"[100.0, 100.0]",17.4642491966,"[84.0, 107.0]",0.833255966078,0.266168030794,37
37,"[0.0, 100.0]",9.43398113206,"[-5.0, 108.0]",0.850040005636,0.232887787977,38
38,"[-100.0, 0.0]",15.2315462117,"[-114.0, 6.0]",0.93346625485,0.249225350912,39
39,"[100.0, -100.0]",12.2065556157,"[93.0, -90.0]",0.86682284344,0.29933410068,40
40,"[100.0, 0.0]",12.3693168769,"[103.0, -12.0]",0.816840885789,0.199164072983,41
41,"[100.0, 100.0]",6.32455532034,"[106.0, 98.0]",0.783697350067,0.249446185539,42
42,"[100.0, 100.0]",7.0,"[93.0, 100.0]",0.849920724868,0.215805396205,43
43,"[-100.0, 100.0]",12.0415945788,"[-101.0, 112.0]",0.866931908764,0.249246082269,44
44,"[0.0, 0.0]",11.401754251,"[7.0, -9.0]",0.984012167202,0.349508049316,45
45,"[0.0, 0.0]",5.0,"[3.0, 4.0]",0.850275262259,0.299341311678,46
46,"[100.0, -100.0]",2.2360679775,"[101.0, -102.0]",0.76664139831,0.115599313867,47
47,"[0.0, 0.0]",5.65685424949,"[-4.0, -4.0]",0.850317926845,0.265849548159,48
48,"[100.0, 100.0]",3.16227766017,"[103.0, 101.0]",0.783746324363,0.249182085274,49
49,"[100.0, 100.0]",2.82842712475,"[102.0, 98.0]",0.816507981159,0.232319927309,50
50,"[-100.0, 100.0]",10.1980390272,"[-90.0, 102.0]",0.867371775326,0.266123263049,51
51,"[-100.0, 100.0]",2.0,"[-98.0, 100.0]",0.817571292864,0.266765336273,52
52,"[-100.0, 0.0]",7.07106781187,"[-95.0, -5.0]",0.716565698734,0.115871526534,53
53,"[100.0, 0.0]",2.2360679775,"[98.0, -1.0]",0.850322734099,0.333058116143,54
54,"[100.0, -100.0]",12.2065556157,"[90.0, -93.0]",0.800265963073,0.249567870051,55
55,"[0.0, 100.0]",6.7082039325,"[-6.0, 103.0]",0.88343772653,0.299671211629,56
56,"[100.0, -100.0]",20.591260282,"[90.0, -82.0]",0.866704463959,0.232393238344,57
57,"[-100.0, -100.0]",5.0,"[-100.0, -95.0]",0.866826448939,0.299270103686,58
58,"[0.0, 100.0]",11.0453610172,"[1.0, 89.0]",0.90012772358,0.316661664052,59
59,"[-100.0, 100.0]",5.38516480713,"[-98.0, 105.0]",0.883370124036,0.282724926132,60
60,"[-100.0, 100.0]",17.4642491966,"[-107.0, 84.0]",0.883114436525,0.265731168794,61
61,"[-100.0, -100.0]",10.1980390272,"[-102.0, -90.0]",0.783342812676,0.199255111045,62
62,"[0.0, 100.0]",10.7703296143,"[-10.0, 104.0]",0.883368020877,0.265768124722,63
63,"[100.0, 0.0]",12.0830459736,"[95.0, 11.0]",0.96714610327,0.399204574293,64
64,"[100.0, -100.0]",5.38516480713,"[105.0, -98.0]",0.916796989273,0.282476750086,65
65,"[0.0, 100.0]",12.0415945788,"[-9.0, 108.0]",0.866670812946,0.282567187096,66
66,"[-100.0, -100.0]",6.40312423743,"[-96.0, -95.0]",1.00002974516,0.383083339431,67
