,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial
0,"[0.0, 0.0]",,,,0.533551576464,1
1,"[100.0, -100.0]",,,,0.482935634504,2
2,"[100.0, 0.0]",41.0,"[109.0, -40.0]",0.76731478627,0.333255818565,3
3,"[-100.0, 0.0]",,,,0.315654558141,4
4,"[-100.0, 100.0]",9.0,"[-100.0, 91.0]",0.934030425447,0.400517005481,5
5,"[0.0, 100.0]",,,,0.416676431123,6
6,"[100.0, 0.0]",18.0277563773,"[106.0, -17.0]",0.899969895429,0.366848555972,7
7,"[100.0, -100.0]",,,,0.432680526788,8
8,"[0.0, 0.0]",5.0,"[4.0, 3.0]",0.833685454683,0.349764361112,9
9,"[100.0, 0.0]",,,,0.366944397876,10
10,"[100.0, 0.0]",,,,0.615250039209,11
11,"[-100.0, -100.0]",11.6619037897,"[-110.0, -94.0]",0.850744712621,0.38302240297,12
12,"[-100.0, -100.0]",,,,0.349741827751,13
13,"[0.0, -100.0]",0.0,"[0.0, -100.0]",0.900212354412,0.349935614671,14
14,"[-100.0, 100.0]",,,,0.349224461737,15
15,"[100.0, -100.0]",12.0830459736,"[105.0, -111.0]",0.916794205499,0.382865871208,16
16,"[0.0, 0.0]",3.60555127546,"[2.0, -3.0]",0.900122521405,0.366080318519,17
17,"[0.0, -100.0]",,,,0.332631494188,18
18,"[0.0, 100.0]",8.0622577483,"[-4.0, 107.0]",0.867418199385,0.350692134776,19
19,"[-100.0, -100.0]",2.0,"[-102.0, -100.0]",0.867240936932,0.333531626926,20
20,"[0.0, 0.0]",,,,0.349573278192,21
21,"[-100.0, 100.0]",16.0,"[-116.0, 100.0]",0.867077795385,0.316348285272,22
22,"[0.0, -100.0]",22.2036033112,"[-13.0, -118.0]",0.884193236507,0.333135039742,23
23,"[100.0, 100.0]",13.0384048104,"[87.0, 101.0]",0.849875826148,0.348958568058,24
24,"[0.0, -100.0]",17.8044938148,"[-14.0, -89.0]",0.867038737557,0.333067139207,25
25,"[100.0, -100.0]",5.09901951359,"[99.0, -95.0]",0.867664564154,0.300020310071,26
26,"[0.0, 100.0]",16.1554944214,"[-6.0, 85.0]",0.883963095759,0.333527721144,27
27,"[100.0, 100.0]",,,,0.333010054688,28
28,"[-100.0, -100.0]",17.0,"[-100.0, -117.0]",0.834164063312,0.366899631594,29
29,"[0.0, 100.0]",,,,0.365655789963,30
30,"[-100.0, 100.0]",15.6204993518,"[-112.0, 110.0]",0.800307234891,0.36621131247,31
31,"[-100.0, 0.0]",,,,0.35002003967,32
32,"[0.0, 0.0]",12.6491106407,"[-4.0, 12.0]",0.833534931819,0.316574219789,33
33,"[100.0, 0.0]",23.0867927612,"[93.0, -22.0]",0.849988192516,0.349651694298,34
34,"[0.0, -100.0]",20.6155281281,"[-5.0, -80.0]",0.817348466142,0.316707917744,35
35,"[-100.0, 100.0]",,,,0.366245863624,36
36,"[100.0, 100.0]",21.2132034356,"[85.0, 85.0]",0.800729059447,0.31651713527,37
37,"[0.0, 100.0]",6.40312423743,"[-4.0, 105.0]",0.851582653275,0.350687628103,38
38,"[-100.0, 0.0]",14.3178210633,"[-114.0, -3.0]",0.850903948387,0.366767736312,39
39,"[100.0, -100.0]",17.7200451467,"[105.0, -83.0]",0.800753695919,0.332692784938,40
40,"[100.0, 0.0]",8.60232526704,"[95.0, 7.0]",0.783429445637,0.316394553778,41
41,"[100.0, 100.0]",24.0416305603,"[83.0, 83.0]",0.801062553215,0.316867453952,42
42,"[100.0, 100.0]",,,,0.316481081889,43
43,"[-100.0, 100.0]",19.4164878389,"[-116.0, 111.0]",0.88382519158,0.350881415023,44
44,"[0.0, 0.0]",19.4164878389,"[-19.0, 4.0]",0.900196130391,0.349321204976,45
45,"[0.0, 0.0]",,,,0.365479128395,46
46,"[100.0, -100.0]",13.416407865,"[88.0, -94.0]",0.866900232486,0.332715618748,47
47,"[0.0, 0.0]",,,,0.299350017638,48
48,"[100.0, 100.0]",9.21954445729,"[91.0, 98.0]",0.850197302127,0.382870678328,49
49,"[100.0, 100.0]",7.61577310586,"[97.0, 93.0]",0.817183221479,0.266381604604,50
50,"[-100.0, 100.0]",7.21110255093,"[-104.0, 94.0]",0.833082762336,0.332717421414,51
51,"[-100.0, 100.0]",23.5372045919,"[-105.0, 123.0]",0.800922846367,0.349533919922,52
52,"[-100.0, 0.0]",11.401754251,"[-93.0, 9.0]",0.766737631737,0.282867012898,53
53,"[100.0, 0.0]",10.4403065089,"[90.0, 3.0]",0.850009223657,0.316228407781,54
54,"[100.0, -100.0]",20.0249843945,"[80.0, -99.0]",0.851013310308,0.266524616349,55
55,"[0.0, 100.0]",5.38516480713,"[-2.0, 105.0]",0.884217872983,0.233777931604,56
56,"[100.0, -100.0]",7.07106781187,"[101.0, -93.0]",0.983586398019,0.433181067889,57
57,"[-100.0, -100.0]",4.472135955,"[-98.0, -104.0]",0.800447542631,0.216044175006,58
58,"[0.0, 100.0]",17.7200451467,"[-5.0, 83.0]",0.833554460733,0.299386671904,59
59,"[-100.0, 100.0]",7.07106781187,"[-105.0, 105.0]",0.86684044396,0.316207677086,60
60,"[-100.0, 100.0]",,,,0.366298741919,61
61,"[-100.0, -100.0]",19.0,"[-100.0, -119.0]",0.750994923084,0.316717832422,62
62,"[0.0, 100.0]",17.0293863659,"[-11.0, 87.0]",0.866634939692,0.333095080576,63
63,"[100.0, 0.0]",23.769728648,"[91.0, 22.0]",0.867183551967,0.282609231228,64
64,"[100.0, -100.0]",,,,0.316128359649,65
65,"[0.0, 100.0]",,,,0.281806743063,66
66,"[-100.0, -100.0]",13.6014705087,"[-89.0, -108.0]",0.850669601412,0.367074190046,67
67,"[100.0, 100.0]",28.6356421266,"[88.0, 74.0]",0.816198363296,0.315818601019,68
68,"[-100.0, -100.0]",5.0,"[-105.0, -100.0]",0.832386932092,0.314947010542,69
69,"[-100.0, 0.0]",16.2788205961,"[-97.0, 16.0]",0.933409105521,0.382686806082,70
70,"[100.0, 0.0]",3.60555127546,"[97.0, -2.0]",0.81734305813,0.332392340097,71
71,"[-100.0, 0.0]",13.152946438,"[-87.0, 2.0]",0.700548432011,0.216219935235,72
72,"[0.0, -100.0]",15.2643375225,"[-13.0, -108.0]",0.782741727402,0.29933709851,73
73,"[0.0, -100.0]",11.7046999107,"[-4.0, -89.0]",0.784309448569,0.26619442747,74
74,"[-100.0, 0.0]",13.0,"[-100.0, 13.0]",0.783451378109,0.299508652508,75
75,"[-100.0, 100.0]",,,,0.266523114122,76
76,"[-100.0, 0.0]",,,,0.365590893878,77
77,"[0.0, -100.0]",,,,0.350400703283,78
78,"[0.0, -100.0]",9.48683298051,"[-3.0, -91.0]",0.80034569183,0.366792673231,79
79,"[0.0, 100.0]",11.401754251,"[11.0, 103.0]",0.799471096907,0.315391668904,80
80,"[100.0, 100.0]",6.32455532034,"[94.0, 102.0]",0.800251352153,0.300285001973,81
81,"[-100.0, 100.0]",,,,0.282642280159,82
82,"[-100.0, -100.0]",12.1655250606,"[-102.0, -88.0]",0.883528352078,0.383380533218,83
83,"[0.0, 0.0]",24.6981780705,"[-9.0, 23.0]",0.8167598947,0.299657973595,84
84,"[100.0, -100.0]",23.2594066992,"[110.0, -79.0]",0.81698462744,0.28352138176,85
85,"[0.0, 0.0]",9.89949493661,"[7.0, -7.0]",0.85038027303,0.316477776996,86
86,"[0.0, -100.0]",14.3178210633,"[6.0, -113.0]",0.716691333186,0.249649831541,87
87,"[-100.0, 0.0]",11.313708499,"[-108.0, 8.0]",0.883817980903,0.41635405381,88
88,"[0.0, 100.0]",22.5610283454,"[-5.0, 78.0]",0.783579067167,0.282502873757,89
89,"[-100.0, -100.0]",20.6155281281,"[-87.0, -84.0]",0.783246174284,0.31618123794,90
90,"[100.0, 100.0]",10.0,"[92.0, 94.0]",0.916938719467,0.416164773564,91
91,"[100.0, 0.0]",24.7386337537,"[106.0, -24.0]",0.785042533975,0.317133948523,92
92,"[0.0, 100.0]",12.5299640861,"[-11.0, 106.0]",0.832879060737,0.332608960827,93
93,"[0.0, -100.0]",,,,0.299610202866,94
94,"[100.0, 100.0]",12.0415945788,"[92.0, 109.0]",0.816576022458,0.349834665205,95
95,"[100.0, -100.0]",2.0,"[100.0, -98.0]",0.783442665212,0.315867873975,96
96,"[100.0, 0.0]",19.6468827044,"[105.0, 19.0]",0.833138945523,0.332822276661,97
97,"[0.0, 0.0]",19.9248588452,"[-6.0, -19.0]",0.867775728744,0.367057966025,98
98,"[0.0, 0.0]",24.6981780705,"[-13.0, 21.0]",0.950886282229,0.415996224008,99
99,"[100.0, 0.0]",,,,0.366686015313,100
100,"[0.0, 100.0]",7.21110255093,"[-6.0, 96.0]",0.850341215206,0.316059858229,101
101,"[100.0, 100.0]",3.16227766017,"[103.0, 101.0]",0.816576623347,0.315583953601,102
102,"[100.0, 0.0]",17.0,"[108.0, 15.0]",0.867085006059,0.350085236201,103
103,"[100.0, 100.0]",5.09901951359,"[101.0, 105.0]",0.817302798525,0.300172335159,104
104,"[0.0, 0.0]",17.2626765016,"[3.0, -17.0]",0.867740276251,0.333415655219,105
105,"[100.0, 0.0]",11.1803398875,"[98.0, 11.0]",0.849408934871,0.299188378314,106
