,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial
0,"[0.0, 0.0]",17.0,"[17.0, 0.0]",0.699828830024,0.633455028117,1
1,"[100.0, -100.0]",12.2065556157,"[110.0, -93.0]",2.81879270048,0.700259383942,2
2,"[100.0, 0.0]",17.0880074906,"[116.0, 6.0]",0.750361073355,0.349750065419,3
3,"[-100.0, 0.0]",15.1327459504,"[-115.0, -2.0]",0.700644869357,0.384406798636,4
4,"[-100.0, 100.0]",8.0622577483,"[-104.0, 93.0]",0.750027867325,0.36698694306,5
5,"[0.0, 100.0]",3.0,"[-3.0, 100.0]",2.08485546999,0.36657051061,6
6,"[100.0, 0.0]",15.1327459504,"[98.0, 15.0]",0.784266665811,0.516536964686,7
7,"[100.0, -100.0]",18.0277563773,"[101.0, -82.0]",0.751528646564,0.350432401698,8
8,"[0.0, 0.0]",12.2065556157,"[7.0, -10.0]",0.734417059226,0.40015311254,9
9,"[100.0, 0.0]",12.3693168769,"[88.0, 3.0]",0.650336165563,0.433389588783,10
10,"[100.0, 0.0]",2.82842712475,"[98.0, 2.0]",0.684781377495,0.367203271599,11
11,"[-100.0, -100.0]",15.8113883008,"[-85.0, -105.0]",0.782820269174,0.399891715555,12
12,"[-100.0, -100.0]",7.28010988928,"[-107.0, -98.0]",0.816687703598,0.366994153999,13
13,"[0.0, -100.0]",13.9283882772,"[-5.0, -113.0]",0.816948199237,0.499718622654,14
14,"[-100.0, 100.0]",28.1780056072,"[-75.0, 87.0]",0.78401728702,0.366987243528,15
15,"[100.0, -100.0]",18.973665961,"[82.0, -94.0]",0.749940134119,0.416650867672,16
16,"[0.0, 0.0]",11.7046999107,"[11.0, 4.0]",0.86715414701,0.400187064137,17
17,"[0.0, -100.0]",16.2788205961,"[-12.0, -111.0]",0.650226499012,0.300153443066,18
18,"[0.0, 100.0]",12.5299640861,"[-11.0, 106.0]",0.800054142193,0.366856244567,19
19,"[-100.0, -100.0]",7.81024967591,"[-94.0, -95.0]",0.916727033327,0.416057466471,20
20,"[0.0, 0.0]",15.8113883008,"[9.0, 13.0]",0.883393209253,0.299610818911,21
21,"[-100.0, 100.0]",10.0498756211,"[-90.0, 99.0]",0.817051556194,0.2658596611,22
22,"[0.0, -100.0]",8.60232526704,"[-7.0, -95.0]",0.816643836966,0.332812141802,23
23,"[100.0, 100.0]",18.8679622641,"[110.0, 84.0]",0.783468954323,0.283152423624,24
24,"[0.0, -100.0]",6.32455532034,"[-6.0, -98.0]",1.03407024249,0.416128975106,25
25,"[100.0, -100.0]",12.1655250606,"[112.0, -102.0]",0.73463458952,0.366773919552,26
26,"[0.0, 100.0]",13.0384048104,"[-11.0, 93.0]",0.699945407105,0.332572978572,27
27,"[100.0, 100.0]",13.152946438,"[87.0, 102.0]",0.717065707664,0.366200949356,28
28,"[-100.0, -100.0]",21.0237960416,"[-79.0, -99.0]",0.850266099151,0.332534520188,29
29,"[0.0, 100.0]",14.7648230602,"[-13.0, 107.0]",0.700103747542,0.383050538832,30
30,"[-100.0, 100.0]",9.21954445729,"[-109.0, 98.0]",0.900722326944,0.38306315802,31
31,"[-100.0, 0.0]",10.0,"[-100.0, 10.0]",0.799414470734,0.382770213124,32
32,"[0.0, 0.0]",10.8166538264,"[-9.0, 6.0]",0.883215639566,0.466452701716,33
33,"[100.0, 0.0]",9.21954445729,"[102.0, 9.0]",0.900307697244,0.532695204194,34
34,"[0.0, -100.0]",11.0,"[0.0, -89.0]",0.734330828243,0.26669252594,35
35,"[-100.0, 100.0]",6.0827625303,"[-101.0, 94.0]",0.850638064032,0.366941574204,36
36,"[100.0, 100.0]",25.0199920064,"[75.0, 99.0]",0.899831774528,0.83405888523,37
37,"[0.0, 100.0]",4.24264068712,"[-3.0, 103.0]",0.683822020481,0.583996014728,38
38,"[-100.0, 0.0]",7.07106781187,"[-107.0, -1.0]",0.75072162092,0.416483213077,39
39,"[100.0, -100.0]",12.0415945788,"[88.0, -101.0]",0.717337019742,0.383279186091,40
40,"[100.0, 0.0]",2.0,"[98.0, 0.0]",0.800478987454,0.433349628118,41
41,"[100.0, 100.0]",8.0622577483,"[108.0, 101.0]",0.750403437705,0.550282413897,42
42,"[100.0, 100.0]",4.472135955,"[96.0, 98.0]",0.817690326308,0.3501487709,43
43,"[-100.0, 100.0]",1.0,"[-99.0, 100.0]",0.767191133171,0.39978805813,44
44,"[0.0, 0.0]",10.8166538264,"[6.0, 9.0]",0.76760065509,0.283091731369,45
