,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1.0,0,54.5893762558,"[132.0, -100.0]",-5.0,"[84, -74]",0.934257561745,1,1.0,1.0,32.0,30.5286750449,64.0,"[100.0, -100.0]",35
1,1.0,0,42.9534631898,"[-32.0, 0.0]",-5.0,"[10, 9]",0.817072958222,1,1.0,1.0,-32.0,13.4536240471,64.0,"[0.0, 0.0]",34
2,1.0,0,58.463663929,"[-44.0, -100.0]",0.0,"[13, -87]",0.951019379292,1,1.0,1.0,-44.0,18.3847763109,64.0,"[0.0, -100.0]",33
3,1.0,0,61.5223536611,"[-56.0, 0.0]",0.0,"[-117, 8]",0.918524467326,1,1.0,1.0,44.0,18.7882942281,64.0,"[-100.0, 0.0]",32
4,1.0,0,56.0089278598,"[68.0, -100.0]",-1.0,"[124, -99]",0.83367343689,1,1.0,1.0,-32.0,24.0208242989,64.0,"[100.0, -100.0]",31
5,1.0,0,45.0998891351,"[56.0, 100.0]",-5.0,"[101, 97]",0.817500491226,1,1.0,1.0,-44.0,3.16227766017,64.0,"[100.0, 100.0]",30
6,1.0,0,57.3149195236,"[-68.0, 100.0]",0.0,"[-125, 94]",0.91705739518,1,1.0,1.0,32.0,25.7099202644,64.0,"[-100.0, 100.0]",29
7,1.0,0,53.0848377599,"[44.0, 0.0]",-1.0,"[-9, 3]",0.917645365729,1,1.0,1.0,44.0,9.48683298051,64.0,"[0.0, 0.0]",28
8,1.0,0,47.8016736109,"[132.0, 0.0]",-1.0,"[86, 13]",0.967584105025,1,1.0,1.0,32.0,19.1049731745,64.0,"[100.0, 0.0]",27
9,1.0,0,51.1957029447,"[-32.0, 100.0]",0.0,"[18, 89]",0.900890758858,1,1.0,1.0,-32.0,21.0950231097,64.0,"[0.0, 100.0]",26
10,1.0,0,53.1413210223,"[44.0, -100.0]",-5.0,"[-6, -82]",0.834407724076,1,1.0,1.0,44.0,18.973665961,64.0,"[0.0, -100.0]",25
11,1.0,0,49.040799341,"[68.0, 100.0]",0.0,"[117, 102]",0.868724833988,1,1.0,1.0,-32.0,17.1172427686,64.0,"[100.0, 100.0]",24
12,1.0,0,62.9364759102,"[-44.0, 0.0]",0.0,"[16, -19]",0.883890087664,1,1.0,1.0,-44.0,24.8394846967,64.0,"[0.0, 0.0]",23
13,1.0,0,61.400325732,"[132.0, 0.0]",0.0,"[73, 17]",0.86683593729,1,1.0,1.0,32.0,31.9061122671,64.0,"[100.0, 0.0]",22
14,1.0,0,62.6498204307,"[144.0, -100.0]",0.0,"[82, -91]",0.88477399638,1,1.0,1.0,44.0,20.1246117975,64.0,"[100.0, -100.0]",21
15,1.0,0,54.1294744109,"[44.0, 100.0]",-5.0,"[-9, 111]",0.933527480789,1,1.0,1.0,44.0,14.2126704036,64.0,"[0.0, 100.0]",20
16,1.0,0,54.083269132,"[-44.0, 100.0]",-1.0,"[10, 103]",0.850787075344,1,1.0,1.0,-44.0,10.4403065089,64.0,"[0.0, 100.0]",19
17,1.0,0,44.4072066223,"[-68.0, 100.0]",-5.0,"[-112, 106]",0.916951939042,1,1.0,1.0,32.0,13.416407865,64.0,"[-100.0, 100.0]",18
18,1.0,0,32.9848450049,"[-132.0, -100.0]",-5.0,"[-100, -108]",0.850751021962,1,1.0,1.0,-32.0,8.0,64.0,"[-100.0, -100.0]",17
19,,0,,"[-132.0, 100.0]",-1.0,,,5,1.0,-7.0,-32.0,,64.0,"[-100.0, 100.0]",16
20,1.0,0,59.4138031101,"[-56.0, -100.0]",-1.0,"[-115, -107]",0.984387684406,1,1.0,1.0,44.0,16.5529453572,64.0,"[-100.0, -100.0]",15
21,1.0,0,59.0084739677,"[32.0, -100.0]",-1.0,"[-27, -99]",0.851626217778,1,1.0,1.0,32.0,27.0185121722,64.0,"[0.0, -100.0]",14
22,1.0,0,51.2445119013,"[-44.0, 100.0]",-5.0,"[7, 95]",0.867599367622,1,1.0,1.0,-44.0,8.60232526704,64.0,"[0.0, 100.0]",13
23,1.0,0,43.2897216438,"[-132.0, -100.0]",0.0,"[-89, -95]",0.817876047275,1,1.0,1.0,-32.0,12.0830459736,64.0,"[-100.0, -100.0]",12
24,1.0,0,53.7587202229,"[56.0, 100.0]",0.0,"[109, 109]",0.984881315277,1,1.0,1.0,-44.0,12.7279220614,64.0,"[100.0, 100.0]",11
25,1.0,0,49.3659801888,"[132.0, -100.0]",-5.0,"[83, -94]",0.833844690449,1,1.0,1.0,32.0,18.0277563773,64.0,"[100.0, -100.0]",10
26,1.0,0,45.1774279923,"[-144.0, 0.0]",-1.0,"[-99, -4]",0.917648971066,1,1.0,1.0,-44.0,4.12310562562,64.0,"[-100.0, 0.0]",9
27,1.0,0,47.1699056603,"[32.0, 0.0]",0.0,"[-15, -4]",0.951031397086,1,1.0,1.0,32.0,15.5241746963,64.0,"[0.0, 0.0]",8
28,,0,,"[-132.0, 0.0]",-5.0,,,5,1.0,-7.0,-32.0,,64.0,"[-100.0, 0.0]",7
29,,0,,"[-32.0, 0.0]",-1.0,,,5,1.0,-7.0,-32.0,,64.0,"[0.0, 0.0]",6
30,1.0,0,44.6430285711,"[-144.0, -100.0]",-5.0,"[-101, -112]",0.8675891525,1,1.0,1.0,-44.0,12.0415945788,64.0,"[-100.0, -100.0]",5
31,1.0,0,55.7314991724,"[-56.0, 100.0]",-5.0,"[-111, 109]",0.817091285357,1,1.0,1.0,44.0,14.2126704036,64.0,"[-100.0, 100.0]",4
32,1.0,0,54.0370243444,"[144.0, 0.0]",-1.0,"[90, 2]",0.850408514847,1,1.0,1.0,44.0,10.1980390272,64.0,"[100.0, 0.0]",3
33,1.0,0,50.0899191455,"[44.0, -100.0]",0.0,"[-6, -97]",0.751036684916,1,1.0,1.0,44.0,6.7082039325,64.0,"[0.0, -100.0]",2
34,1.0,0,56.3205113613,"[32.0, -100.0]",-1.0,"[-24, -94]",0.800519649392,1,1.0,1.0,32.0,24.7386337537,64.0,"[0.0, -100.0]",1
35,1.0,0,54.918120871,"[56.0, 100.0]",-1.0,"[110, 90]",0.833929716338,1,1.0,1.0,-44.0,14.1421356237,64.0,"[100.0, 100.0]",0
36,1.0,1,52.6307894678,"[32.0, 100.0]",0.0,"[-19, 113]",0.800973921989,1,1.0,1.0,32.0,23.0217288664,64.0,"[0.0, 100.0]",35
37,1.0,1,46.270941205,"[132.0, 0.0]",-5.0,"[86, 5]",0.816576923793,1,1.0,1.0,32.0,14.8660687473,64.0,"[100.0, 0.0]",34
