,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,releaseTime,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1,0,54.083269132,"[132.0, -100.0]",-5.0,"[78, -97]",14.844473168,1,0.449477673305,1.0,-5.0,32.0,22.2036033112,64.0,"[100.0, -100.0]",35
1,1,0,38.275318418,"[-32.0, 0.0]",-5.0,"[4, -13]",1.01686606389,1,0.349340996137,1.0,-5.0,-32.0,13.6014705087,64.0,"[0.0, 0.0]",34
2,-1,0,10.0498756211,"[-44.0, -100.0]",0.0,"[-43, -110]",1.01714248286,2,0.449446125494,1.0,-5.0,-44.0,44.1474801093,64.0,"[0.0, -100.0]",33
3,1,0,52.038447325,"[-56.0, 0.0]",0.0,"[-108, 2]",0.999828740431,1,0.332679842846,1.0,1.0,44.0,8.24621125124,64.0,"[-100.0, 0.0]",32
4,1,0,48.2597140481,"[68.0, -100.0]",-1.0,"[116, -105]",0.917539714952,1,0.366628298521,1.0,1.0,-32.0,16.7630546142,64.0,"[100.0, -100.0]",31
5,1,0,36.0,"[56.0, 100.0]",-5.0,"[92, 100]",1.1998773541,1,0.333628680994,1.0,-5.0,-44.0,8.0,64.0,"[100.0, 100.0]",30
6,-2,0,69.0289794217,"[-68.0, 100.0]",0.0,"[-137, 98]",0.716133944225,4,0.182408276232,1.0,0.0,32.0,37.0540146273,64.0,"[-100.0, 100.0]",29
7,1,0,59.0084739677,"[44.0, 0.0]",-1.0,"[-15, -1]",2.48489144996,1,0.432487220867,1.0,-5.0,44.0,15.0332963784,64.0,"[0.0, 0.0]",28
8,1,0,45.7055795281,"[132.0, 0.0]",-1.0,"[87, -8]",0.86757428234,1,0.350014617143,1.0,1.0,32.0,15.2643375225,64.0,"[100.0, 0.0]",27
9,1,0,55.4616984954,"[-32.0, 100.0]",0.0,"[18, 124]",0.816597216399,1,0.349249657709,1.0,1.0,-32.0,30.0,64.0,"[0.0, 100.0]",26
10,1,0,74.1687265632,"[56.0, 100.0]",-1.0,"[130, 105]",2.11753454711,1,0.349481609272,1.0,-5.0,-44.0,30.4138126515,64.0,"[100.0, 100.0]",25
