,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1.0,0,43.6806593357,"[132.0, -100.0]",-5.0,"[90, -88]",0.900266434532,1,1.0,1.0,32.0,15.6204993518,64.0,"[100.0, -100.0]",35
1,1.0,0,54.3415126768,"[-32.0, 0.0]",-5.0,"[21, 12]",0.900469835615,1,1.0,1.0,-32.0,24.1867732449,64.0,"[0.0, 0.0]",34
2,1.0,0,59.2114853723,"[-44.0, -100.0]",0.0,"[15, -95]",0.968718885211,1,1.0,1.0,-44.0,15.8113883008,64.0,"[0.0, -100.0]",33
3,1.0,0,59.3043000127,"[-56.0, 0.0]",0.0,"[-115, -6]",0.933918960392,1,1.0,1.0,44.0,16.1554944214,64.0,"[-100.0, 0.0]",32
4,1.0,0,58.1807528312,"[68.0, -100.0]",-1.0,"[121, -124]",0.934765012935,1,1.0,1.0,-32.0,31.8904374382,64.0,"[100.0, -100.0]",31
5,,0,,"[56.0, 100.0]",-5.0,,,5,1.0,-5.0,-44.0,,64.0,"[100.0, 100.0]",30
6,,0,,"[-68.0, 100.0]",0.0,,,5,1.0,-5.0,32.0,,64.0,"[-100.0, 100.0]",29
7,-2.0,0,64.8459713475,"[44.0, 0.0]",-1.0,"[-14, -29]",0.951232695254,4,1.0,0.0,44.0,32.2024843762,64.0,"[0.0, 0.0]",28
8,1.0,0,52.9528091795,"[132.0, 0.0]",-1.0,"[80, 10]",0.88429418602,1,1.0,1.0,32.0,22.360679775,64.0,"[100.0, 0.0]",27
9,1.0,0,45.1220566907,"[-32.0, 100.0]",0.0,"[12, 110]",0.90047704638,1,1.0,1.0,-32.0,15.6204993518,64.0,"[0.0, 100.0]",26
10,,0,,"[56.0, 100.0]",-1.0,,,5,1.0,-5.0,-44.0,,64.0,"[100.0, 100.0]",25
11,-2.0,0,78.7908624144,"[44.0, -100.0]",-5.0,"[-28, -68]",0.800945980707,4,1.0,0.0,44.0,42.5205832509,64.0,"[0.0, -100.0]",24
12,1.0,0,53.8516480713,"[68.0, 100.0]",0.0,"[120, 86]",0.934244342148,1,1.0,1.0,-32.0,24.4131112315,64.0,"[100.0, 100.0]",23
13,1.0,0,41.1096095822,"[-44.0, 0.0]",0.0,"[-3, -3]",0.716831340687,1,1.0,1.0,-44.0,4.24264068712,64.0,"[0.0, 0.0]",22
14,0.0,0,19.6468827044,"[132.0, 0.0]",0.0,"[113, 5]",0.917271612212,3,1.0,1.0,32.0,13.9283882772,64.0,"[100.0, 0.0]",21
15,1.0,0,62.0322496771,"[144.0, -100.0]",0.0,"[82, -98]",0.984892732231,1,1.0,1.0,44.0,18.1107702763,64.0,"[100.0, -100.0]",20
16,1.0,0,65.192024052,"[44.0, 100.0]",-5.0,"[-21, 95]",0.917177272728,1,1.0,1.0,44.0,21.5870331449,64.0,"[0.0, 100.0]",19
17,1.0,0,40.0,"[-44.0, 100.0]",-1.0,"[-4, 100]",0.933807194931,1,1.0,1.0,-44.0,4.0,64.0,"[0.0, 100.0]",18
18,,0,,"[-68.0, 100.0]",-5.0,,,5,1.0,-5.0,32.0,,64.0,"[-100.0, 100.0]",17
19,1.0,0,59.0338885726,"[-132.0, -100.0]",-5.0,"[-74, -89]",0.833538837498,1,1.0,1.0,-32.0,28.231188427,64.0,"[-100.0, -100.0]",16
20,,0,,"[-132.0, 100.0]",-1.0,,,5,1.0,-5.0,-32.0,,64.0,"[-100.0, 100.0]",15
21,,0,,"[-56.0, -100.0]",-1.0,,,5,1.0,-5.0,44.0,,64.0,"[-100.0, -100.0]",14
22,1.0,0,41.0121933088,"[32.0, -100.0]",-1.0,"[-9, -101]",0.93440598133,1,1.0,1.0,32.0,9.05538513814,64.0,"[0.0, -100.0]",13
23,1.0,0,72.4430811051,"[-44.0, 100.0]",-5.0,"[28, 92]",0.95157760568,1,1.0,1.0,-44.0,29.1204395571,64.0,"[0.0, 100.0]",12
24,,0,,"[-132.0, -100.0]",0.0,,,5,1.0,-5.0,-32.0,,64.0,"[-100.0, -100.0]",11
25,-2.0,0,64.3272881443,"[132.0, -100.0]",-5.0,"[69, -87]",0.86728149699,4,1.0,0.0,32.0,33.6154726279,64.0,"[100.0, -100.0]",10
26,-1.0,0,19.3132079158,"[32.0, 0.0]",0.0,"[39, -18]",0.917831040686,2,1.0,0.0,32.0,42.9534631898,64.0,"[0.0, 0.0]",9
27,1.0,0,41.1096095822,"[-132.0, 0.0]",-5.0,"[-93, 13]",0.85126868845,1,1.0,1.0,-32.0,14.7648230602,64.0,"[-100.0, 0.0]",8
28,,0,,"[-32.0, 0.0]",-1.0,,,5,1.0,-5.0,-32.0,,64.0,"[0.0, 0.0]",7
