,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,,0,,"[132.0, -100.0]",-5.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, -100.0]",35
1,1.0,0,33.7342555869,"[-32.0, 0.0]",-5.0,"[1, -7]",0.867136382032,1,1.0,1.0,-32.0,7.07106781187,64.0,"[0.0, 0.0]",34
2,,0,,"[-44.0, -100.0]",0.0,,,5,1.0,-7.0,-44.0,,64.0,"[0.0, -100.0]",33
3,1.0,0,48.2700735446,"[-56.0, 0.0]",0.0,"[-103, 11]",0.867411589599,1,1.0,1.0,44.0,11.401754251,64.0,"[-100.0, 0.0]",32
4,1.0,0,54.5618914628,"[68.0, -100.0]",-1.0,"[117, -124]",0.884744853247,1,1.0,1.0,-32.0,29.4108823397,64.0,"[100.0, -100.0]",31
5,1.0,0,59.6824932455,"[56.0, 100.0]",-5.0,"[115, 91]",0.884916407289,1,1.0,1.0,-44.0,17.4928556845,64.0,"[100.0, 100.0]",30
6,1.0,0,61.6846820532,"[44.0, 0.0]",-1.0,"[-14, -21]",0.800402475987,1,1.0,1.0,44.0,25.2388589282,64.0,"[0.0, 0.0]",29
7,-2.0,0,75.953933407,"[132.0, 0.0]",-1.0,"[57, 12]",0.816355495946,4,1.0,0.0,32.0,44.6430285711,64.0,"[100.0, 0.0]",28
8,,0,,"[-32.0, 100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[0.0, 100.0]",27
9,1.0,0,43.4165866922,"[56.0, 100.0]",-1.0,"[98, 89]",0.984753025346,1,1.0,1.0,-44.0,11.1803398875,64.0,"[100.0, 100.0]",26
10,1.0,0,63.9765582069,"[44.0, -100.0]",-5.0,"[-14, -73]",0.934215799905,1,1.0,1.0,44.0,30.4138126515,64.0,"[0.0, -100.0]",25
11,,0,,"[68.0, 100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[100.0, 100.0]",24
