,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,releaseTime,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,0,0,26.5706605112,"[132.0, -100.0]",-5.0,"[107, -109]",1.40198588045,3,0.735083965352,1.0,-4.0,32.0,11.401754251,64.0,"[100.0, -100.0]",35
1,1,0,37.1214223865,"[-32.0, 0.0]",-5.0,"[5, -3]",1.60075688059,1,0.367777230917,1.0,1.0,-32.0,5.83095189485,64.0,"[0.0, 0.0]",34
2,1,0,59.6154342432,"[-44.0, -100.0]",0.0,"[11, -123]",4.20404380723,1,0.385062423302,1.0,1.0,-44.0,25.495097568,64.0,"[0.0, -100.0]",33
3,1,0,44.598206242,"[-56.0, 0.0]",0.0,"[-98, -15]",2.51923147426,1,0.451354675926,1.0,1.0,44.0,15.1327459504,64.0,"[-100.0, 0.0]",32
4,0,0,23.0867927612,"[68.0, -100.0]",-1.0,"[90, -93]",0.917350929929,3,0.349797710543,1.0,0.0,-32.0,12.2065556157,64.0,"[100.0, -100.0]",31
5,1,0,53.9351462406,"[56.0, 100.0]",-5.0,"[109, 90]",1.00052517746,1,0.49956826074,1.0,1.0,-44.0,13.4536240471,64.0,"[100.0, 100.0]",30
6,1,0,57.2712842531,"[-68.0, 100.0]",0.0,"[-120, 76]",2.95295214094,1,0.399734647013,1.0,1.0,32.0,31.2409987036,64.0,"[-100.0, 100.0]",29
7,-2,0,80.024996095,"[44.0, 0.0]",-1.0,"[-36, -2]",1.00057505141,4,0.382899520919,1.0,0.0,44.0,36.0555127546,64.0,"[0.0, 0.0]",28
8,1,0,36.3455636908,"[132.0, 0.0]",-1.0,"[96, -5]",1.0335662982,1,0.400069943629,1.0,1.0,32.0,6.40312423743,64.0,"[100.0, 0.0]",27
9,-2,0,80.062475605,"[56.0, 100.0]",-1.0,"[135, 113]",1.11720773764,4,0.533553980058,1.0,0.0,-44.0,37.3363094052,64.0,"[100.0, 100.0]",26
10,1,0,38.6393581727,"[44.0, -100.0]",-5.0,"[6, -93]",2.66891549621,1,0.500056183198,1.0,1.0,44.0,9.21954445729,64.0,"[0.0, -100.0]",25
11,1,0,48.0,"[68.0, 100.0]",0.0,"[116, 100]",1.03500482813,1,0.401746726129,1.0,1.0,-32.0,16.0,64.0,"[100.0, 100.0]",24
12,1,0,56.3205113613,"[132.0, 0.0]",0.0,"[78, -16]",1.13378598355,1,0.46674706554,1.0,1.0,32.0,27.2029410175,64.0,"[100.0, 0.0]",23
13,-2,0,79.9061950039,"[144.0, -100.0]",0.0,"[65, -112]",4.33781597018,4,0.384036103729,1.0,0.0,44.0,37.0,64.0,"[100.0, -100.0]",22
14,1,0,50.9901951359,"[44.0, 100.0]",-5.0,"[-6, 110]",0.883878971217,1,0.400289568817,1.0,1.0,44.0,11.6619037897,64.0,"[0.0, 100.0]",21
15,1,0,75.3259583411,"[-44.0, 100.0]",-1.0,"[31, 107]",0.968346033245,1,0.467534531606,1.0,1.0,-44.0,31.7804971641,64.0,"[0.0, 100.0]",20
16,1,0,46.5725240888,"[-68.0, 100.0]",-5.0,"[-113, 88]",2.53624236048,1,0.301181829767,1.0,1.0,32.0,17.691806013,64.0,"[-100.0, 100.0]",19
17,1,0,42.0475920833,"[-132.0, -100.0]",-5.0,"[-90, -98]",1.53430479183,1,0.417000911664,1.0,1.0,-32.0,10.1980390272,64.0,"[-100.0, -100.0]",18
18,-2,0,75.894663844,"[-132.0, 100.0]",-1.0,"[-60, 76]",1.751068532,4,0.532583843684,1.0,0.0,-32.0,46.6476151588,64.0,"[-100.0, 100.0]",17
19,1,0,67.1192967782,"[-56.0, -100.0]",-1.0,"[-123, -104]",2.30107937823,1,0.499220946571,1.0,1.0,44.0,23.3452350599,64.0,"[-100.0, -100.0]",16
20,1,0,60.5309838017,"[32.0, -100.0]",-1.0,"[-28, -108]",2.5687994645,1,0.434326363727,1.0,1.0,32.0,29.1204395571,64.0,"[0.0, -100.0]",15
