"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","47","100","95","-129","1176","100","79","-120","i","0","0","1176"
"1","right","0","143","100","80","-45","1169","100","111","-50","i","0","0","1169"
"1","right","0","-7","100","-52","-57","1152","100","-39","-42","i","0","0","1152"
"1","left","0","-28","100","14","55","1135","100","4","52","i","0","0","1135"
"1","right","0","93","100","60","-66","1190","100","61","-67","i","0","0","1190"
"1","right","0","22","100","-34","-106","1097","100","-10","-109","i","0","0","1097"
"1","left","0","117","100","165","8","1091","100","149","1","i","0","0","1091"
"1","left","0","-38","100","24","-130","1150","100","-6","-133","i","0","0","1150"
"1","left","0","-48","100","-10","8","1181","100","-16","23","i","0","0","1181"
"1","right","0","126","100","77","48","1116","100","94","55","i","0","0","1116"
"1","left","0","-15","100","34","105","1141","100","17","105","i","0","0","1141"
"1","right","0","139","100","90","136","1019","100","107","146","i","0","0","1019"
"1","right","0","-47","100","-98","-127","1141","100","-79","-131","i","0","0","1141"
"1","left","0","-25","100","0","139","1156","100","7","142","i","0","0","1156"
"1","right","0","18","100","-30","-129","1222","100","-14","-121","i","0","0","1222"
"1","left","0","-15","100","23","-151","1090","100","17","-157","i","0","0","1090"
"1","left","0","-17","100","22","104","1164","100","15","101","i","0","0","1164"
"1","right","0","-76","100","-119","-135","1271","100","-108","-132","i","0","0","1271"
"1","right","0","91","100","38","-126","1148","100","59","-127","i","0","0","1148"
"1","right","0","-12","100","-62","122","1144","100","-44","132","i","0","0","1144"
"1","left","0","10","100","45","-153","1132","100","42","-155","i","0","0","1132"
"1","right","0","39","100","-12","65","1217","100","7","70","i","0","0","1217"
"1","left","0","75","100","111","-49","1189","100","107","-51","i","0","0","1189"
"1","left","0","-18","100","26","-129","1172","100","14","-131","i","0","0","1172"
"1","right","0","111","100","62","-50","1205","100","79","-55","i","0","0","1205"
"1","right","0","107","100","65","-104","1308","100","75","-91","i","0","0","1308"
"1","left","0","-146","100","-99","-147","1264","100","-114","-147","i","0","0","1264"
"1","left","0","-37","100","1","-62","1120","100","-5","-74","i","0","0","1120"
"1","right","0","99","100","53","111","1129","100","67","123","i","0","0","1129"
"1","left","0","13","100","62","51","1146","100","45","51","i","0","0","1146"
"2","right","0","114","-700","74","-150","1109","100","82","-140","850","1","0","1109"
"2","right","0","153","-700","103","-73","925","100","121","-56","850","1","0","925"
"2","left","0","-78","100","-35","107","827","100","-46","102","850","0","0","828"
"2","left","0","-96","-700","-55","-38","880","100","-64","-49","850","1","0","880"
"2","left","0","93","100","131","46","720","100","125","34","850","0","0","720"
"2","left","0","-71","100","-25","21","738","100","-39","16","850","0","0","738"
"2","right","0","-56","100","-90","24","801","100","-88","26","850","0","0","802"
"2","right","0","-126","100","-155","-24","788","100","-158","-16","850","0","0","788"
"2","left","0","-130","100","-92","-110","752","100","-98","-109","850","0","0","752"
"2","right","0","49","100","-6","101","787","100","17","97","850","0","0","788"
"2","right","0","112","0","49","-138","754","100","80","-147","850","0","0","754"
"2","right","0","-45","100","-82","-93","826","100","-77","-92","850","0","0","826"
"2","right","0","-104","100","-159","-100","756","100","-136","-92","850","0","0","756"
"2","right","0","-101","100","-122","-133","727","100","-133","-138","850","0","0","727"
"2","left","0","-12","100","7","7","707","100","20","22","850","0","0","707"
"2","right","0","38","0","-27","71","681","100","6","57","850","0","0","681"
"2","right","0","126","0","67","130","735","100","94","150","850","0","0","735"
"2","left","0","75","100","104","-119","738","100","107","-121","850","0","0","738"
"2","left","0","31","100","80","-5","716","100","63","-5","850","0","0","716"
"2","right","0","-69","100","-131","-97","730","100","-101","-93","850","0","0","730"
"2","left","0","-10","100","36","20","728","100","22","18","850","0","0","728"
"2","left","0","45","0","55","-130","696","100","77","-158","850","0","0","696"
"2","left","0","92","0","113","-83","801","100","124","-52","850","0","0","801"
"2","left","0","-83","100","-43","1","739","100","-51","13","850","0","0","739"
"2","right","0","118","100","73","9","763","100","86","10","850","0","0","763"
"2","left","0","-89","100","-54","84","677","100","-57","60","850","0","0","677"
"2","left","0","0","100","43","14","715","100","32","11","850","0","0","715"
"2","left","0","71","100","108","96","692","100","103","87","850","0","0","692"
"2","right","0","116","100","79","-117","714","100","84","-120","850","0","0","714"
"2","right","0","-10","100","-55","-6","697","100","-42","-6","850","0","0","698"
"3","left","0","124","100","163","26","722","100","156","9","850","0","0","722"
"3","left","0","-179","100","-145","-111","708","100","-147","-109","850","0","0","708"
"3","left","0","-190","0","-154","-71","739","100","-158","-103","850","0","0","739"
"3","left","0","105","100","139","38","719","100","137","52","850","0","0","720"
"3","left","0","79","100","105","-91","695","100","111","-108","850","0","0","695"
"3","left","0","-128","100","-87","-86","768","100","-96","-83","850","0","0","768"
"3","right","0","66","100","8","110","750","100","34","105","850","0","0","750"
"3","left","0","37","100","63","101","657","100","69","101","850","0","0","657"
"3","right","0","18","100","-35","92","735","100","-14","108","850","0","0","735"
"3","right","0","119","100","79","120","700","100","87","135","850","0","0","700"
"3","left","0","79","100","112","-15","750","100","111","-23","850","0","0","750"
"3","left","0","63","100","108","75","716","100","95","86","850","0","0","716"
"3","left","0","-184","100","-150","37","712","100","-152","51","850","0","0","712"
"3","right","0","45","100","-16","-22","701","100","13","-25","850","0","0","701"
"3","right","0","7","100","-40","24","753","100","-25","20","850","0","0","753"
"3","left","0","-77","100","-40","-66","709","100","-45","-78","850","0","0","709"
"3","right","0","38","100","-13","-23","697","100","6","-16","850","0","0","697"
"3","right","0","81","100","37","140","743","100","49","139","850","0","0","743"
"3","right","0","140","0","98","122","682","100","108","154","850","0","0","682"
"3","right","0","31","100","-10","58","719","100","-1","59","850","0","0","720"
"3","left","0","-115","100","-68","121","702","100","-83","123","850","0","0","702"
"3","left","0","-45","100","-11","26","750","100","-13","19","850","0","0","750"
"3","right","0","48","100","-2","129","744","100","16","139","850","0","0","744"
"3","left","0","-4","100","28","139","725","100","28","144","850","0","0","725"
"3","right","0","-30","100","-86","-128","787","100","-62","-143","850","0","0","787"
"3","right","0","51","0","-17","-13","754","100","19","-3","850","0","0","754"
"3","right","0","19","100","-36","94","824","100","-13","84","850","0","0","824"
"3","left","0","51","100","99","24","751","100","83","21","850","0","0","751"
"3","right","0","-126","100","-172","-14","776","100","-158","-27","850","0","0","776"
"3","right","0","-99","100","-134","58","734","100","-131","54","850","0","0","734"
"4","left","0","-118","100","-100","-19","747","100","-86","-22","850","0","0","747"
"4","right","0","22","0","-39","154","776","100","-10","140","850","0","0","776"
