"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","right","0","40","100","-17","56","1646","100","8","60","i","0","0","1646"
"1","right","0","-59","100","-118","75","1554","100","-91","84","i","0","0","1554"
"1","right","0","-116","100","-159","-42","1767","100","-148","-34","i","0","0","1767"
"1","left","0","77","100","123","49","1469","100","109","52","i","0","0","1469"
"1","left","0","99","100","138","-100","1306","100","131","-115","i","0","0","1306"
"1","left","0","-113","100","-66","5","1270","100","-81","2","i","0","0","1270"
"1","left","0","90","100","132","44","1348","100","122","40","i","0","0","1348"
"1","right","0","169","100","116","55","1228","100","137","49","i","0","0","1228"
"1","left","0","33","100","82","89","1603","100","65","83","i","0","0","1603"
"1","right","0","-119","100","-169","-139","1584","100","-151","-137","i","0","0","1584"
"1","right","0","115","100","61","113","1315","100","83","109","i","0","0","1315"
"1","left","0","56","100","101","73","1661","100","88","67","i","0","0","1661"
"1","right","0","-71","100","-124","-148","1346","100","-103","-154","i","0","0","1346"
"1","left","0","-165","100","-118","34","1245","100","-133","31","i","0","0","1245"
"1","right","0","-59","100","-114","47","1513","100","-91","51","i","0","0","1513"
"1","right","0","32","100","-20","-91","1295","100","0","-89","i","0","0","1295"
"1","left","0","53","100","91","-107","1677","100","85","-114","i","0","0","1678"
"1","right","0","118","100","64","-116","1643","100","86","-114","i","0","0","1644"
"1","left","0","42","100","93","158","1582","100","74","156","i","0","0","1582"
"1","left","0","44","100","88","-48","1249","100","76","-48","i","0","0","1249"
"1","left","0","-32","100","10","-57","1548","100","0","-70","i","0","0","1548"
"1","left","0","68","100","124","106","1203","100","100","114","i","0","0","1203"
"1","right","0","-104","100","-151","149","1408","100","-136","144","i","0","0","1408"
"1","left","0","-114","100","-72","3","1326","100","-82","4","i","0","0","1326"
"1","left","0","-181","100","-140","77","1236","100","-149","90","i","0","0","1237"
"1","right","0","-4","100","-57","-31","1273","100","-36","-27","i","0","0","1273"
"1","right","0","-27","100","-77","-5","1228","100","-59","-2","i","0","0","1228"
"1","left","0","-148","100","-107","-76","1243","100","-116","-88","i","0","0","1243"
"1","right","0","-98","100","-144","97","1305","100","-130","97","i","0","0","1305"
"1","right","0","175","100","122","58","1297","100","143","61","i","0","0","1297"
"2","left","0","-41","-700","6","94","1407","100","-9","83","850","1","0","1407"
"2","left","0","48","-700","89","81","941","100","80","82","850","1","0","941"
"2","right","0","8","100","-40","65","828","100","-24","75","850","0","0","828"
"2","right","0","128","-700","71","7","1024","100","96","2","850","1","0","1024"
"2","right","0","118","100","71","130","815","100","86","119","850","0","0","815"
"2","right","0","162","100","111","47","765","100","130","60","850","0","0","765"
"2","right","0","-2","100","-49","78","767","100","-34","71","850","0","0","767"
"2","left","0","-16","0","47","-60","821","100","16","-40","850","0","0","821"
"2","left","0","-118","-700","-83","139","927","100","-86","138","850","1","0","927"
"2","left","0","-59","0","5","19","814","100","-27","7","850","0","0","814"
"2","right","0","-9","100","-64","98","722","100","-41","101","850","0","0","722"
"2","left","0","99","100","143","70","775","100","131","98","850","0","0","775"
"2","left","0","-190","0","-126","38","767","100","-158","45","850","0","0","767"
"2","left","0","-49","100","4","-133","749","100","-17","-139","850","0","0","749"
"2","left","0","-53","0","-7","-112","764","100","-21","-141","850","0","0","764"
"2","right","0","-1","-700","-58","6","868","100","-33","24","850","1","0","868"
"2","right","0","39","100","-9","47","834","100","7","54","850","0","0","834"
"2","left","0","11","100","44","-36","821","100","43","-12","850","0","0","821"
"2","left","0","-74","100","-29","-104","835","100","-42","-120","850","0","0","835"
"2","right","0","-19","100","-76","-68","738","100","-51","-77","850","0","0","738"
"2","right","0","-113","100","-156","-109","832","100","-145","-111","850","0","0","832"
"2","left","0","-19","100","16","-54","832","100","13","-33","850","0","0","832"
"2","right","0","136","0","77","84","845","100","104","103","850","0","0","845"
"2","left","0","121","100","145","-56","773","100","153","-51","850","0","0","773"
"2","left","0","-51","100","-27","-48","697","100","-19","-55","850","0","0","697"
"2","right","0","-85","100","-92","33","624","100","-117","39","850","0","0","624"
"2","right","0","33","100","-10","15","695","100","1","42","850","0","0","695"
"2","right","0","37","100","-6","71","620","100","5","72","850","0","0","620"
"2","left","0","123","100","156","-19","807","100","155","-22","850","0","0","807"
"2","right","0","-28","100","-58","-69","692","100","-60","-72","850","0","0","692"
"3","left","0","-36","100","-12","-75","785","100","-4","-46","850","0","0","785"
"3","right","0","-82","100","-137","111","820","100","-114","101","850","0","0","820"
"3","left","0","-90","100","-55","99","710","100","-58","96","850","0","0","710"
"3","left","0","-68","100","-46","-67","651","100","-36","-84","850","0","0","651"
"3","right","0","-110","100","-151","150","756","100","-142","158","850","0","0","756"
"3","left","0","7","100","41","26","815","100","39","15","850","0","0","815"
"3","right","0","-41","100","-74","4","771","100","-73","-1","850","0","0","771"
"3","right","0","104","0","74","-98","817","100","72","-144","850","0","0","818"
"3","left","0","-128","100","-97","31","744","100","-96","42","850","0","0","745"
"3","left","0","-141","0","-50","38","782","100","-109","-47","850","0","0","782"
"3","left","0","-109","-700","-72","-52","1224","100","-77","-54","850","1","0","1224"
"3","left","0","-117","100","-94","-135","778","100","-85","-149","850","0","0","778"
"3","left","0","1","100","19","-5","755","100","33","-2","850","0","0","755"
"3","right","0","-52","100","-80","55","729","100","-84","45","850","0","0","729"
"3","right","0","-58","100","-91","124","694","100","-90","131","850","0","0","694"
"3","right","0","-100","100","-138","40","667","100","-132","45","850","0","0","667"
"3","left","0","18","100","34","-153","764","100","50","-135","850","0","0","764"
"3","right","0","85","-700","67","49","883","100","53","58","850","1","0","883"
"3","right","0","27","100","2","-180","737","100","-5","-154","850","0","0","737"
"3","left","0","48","100","51","86","673","100","80","82","850","0","0","673"
"3","right","0","-39","-25","-59","71","935","100","-71","54","850","0","1","935"
"3","right","0","137","100","99","54","787","100","105","68","850","0","0","787"
"3","right","0","-53","100","-86","-48","614","100","-85","-36","850","0","0","614"
"3","left","0","-16","-700","1","36","863","100","16","22","850","1","0","863"
"3","right","0","-39","100","-62","54","714","100","-71","58","850","0","0","714"
"3","right","0","190","0","199","-121","567","100","158","-133","850","0","0","567"
"3","left","0","-6","100","16","-118","605","100","26","-120","850","0","0","605"
"3","left","0","-16","100","-10","6","649","100","16","20","850","0","0","649"
"3","left","0","82","100","91","22","703","100","114","8","850","0","0","703"
"3","right","0","166","100","136","-59","696","100","134","-45","850","0","0","696"
"4","right","0","100","100","67","-169","740","100","68","-159","850","0","0","740"
"4","right","0","-20","100","-50","130","805","100","-52","159","850","0","0","805"
"4","right","0","169","100","153","126","622","100","137","142","850","0","0","622"
"4","left","0","13","0","20","-60","699","100","45","-91","850","0","0","699"
