"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","-155","100","-105","12","893","100","-123","13","i","0","0","893"
"1","left","0","-131","100","-87","94","943","100","-99","81","i","0","0","943"
"1","left","0","-73","100","-38","-13","1052","100","-41","-33","i","0","0","1052"
"1","right","0","62","100","21","-106","1382","100","30","-107","i","0","0","1382"
"1","right","0","16","100","-41","129","1116","100","-16","129","i","0","0","1116"
"1","right","0","-10","100","-61","-97","947","100","-42","-111","i","0","0","947"
"1","left","0","77","100","127","-9","941","100","109","-15","i","0","0","942"
"1","left","0","-188","100","-128","56","1108","100","-156","54","i","0","0","1108"
