"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","-105","100","-43","54","936","100","-73","51","i","0","0","936"
"1","left","0","-20","100","23","89","888","100","12","80","i","0","0","888"
"1","right","0","55","100","5","-69","836","100","23","-62","i","0","0","836"
"1","left","0","-71","100","-9","95","828","100","-39","87","i","0","0","828"
"1","right","0","-118","100","-174","-123","816","100","-150","-109","i","0","0","816"
"1","left","0","-163","100","-118","173","749","100","-131","156","i","0","0","749"
"1","left","0","-39","100","-1","-149","878","100","-7","-152","i","0","0","878"
"1","right","0","-12","100","-60","-157","775","100","-44","-139","i","0","0","775"
"1","right","0","84","0","25","98","665","100","52","73","i","0","0","665"
"1","right","0","-16","100","-50","-160","568","100","-48","-153","i","0","0","568"
"1","left","0","51","100","89","110","655","100","83","100","i","0","0","655"
"1","right","0","28","100","-30","76","634","100","-4","86","i","0","0","634"
"1","right","0","106","100","51","-126","635","100","74","-121","i","0","0","635"
"1","left","0","58","100","92","43","641","100","90","29","i","0","0","641"
"1","left","0","-139","0","-84","-12","644","100","-107","27","i","0","0","644"
"1","right","0","-15","100","-73","79","721","100","-47","85","i","0","0","721"
"1","right","0","26","100","-24","-105","694","100","-6","-118","i","0","0","694"
"1","right","0","-24","0","-88","-109","641","100","-56","-126","i","0","0","641"
"1","left","0","11","100","56","71","678","100","43","84","i","0","0","678"
"1","right","0","50","100","-11","144","655","100","18","133","i","0","0","655"
"1","left","0","61","100","99","-58","652","100","93","-49","i","0","0","652"
"1","left","0","-172","100","-136","112","774","100","-140","140","i","0","0","774"
"1","right","0","-1","100","-57","47","735","100","-33","49","i","0","0","735"
"1","left","0","-74","100","-23","34","729","100","-42","47","i","0","0","729"
"1","right","0","81","100","51","79","699","100","49","84","i","0","0","699"
"1","right","0","47","100","-4","63","730","100","15","84","i","0","0","730"
"1","right","0","124","100","74","-28","805","100","92","-41","i","0","0","805"
"1","left","0","75","100","115","77","688","100","107","84","i","0","0","688"
"1","left","0","53","100","87","-30","736","100","85","-28","i","0","0","736"
"1","left","0","98","100","145","-127","742","100","130","-120","i","0","0","742"
"2","right","0","21","100","-28","-142","778","100","-11","-130","850","0","0","778"
"2","left","0","-139","-700","-91","-146","941","100","-107","-149","850","1","0","941"
"2","left","0","-25","0","48","-39","618","100","7","-62","850","0","0","618"
"2","right","0","148","100","113","127","591","100","116","113","850","0","0","591"
