"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","-6","100","33","-83","979","100","26","-74","i","0","0","979"
"1","left","0","-101","100","-60","-142","866","100","-69","-128","i","0","0","866"
"1","left","0","-162","100","-105","-130","871","100","-130","-125","i","0","0","871"
"1","right","0","37","100","-12","68","877","100","5","91","i","0","0","877"
"1","left","0","59","100","101","-150","887","100","91","-157","i","0","0","887"
"1","left","0","51","100","95","116","873","100","83","129","i","0","0","873"
"1","left","0","-189","100","-143","-56","909","100","-157","-52","i","0","0","909"
"1","right","0","144","0","82","-53","922","100","112","-39","i","0","0","922"
"1","left","0","-94","100","-51","-22","847","100","-62","-28","i","0","0","847"
"1","left","0","-116","100","-66","93","844","100","-84","90","i","0","0","844"
"1","left","0","-62","0","3","141","823","100","-30","128","i","0","0","823"
"1","right","0","180","100","117","-77","953","100","148","-83","i","0","0","953"
"1","right","0","-112","100","-148","146","879","100","-144","157","i","0","0","879"
"1","right","0","-9","100","-49","98","776","100","-41","91","i","0","0","776"
"1","right","0","-67","100","-112","69","852","100","-99","62","i","0","0","852"
"1","left","0","16","100","58","136","837","100","48","141","i","0","0","837"
"1","right","0","-25","100","-71","113","809","100","-57","116","i","0","0","809"
"1","right","0","-11","100","-60","29","789","100","-43","28","i","0","0","789"
"1","right","0","186","100","135","2","781","100","154","-8","i","0","0","781"
"1","left","0","-86","100","-45","-112","785","100","-54","-121","i","0","0","785"
"1","right","0","144","100","95","116","828","100","112","129","i","0","0","828"
"1","right","0","-23","100","-71","95","813","100","-55","98","i","0","0","813"
"1","right","0","-47","100","-92","47","849","100","-79","37","i","0","0","849"
"1","left","0","-6","100","43","52","813","100","26","56","i","0","0","813"
"1","right","0","166","100","115","-114","787","100","134","-122","i","0","0","787"
"1","left","0","-160","100","-108","-11","753","100","-128","4","i","0","0","754"
"1","left","0","-117","100","-81","-67","838","100","-85","-81","i","0","0","838"
"1","right","0","-91","100","-147","-138","884","100","-123","-129","i","0","0","884"
"1","left","0","9","100","45","19","807","100","41","19","i","0","0","807"
"1","right","0","35","100","-9","-140","862","100","3","-139","i","0","0","863"
"2","left","0","61","-700","100","-38","883","100","93","-44","850","1","0","883"
"2","right","0","-55","100","-98","25","723","100","-87","15","850","0","0","723"
"2","left","0","-79","100","-40","-33","645","100","-47","-25","850","0","0","645"
"2","left","0","38","100","62","-91","614","100","70","-83","850","0","0","614"
"2","left","0","-10","100","10","69","736","100","22","63","850","0","0","736"
"2","right","0","-40","100","-71","50","778","100","-72","39","850","0","0","778"
"2","left","0","114","100","151","156","670","100","146","164","850","0","0","670"
"2","right","0","-100","100","-107","-23","786","100","-132","-33","850","0","0","786"
"2","right","0","-65","100","-89","149","770","100","-97","154","850","0","0","771"
"2","left","0","119","100","140","24","627","100","151","21","850","0","0","627"
