"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","right","0","-61","100","-86","25","1669","100","-78","15","i","0","0","1669"
"1","left","0","-81","0","-49","-45","1581","100","-64","-35","i","0","0","1581"
"1","left","0","57","100","86","57","1538","100","74","52","i","0","0","1538"
"1","left","0","-52","100","-26","-10","1655","100","-35","1","i","0","0","1655"
"1","left","0","-8","100","19","-19","1409","100","9","-9","i","0","0","1409"
"1","right","0","39","0","7","-14","1545","100","22","-3","i","0","0","1545"
"1","left","0","63","0","95","-70","1241","100","80","-61","i","0","0","1241"
"1","left","0","37","100","57","-86","1297","100","54","-74","i","0","0","1297"
"1","right","0","32","100","4","-12","1495","100","15","-11","i","0","0","1495"
"1","left","0","33","-25","59","2","1001","100","50","14","i","0","1","1001"
"1","right","0","-26","100","-59","20","1064","100","-43","21","i","0","0","1064"
"1","right","0","-64","-25","-90","42","1025","100","-81","51","i","0","1","1025"
"1","left","0","-8","-25","26","69","1012","100","9","81","i","0","1","1012"
"1","right","0","-10","-25","-43","79","1070","100","-27","79","i","0","1","1071"
"1","left","0","-18","-25","5","3","1002","100","-1","8","i","0","1","1002"
"1","right","0","-39","-25","-71","-7","898","100","-56","-8","i","0","1","898"
"1","right","0","100","100","68","-50","1345","100","83","-51","i","0","0","1345"
"1","left","0","-69","100","-48","75","1259","100","-52","78","i","0","0","1259"
"1","right","0","-45","-25","-76","-3","1043","100","-62","2","i","0","1","1043"
"1","right","0","22","100","0","-66","1283","100","5","-59","i","0","0","1283"
"1","left","0","51","100","74","-76","1226","100","68","-68","i","0","0","1226"
"1","right","0","-4","100","-26","70","1224","100","-21","74","i","0","0","1224"
"1","right","0","-54","100","-71","25","1138","100","-71","32","i","0","0","1138"
"1","right","0","22","100","3","23","1301","100","5","28","i","0","0","1301"
"1","left","0","-11","100","15","17","1213","100","6","28","i","0","0","1213"
"1","right","0","-3","100","-27","-6","1144","100","-20","-1","i","0","0","1144"
"1","left","0","-19","100","-7","-32","1054","100","-2","-27","i","0","0","1054"
"1","right","0","100","100","78","-4","1235","100","83","8","i","0","0","1235"
"1","left","0","-1","100","13","-84","1200","100","16","-79","i","0","0","1200"
"1","left","0","37","100","65","33","1191","100","54","39","i","0","0","1191"
"2","left","0","22","-700","41","58","1093","100","39","68","850","1","0","1094"
"2","left","0","-72","-700","-42","79","896","100","-55","80","850","1","0","896"
"2","left","0","58","-700","75","-43","914","100","75","-20","850","1","0","914"
"2","left","0","30","-700","55","-4","936","100","47","2","850","1","0","936"
"2","right","0","-52","100","-71","-14","835","100","-69","-2","850","0","0","835"
"2","right","0","44","-700","21","11","934","100","27","6","850","1","0","935"
