"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","right","0","-97","100","-144","-81","1824","100","-129","-95","i","0","0","1824"
"1","left","0","61","100","93","89","1406","100","93","83","i","0","0","1406"
"1","left","0","-68","100","-32","20","971","100","-36","30","i","0","0","971"
"1","left","0","-149","0","166","134","939","100","-117","26","i","0","0","939"
"1","left","0","-192","0","-117","100","1427","100","-160","106","i","0","0","1427"
"1","left","0","-17","100","33","0","1444","100","15","-7","i","0","0","1444"
"1","right","0","134","100","101","56","1643","100","102","45","i","0","0","1643"
"1","right","0","175","100","131","-89","1704","100","143","-84","i","0","0","1704"
"1","left","0","-179","100","-138","-139","1516","100","-147","-133","i","0","0","1516"
