"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","right","0","10","100","-40","-62","1678","100","-22","-51","i","0","0","1678"
"1","left","0","96","100","143","89","1380","100","128","72","i","0","0","1380"
"1","right","0","-61","100","-115","-120","1331","100","-93","-111","i","0","0","1331"
"1","left","0","-110","100","-59","-45","1289","100","-78","-42","i","0","0","1289"
"1","left","0","34","100","81","-145","1309","100","66","-145","i","0","0","1309"
"1","left","0","-55","100","-12","-52","1208","100","-23","-49","i","0","0","1208"
"1","right","0","-53","100","-104","-139","1335","100","-85","-143","i","0","0","1335"
"1","right","0","-16","100","-61","29","1346","100","-48","29","i","0","0","1346"
"1","left","0","-188","100","-136","23","1339","100","-156","28","i","0","0","1339"
"1","left","0","46","100","85","-96","1252","100","78","-96","i","0","0","1252"
"1","left","0","-159","100","-122","114","1238","100","-127","108","i","0","0","1238"
"1","right","0","186","100","136","19","1195","100","154","20","i","0","0","1195"
"1","right","0","-88","100","-134","60","1335","100","-120","57","i","0","0","1335"
"1","right","0","-70","100","-127","3","1077","100","-102","3","i","0","0","1077"
"1","left","0","-170","100","-124","-152","1190","100","-138","-151","i","0","0","1191"
"1","right","0","41","100","-10","157","1097","100","9","160","i","0","0","1097"
"1","left","0","55","100","101","-2","1186","100","87","-18","i","0","0","1186"
"1","right","0","-15","0","-73","-63","1141","100","-47","-42","i","0","0","1141"
"1","right","0","-109","100","-166","135","1272","100","-141","124","i","0","0","1272"
"1","left","0","-115","100","-59","110","1147","100","-83","97","i","0","0","1147"
"1","left","0","-16","100","31","-151","1144","100","16","-143","i","0","0","1144"
"1","right","0","58","100","20","-34","1255","100","26","-41","i","0","0","1255"
"1","left","0","-47","100","-12","-87","1332","100","-15","-96","i","0","0","1332"
"1","left","0","-1","100","23","-67","1163","100","31","-64","i","0","0","1163"
"1","left","0","-9","100","44","-99","1448","100","23","-93","i","0","0","1448"
