"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","right","0","-100","100","-132","111","700","100","-132","109","i","0","0","700"
"1","right","0","183","100","136","52","750","100","151","59","i","0","0","750"
"1","right","0","-66","100","-117","-53","746","100","-98","-42","i","0","0","746"
"1","left","0","34","100","81","137","659","100","66","141","i","0","0","659"
"1","right","0","-78","-25","-130","87","676","100","-110","83","i","0","1","676"
"1","left","0","-154","100","-125","72","769","100","-122","89","i","0","0","769"
"1","left","0","-171","100","-126","-47","720","100","-139","-29","i","0","0","720"
"1","right","0","-70","100","-127","-69","747","100","-102","-77","i","0","0","747"
"1","left","0","-67","100","-32","-87","761","100","-35","-94","i","0","0","761"
"1","right","0","-92","100","-132","43","715","100","-124","57","i","0","0","715"
"1","left","0","-48","100","-24","-49","726","100","-16","-44","i","0","0","726"
"1","right","0","-81","100","-142","-12","655","100","-113","1","i","0","0","655"
"1","left","0","50","0","63","120","746","100","82","152","i","0","0","746"
"1","left","0","-95","100","-53","156","703","100","-63","151","i","0","0","703"
"1","left","0","-129","100","-86","154","784","100","-97","151","i","0","0","784"
"1","left","0","72","100","98","-94","771","100","104","-111","i","0","0","771"
"1","left","0","-164","100","-115","98","785","100","-132","110","i","0","0","785"
"1","right","0","-59","100","-94","-108","770","100","-91","-118","i","0","0","770"
"1","left","0","-119","100","-74","-76","746","100","-87","-72","i","0","0","746"
"1","left","0","-179","100","-150","-49","696","100","-147","-39","i","0","0","696"
"1","left","0","28","100","79","-6","764","100","60","12","i","0","0","764"
"1","right","0","-122","100","-169","-107","786","100","-154","-126","i","0","0","786"
"1","left","0","-59","100","-27","-118","759","100","-27","-115","i","0","0","759"
"1","right","0","-110","100","-151","94","711","100","-142","100","i","0","0","711"
"1","right","0","-107","100","-146","-4","760","100","-139","-13","i","0","0","760"
"1","right","0","87","100","44","-149","709","100","55","-157","i","0","0","709"
"1","right","0","171","100","123","-121","693","100","139","-132","i","0","0","693"
"1","left","0","-6","100","25","99","675","100","26","106","i","0","0","675"
"1","right","0","113","100","67","127","766","100","81","143","i","0","0","766"
"1","right","0","183","100","134","-153","739","100","151","-159","i","0","0","739"
"2","left","0","83","100","112","-28","788","100","115","-21","850","0","0","788"
"2","left","0","-144","100","-91","-111","723","100","-112","-110","850","0","0","723"
"2","right","0","134","100","83","10","790","100","102","9","850","0","0","790"
"2","right","0","86","100","48","145","705","100","54","141","850","0","0","705"
"2","right","0","-113","100","-161","-133","786","100","-145","-132","850","0","0","787"
"2","left","0","9","100","45","39","766","100","41","36","850","0","0","766"
"2","left","0","95","100","134","-121","746","100","127","-94","850","0","0","747"
"2","left","0","84","100","126","110","788","100","116","113","850","0","0","788"
"2","left","0","34","100","78","135","676","100","66","139","850","0","0","676"
