"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","65","100","95","162","995","100","97","158","i","0","0","3264"
"1","right","0","-68","100","-127","74","1259","100","-100","72","i","0","0","8318"
"1","right","0","-19","0","-79","-126","1006","100","-51","-103","i","0","0","3459"
"1","right","0","71","-25","24","148","1605","100","39","148","i","0","1","11322"
"1","right","0","62","100","21","144","1181","100","30","141","i","0","0","3159"
"1","left","0","-73","100","-25","74","1265","100","-41","63","i","0","0","5001"
"1","right","0","-69","100","-119","-12","1366","100","-101","-15","i","0","0","2990"
"1","right","0","78","100","23","70","1435","100","46","73","i","0","0","3106"
