"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","80","100","132","8","867","100","112","12","i","0","0","867"
"1","right","0","181","100","135","-91","780","100","149","-81","i","0","0","780"
"1","right","0","-91","100","-136","-94","866","100","-123","-69","i","0","0","866"
"1","left","0","54","100","93","-123","871","100","86","-120","i","0","0","871"
"1","right","0","-85","100","-120","-130","858","100","-117","-112","i","0","0","858"
"1","right","0","-89","100","-140","107","870","100","-121","116","i","0","0","870"
"1","left","0","-48","100","12","12","829","100","-16","17","i","0","0","829"
"1","right","0","93","100","31","-147","846","100","61","-147","i","0","0","846"
"1","left","0","-180","100","-131","-90","951","100","-148","-82","i","0","0","951"
"1","left","0","-30","100","17","37","903","100","2","29","i","0","0","903"
"1","left","0","-26","100","26","-112","845","100","6","-116","i","0","0","845"
"1","left","0","-155","0","-112","-17","766","100","-123","27","i","0","0","766"
"1","right","0","85","100","35","-33","850","100","53","-26","i","0","0","850"
"1","right","0","117","100","78","43","806","100","85","59","i","0","0","806"
"1","right","0","-73","100","-117","5","752","100","-105","10","i","0","0","752"
"1","left","0","-153","100","-103","121","854","100","-121","122","i","0","0","854"
"1","left","0","86","100","108","136","809","100","118","137","i","0","0","810"
"1","left","0","-105","0","-49","76","827","100","-73","103","i","0","0","827"
"1","left","0","44","100","105","148","955","100","76","145","i","0","0","955"
"1","right","0","166","100","116","-91","942","100","134","-84","i","0","0","942"
"1","right","0","71","100","14","28","901","100","39","22","i","0","0","902"
"1","right","0","180","100","124","12","885","100","148","13","i","0","0","885"
"1","right","0","5","100","-42","6","857","100","-27","19","i","0","0","858"
"1","right","0","51","100","-3","-25","802","100","19","-12","i","0","0","802"
"1","left","0","-175","100","-140","-116","824","100","-143","-122","i","0","0","824"
"1","left","0","-66","100","-13","83","816","100","-34","82","i","0","0","816"
"1","right","0","178","0","125","18","787","100","146","44","i","0","0","787"
"1","left","0","-52","100","-3","142","798","100","-20","143","i","0","0","798"
"1","left","0","-122","100","-87","-135","863","100","-90","-143","i","0","0","863"
"1","right","0","158","100","110","6","851","100","126","11","i","0","0","851"
"2","left","0","66","100","112","131","776","100","98","127","850","0","0","776"
"2","left","0","-157","100","-109","-10","772","100","-125","2","850","0","0","772"
"2","left","0","-180","-700","-128","-119","867","100","-148","-134","850","1","0","868"
"2","right","0","121","0","39","-112","694","100","89","-95","850","0","0","694"
"2","left","0","-10","100","23","129","697","100","22","154","850","0","0","697"
"2","left","0","18","100","48","-106","680","100","50","-127","850","0","0","680"
"2","left","0","-78","100","-49","-163","670","100","-46","-158","850","0","0","670"
"2","right","0","15","0","-38","-102","631","100","-17","-76","850","0","0","631"
"2","right","0","164","100","147","53","817","100","132","46","850","0","0","817"
"2","right","0","-127","100","-176","153","747","100","-159","153","850","0","0","747"
"2","left","0","-150","100","-109","-82","724","100","-118","-87","850","0","0","724"
"2","left","0","66","100","117","-132","730","100","98","-144","850","0","0","730"
"2","right","0","170","100","124","135","799","100","138","139","850","0","0","799"
"2","right","0","-82","100","-134","-42","824","100","-114","-46","850","0","0","824"
"2","left","0","-67","100","-34","-74","667","100","-35","-86","850","0","0","667"
"2","left","0","56","100","99","78","686","100","88","71","850","0","0","686"
"2","right","0","66","100","14","99","789","100","34","103","850","0","0","789"
"2","left","0","78","100","123","128","784","100","110","106","850","0","0","784"
"2","right","0","135","100","90","9","717","100","103","24","850","0","0","717"
"2","right","0","45","100","2","-11","679","100","13","-6","850","0","0","680"
"2","left","0","-191","100","-156","131","647","100","-159","118","850","0","0","647"
"2","right","0","5","100","-53","39","667","100","-27","30","850","0","0","667"
"2","right","0","-30","100","-83","112","716","100","-62","107","850","0","0","716"
"2","right","0","-104","100","-144","-15","708","100","-136","-44","850","0","0","708"
"2","right","0","-105","100","-163","52","755","100","-137","55","850","0","0","755"
"2","left","0","-109","100","-57","95","693","100","-77","95","850","0","0","693"
"2","right","0","-13","100","-50","-109","779","100","-45","-125","850","0","0","779"
"2","left","0","-130","100","-93","-51","702","100","-98","-23","850","0","0","702"
"2","right","0","182","100","149","-95","759","100","150","-112","850","0","0","759"
"2","left","0","97","100","150","-14","765","100","129","-16","850","0","0","765"
"3","right","0","157","0","93","102","617","100","125","112","850","0","0","617"
"3","left","0","99","100","132","-45","717","100","131","-53","850","0","0","717"
"3","right","0","87","100","45","-48","743","100","55","-71","850","0","0","743"
"3","left","0","-71","100","-36","66","763","100","-39","51","850","0","0","763"
"3","left","0","-137","0","-111","178","673","100","-105","145","850","0","0","673"
"3","right","0","123","100","68","-45","775","100","91","-47","850","0","0","775"
"3","right","0","7","100","-39","86","719","100","-25","74","850","0","0","719"
"3","right","0","103","100","59","83","678","100","71","54","850","0","0","678"
"3","left","0","-119","100","-91","-62","645","100","-87","-33","850","0","0","645"
"3","left","0","55","100","89","1","835","100","87","22","850","0","0","835"
"3","left","0","33","100","77","-112","690","100","65","-117","850","0","0","691"
"3","right","0","104","100","75","107","644","100","72","125","850","0","0","644"
"3","left","0","46","100","65","-135","681","100","78","-114","850","0","0","681"
"3","right","0","-66","100","-89","53","732","100","-98","52","850","0","0","732"
"3","right","0","-51","100","-75","57","633","100","-83","68","850","0","0","633"
"3","left","0","84","100","116","53","735","100","116","51","850","0","0","735"
"3","left","0","-45","100","6","-162","739","100","-13","-158","850","0","0","739"
"3","left","0","-114","100","-54","-32","660","100","-82","-20","850","0","0","660"
"3","left","0","-157","100","-124","123","701","100","-125","139","850","0","0","701"
"3","left","0","-185","100","-151","33","653","100","-153","29","850","0","0","653"
"3","right","0","-128","0","-186","134","732","100","-160","159","850","0","0","733"
"3","left","0","125","100","164","-130","751","100","157","-130","850","0","0","751"
"3","left","0","-140","100","-100","41","613","100","-108","31","850","0","0","613"
"3","right","0","71","100","49","-135","633","100","39","-128","850","0","0","633"
"3","right","0","155","100","115","106","709","100","123","131","850","0","0","709"
"3","left","0","-9","100","18","134","644","100","23","142","850","0","0","644"
"3","right","0","8","0","-29","117","613","100","-24","85","850","0","0","613"
"3","right","0","87","100","55","-125","720","100","55","-133","850","0","0","720"
"3","right","0","-38","0","-83","101","746","100","-70","139","850","0","0","746"
"3","right","0","76","100","34","31","741","100","44","20","850","0","0","741"
"4","left","0","46","100","77","-12","694","100","78","13","850","0","0","694"
"4","left","0","-90","100","-50","-31","666","100","-58","-20","850","0","0","666"
"4","right","0","4","100","-31","141","736","100","-28","135","850","0","0","736"
