"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","left","0","-183","100","-154","-152","934","100","-151","-147","i","0","0","934"
"1","right","0","-45","100","-92","66","967","100","-77","68","i","0","0","967"
"1","right","0","-35","100","-91","-142","909","100","-67","-142","i","0","0","909"
"1","left","0","86","100","120","-87","842","100","118","-73","i","0","0","842"
"1","left","0","-55","100","0","-43","932","100","-23","-39","i","0","0","932"
"1","left","0","68","100","98","147","779","100","100","153","i","0","0","779"
"1","right","0","156","100","105","-24","779","100","124","-13","i","0","0","779"
"1","left","0","-51","100","-26","-18","673","100","-19","-24","i","0","0","673"
"1","right","0","-126","100","-171","-105","833","100","-158","-86","i","0","0","833"
"1","left","0","-11","100","29","-104","773","100","21","-105","i","0","0","773"
"1","right","0","-128","100","-174","122","860","100","-160","138","i","0","0","860"
"1","left","0","47","100","73","-99","768","100","79","-83","i","0","0","768"
"1","left","0","-114","100","-74","6","776","100","-82","15","i","0","0","776"
"1","left","0","-69","100","-31","-61","740","100","-37","-64","i","0","0","740"
"1","left","0","33","100","72","-20","797","100","65","-36","i","0","0","797"
"1","right","0","192","100","144","-159","782","100","160","-151","i","0","0","782"
"1","left","0","37","100","57","-104","722","100","69","-90","i","0","0","722"
"1","right","0","100","100","42","-93","806","100","68","-101","i","0","0","806"
"1","right","0","-29","100","-68","31","729","100","-61","47","i","0","0","729"
"1","right","0","171","0","111","-77","688","100","139","-55","i","0","0","688"
"1","left","0","-74","100","-34","-67","651","100","-42","-51","i","0","0","651"
"1","left","0","-38","100","0","-20","711","100","-6","-21","i","0","0","711"
"1","right","0","88","100","41","-76","779","100","56","-71","i","0","0","779"
"1","right","0","28","100","-21","-18","754","100","-4","-6","i","0","0","754"
"1","right","0","144","100","96","-27","736","100","112","-17","i","0","0","736"
"1","right","0","139","100","94","-5","740","100","107","15","i","0","0","740"
"1","left","0","-164","100","-114","69","752","100","-132","90","i","0","0","753"
"1","right","0","88","100","34","-15","733","100","56","-8","i","0","0","733"
"1","left","0","-3","100","39","-146","743","100","29","-149","i","0","0","743"
"1","right","0","78","100","36","23","783","100","46","17","i","0","0","783"
"2","right","0","152","0","92","-47","751","100","120","-21","850","0","0","751"
"2","left","0","-145","100","-105","-98","691","100","-113","-100","850","0","0","691"
"2","left","0","-7","100","39","118","747","100","25","100","850","0","0","747"
"2","right","0","-83","100","-129","60","831","100","-115","65","850","0","0","831"
"2","left","0","-180","100","-143","-129","759","100","-148","-126","850","0","0","759"
"2","right","0","122","-700","63","60","944","100","90","66","850","1","0","945"
"2","left","0","11","100","56","36","553","100","43","49","850","0","0","553"
"2","right","0","26","100","-17","-130","612","100","-6","-123","850","0","0","612"
"2","left","0","55","100","86","141","640","100","87","150","850","0","0","640"
"2","left","0","-186","100","-154","-32","706","100","-154","-31","850","0","0","706"
"2","right","0","-44","100","-94","-61","718","100","-76","-59","850","0","0","718"
"2","right","0","-46","100","-101","76","772","100","-78","78","850","0","0","772"
"2","left","0","-25","100","12","-24","699","100","7","-21","850","0","0","699"
"2","left","0","-128","100","-83","-78","720","100","-96","-75","850","0","0","720"
"2","right","0","151","100","101","-70","706","100","119","-81","850","0","0","706"
"2","left","0","-71","100","-24","-105","713","100","-39","-90","850","0","0","713"
"2","left","0","-92","100","-55","-32","734","100","-60","-37","850","0","0","734"
"2","right","0","-11","100","-45","-138","713","100","-43","-137","850","0","0","713"
"2","left","0","115","100","140","-136","713","100","147","-120","850","0","0","713"
"2","right","0","171","100","117","-131","750","100","139","-143","850","0","0","750"
"2","right","0","143","100","102","-139","794","100","111","-120","850","0","0","795"
"2","right","0","-11","100","-68","144","766","100","-43","149","850","0","0","766"
"2","left","0","18","100","68","-69","741","100","50","-51","850","0","0","741"
"2","left","0","-13","100","20","-104","714","100","19","-97","850","0","0","714"
"2","left","0","-184","100","-149","-50","794","100","-152","-74","850","0","0","794"
"2","right","0","141","0","82","-144","787","100","109","-120","850","0","0","787"
"2","right","0","69","100","22","-40","797","100","37","-36","850","0","0","797"
"2","right","0","182","0","118","51","825","100","150","53","850","0","0","825"
"2","left","0","-5","100","38","107","810","100","27","109","850","0","0","810"
"2","right","0","1","100","-44","91","777","100","-31","100","850","0","0","777"
"3","left","0","-35","0","6","-36","740","100","-3","2","850","0","0","740"
"3","left","0","108","100","142","11","738","100","140","6","850","0","0","738"
