"block","pen_side","pen_val","pen_x","points","poke_x","poke_y","release_time","targ_val","targ_x","targ_y","time_limit","too_slow","too_soon","trial_time"
"1","right","0","137","100","86","147","1017","100","105","143","i","0","0","1017"
"1","left","0","70","100","114","143","938","100","102","147","i","0","0","938"
"1","right","0","112","100","57","-23","889","100","80","-12","i","0","0","889"
"1","right","0","-39","100","-89","35","891","100","-71","47","i","0","0","892"
"1","right","0","121","100","76","65","836","100","89","72","i","0","0","836"
"1","left","0","-190","100","-155","-125","971","100","-158","-116","i","0","0","972"
"1","right","0","90","100","43","138","843","100","58","138","i","0","0","843"
"1","left","0","-18","100","22","76","884","100","14","78","i","0","0","884"
"1","right","0","176","0","108","-56","863","100","144","-50","i","0","0","863"
"1","left","0","-164","100","-125","83","919","100","-132","94","i","0","0","919"
"1","right","0","-120","100","-174","11","914","100","-152","19","i","0","0","914"
"1","right","0","3","100","-49","106","898","100","-29","114","i","0","0","899"
"1","left","0","76","100","115","-79","829","100","108","-77","i","0","0","829"
"1","left","0","89","100","137","-71","908","100","121","-66","i","0","0","908"
"1","left","0","-88","100","-42","-70","884","100","-56","-59","i","0","0","884"
"1","right","0","-29","100","-83","118","932","100","-61","135","i","0","0","932"
"1","right","0","191","100","136","54","884","100","159","63","i","0","0","884"
"1","left","0","-186","100","-134","148","913","100","-154","160","i","0","0","913"
"1","right","0","-71","100","-121","-3","881","100","-103","13","i","0","0","881"
"1","right","0","134","100","81","95","871","100","102","80","i","0","0","871"
"1","left","0","14","100","57","-141","909","100","46","-121","i","0","0","909"
"1","left","0","-11","100","22","14","968","100","21","19","i","0","0","968"
"1","left","0","45","100","91","61","890","100","77","84","i","0","0","890"
"1","left","0","80","100","125","-164","935","100","112","-160","i","0","0","935"
"1","left","0","-192","100","-155","69","846","100","-160","76","i","0","0","846"
"1","right","0","-46","-25","-92","116","780","100","-78","118","i","0","1","780"
"1","right","0","-55","100","-100","-113","873","100","-87","-93","i","0","0","873"
"1","left","0","14","100","54","-141","902","100","46","-137","i","0","0","902"
"1","right","0","30","100","-19","-112","899","100","-2","-107","i","0","0","899"
"1","left","0","36","100","74","-145","845","100","68","-136","i","0","0","845"
"2","right","0","171","-700","128","-54","1064","100","139","-45","850","1","0","1064"
"2","right","0","-87","100","-127","138","810","100","-119","142","850","0","0","810"
"2","right","0","90","-700","46","-61","867","100","58","-59","850","1","0","867"
"2","left","0","-36","100","8","-2","755","100","-4","3","850","0","0","755"
"2","right","0","160","100","107","116","797","100","128","133","850","0","0","797"
"2","left","0","121","100","159","-39","821","100","153","-38","850","0","0","821"
"2","right","0","9","-700","-44","88","878","100","-23","85","850","1","0","878"
"2","left","0","68","100","113","150","743","100","100","159","850","0","0","743"
"2","left","0","-186","100","-144","-14","764","100","-154","-26","850","0","0","764"
"2","right","0","71","100","28","71","799","100","39","79","850","0","0","799"
"2","right","0","-9","0","-89","-4","687","100","-41","13","850","0","0","687"
"2","right","0","185","100","142","-89","776","100","153","-90","850","0","0","776"
"2","left","0","4","100","50","-2","768","100","36","14","850","0","0","768"
"2","left","0","59","100","102","-144","792","100","91","-144","850","0","0","792"
"2","right","0","9","100","-44","76","799","100","-23","83","850","0","0","799"
"2","left","0","-26","100","16","-55","800","100","6","-74","850","0","0","801"
"2","left","0","-57","100","-4","-28","814","100","-25","-9","850","0","0","814"
"2","right","0","145","100","93","44","755","100","113","62","850","0","0","755"
"2","right","0","58","100","7","101","754","100","26","115","850","0","0","754"
"2","left","0","30","100","69","144","750","100","62","117","850","0","0","750"
"2","right","0","58","100","9","99","741","100","26","111","850","0","0","741"
"2","left","0","-33","100","4","-124","693","100","-1","-139","850","0","0","693"
"2","left","0","33","100","58","99","629","100","65","128","850","0","0","629"
"2","right","0","70","100","23","44","627","100","38","16","850","0","0","627"
"2","right","0","-18","100","-48","18","675","100","-50","27","850","0","0","675"
"2","left","0","62","100","106","-23","666","100","94","-27","850","0","0","666"
"2","left","0","-133","100","-104","-27","665","100","-101","-50","850","0","0","665"
"2","left","0","-39","100","-2","-5","647","100","-7","-20","850","0","0","647"
"2","left","0","73","100","88","-122","669","100","105","-102","850","0","0","669"
"2","right","0","37","100","16","122","763","100","5","129","850","0","0","763"
"3","left","0","-69","100","-35","-123","755","100","-37","-141","850","0","0","755"
"3","right","0","-7","100","-26","-100","709","100","-39","-96","850","0","0","709"
"3","right","0","-5","100","-32","-35","704","100","-37","-36","850","0","0","704"
"3","left","0","-102","100","-80","-87","793","100","-70","-83","850","0","0","793"
"3","right","0","-114","100","-134","-92","794","100","-146","-97","850","0","0","794"
"3","right","0","-100","100","-133","88","701","100","-132","87","850","0","0","701"
"3","right","0","75","100","37","127","663","100","43","134","850","0","0","663"
"3","left","0","-12","100","16","-30","682","100","20","-36","850","0","0","682"
"3","right","0","-53","100","-96","118","702","100","-85","110","850","0","0","702"
"3","right","0","53","100","28","-92","630","100","21","-100","850","0","0","630"
"3","left","0","-83","100","-69","153","702","100","-51","140","850","0","0","702"
"3","left","0","6","100","28","-35","682","100","38","-31","850","0","0","682"
"3","right","0","20","100","-3","-96","709","100","-12","-83","850","0","0","709"
"3","right","0","71","100","26","26","664","100","39","23","850","0","0","664"
"3","right","0","85","100","49","37","700","100","53","9","850","0","0","700"
"3","right","0","80","100","37","79","654","100","48","103","850","0","0","654"
"3","right","0","145","100","114","90","710","100","113","95","850","0","0","710"
