,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,62.1472222222,121.751486326,96.6052318668,130.056111111,104.24872449,112.144770408,95.6790123457,84.2653061224,143.887222222,91.6599286564
