,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,60.2866941015,67.2289540816,77.7086801427,65.6682520809,49.8494897959,67.0529336735,78.7888888889,63.9072532699,108.728316327,61.4791914388
