,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,21.2433431953,32.4581618656,46.6448,33.8573388203,43.0486111111,43.7421875,33.9274673008,36.6694101509,37.1530612245,30.8545918367
