,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,70.7502972652,55.6551724138,83.1605555556,86.2805555556,76.1414982164,69.9713010204,68.179548157,52.3472222222,74.3198573127,60.4732461356
