,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",13.0,"[0.0, 13.0]",0.899687555502,0.34886582254,1,0.0,13.0,0.0,13.0
1,"[100.0, -100.0]",11.6619037897,"[106.0, -90.0]",0.832977843354,0.315745923319,2,6.0,10.0,6.0,10.0
2,"[100.0, 0.0]",11.7046999107,"[96.0, -11.0]",0.816625809646,0.315476414049,3,-4.0,-11.0,4.0,-11.0
3,"[-100.0, 0.0]",38.8329756779,"[-68.0, -22.0]",0.932857931359,0.398921241635,4,,,32.0,-22.0
4,"[-100.0, 100.0]",7.81024967591,"[-105.0, 106.0]",0.900687474059,0.349339942564,5,-5.0,6.0,5.0,6.0
5,"[0.0, 100.0]",18.0277563773,"[-6.0, 83.0]",0.966424609069,0.366340962122,6,-6.0,-17.0,6.0,-17.0
6,"[100.0, 0.0]",13.416407865,"[94.0, 12.0]",0.88293291023,0.315748927882,7,-6.0,12.0,6.0,12.0
7,"[100.0, -100.0]",4.24264068712,"[97.0, -97.0]",1.08429692173,0.38302920654,8,-3.0,3.0,3.0,3.0
8,"[0.0, 0.0]",17.88854382,"[-8.0, 16.0]",0.833160821348,0.332522201468,9,-8.0,16.0,8.0,16.0
9,"[100.0, 0.0]",8.54400374532,"[103.0, 8.0]",0.833410801017,0.316300565726,10,3.0,8.0,3.0,8.0
10,"[100.0, 0.0]",14.1421356237,"[90.0, -10.0]",0.932567390148,0.331976572867,11,-10.0,-10.0,10.0,-10.0
11,"[-100.0, -100.0]",10.295630141,"[-105.0, -91.0]",0.983946920256,0.382959801122,12,-5.0,9.0,5.0,9.0
12,"[-100.0, -100.0]",6.0,"[-94.0, -100.0]",0.91774527973,0.3166208521,13,6.0,0.0,6.0,0.0
13,"[0.0, -100.0]",27.2029410175,"[8.0, -74.0]",0.94949569914,0.416292723734,14,8.0,26.0,8.0,26.0
14,"[-100.0, 100.0]",2.2360679775,"[-99.0, 102.0]",0.966652655392,0.365886972519,15,1.0,2.0,1.0,2.0
15,"[100.0, -100.0]",4.24264068712,"[97.0, -103.0]",1.03303216596,0.282205986208,16,-3.0,-3.0,3.0,-3.0
16,"[0.0, 0.0]",7.0,"[-7.0, 0.0]",0.849627329037,0.316052989685,17,-7.0,0.0,7.0,0.0
17,"[0.0, -100.0]",5.83095189485,"[-3.0, -95.0]",0.899841989973,0.282743202057,18,-3.0,5.0,3.0,5.0
18,"[0.0, 100.0]",14.8660687473,"[5.0, 86.0]",0.917117926991,0.349419563427,19,5.0,-14.0,5.0,-14.0
19,"[-100.0, -100.0]",7.21110255093,"[-94.0, -104.0]",0.983271494391,0.350219678599,20,6.0,-4.0,6.0,-4.0
20,"[0.0, 0.0]",9.89949493661,"[7.0, 7.0]",0.94991423469,0.399688006146,21,7.0,7.0,7.0,7.0
21,"[-100.0, 100.0]",4.472135955,"[-104.0, 98.0]",0.833443250274,0.265879190643,22,-4.0,-2.0,4.0,-2.0
22,"[0.0, -100.0]",18.0277563773,"[15.0, -110.0]",0.899278033525,0.348943340243,23,15.0,-10.0,15.0,-10.0
23,"[100.0, 100.0]",13.4536240471,"[109.0, 110.0]",0.849770947127,0.315772964386,24,9.0,10.0,9.0,10.0
24,"[0.0, -100.0]",9.0,"[0.0, -91.0]",0.849423920154,0.3487645688,25,0.0,9.0,0.0,9.0
25,"[100.0, -100.0]",14.1421356237,"[98.0, -86.0]",0.916365884827,0.348608331406,26,-2.0,14.0,2.0,14.0
26,"[0.0, 100.0]",21.0950231097,"[2.0, 79.0]",0.88315644965,0.315751331509,27,2.0,-21.0,2.0,-21.0
27,"[100.0, 100.0]",5.0,"[97.0, 96.0]",0.982822612626,0.298637340427,28,-3.0,-4.0,3.0,-4.0
