,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,57.3091557669,79.5089179548,69.5505350773,68.5355555556,68.5665294925,59.5888888889,86.5427777778,88.4222222222,77.0044444444,75.6555555556
