,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",9.8488578018,"[-4.0, -9.0]",1.03397780401,0.333011143055,1,-4.0,-9.0,4.0,-9.0
1,"[100.0, -100.0]",19.7230829233,"[83.0, -110.0]",0.916233732889,0.315765199921,2,-17.0,-10.0,17.0,-10.0
2,"[100.0, 0.0]",9.0,"[91.0, 0.0]",0.933048219478,0.315831000044,3,-9.0,0.0,9.0,0.0
3,"[-100.0, 0.0]",11.401754251,"[-97.0, 11.0]",0.917345724971,0.299663698243,4,3.0,11.0,3.0,11.0
4,"[-100.0, 100.0]",30.083217913,"[-111.0, 128.0]",1.00002163294,0.449797056179,5,-11.0,28.0,11.0,28.0
5,"[0.0, 100.0]",19.2093727123,"[-15.0, 88.0]",0.817133932695,0.132856768119,6,-15.0,-12.0,15.0,-12.0
6,"[100.0, 0.0]",14.8660687473,"[90.0, 11.0]",1.00043536248,0.316168113,7,-10.0,11.0,10.0,11.0
7,"[100.0, -100.0]",19.3132079158,"[93.0, -82.0]",0.916993889608,0.366312617902,8,-7.0,18.0,7.0,18.0
8,"[0.0, 0.0]",14.1421356237,"[-14.0, -2.0]",0.934124156716,0.316791561723,9,-14.0,-2.0,14.0,-2.0
9,"[100.0, 0.0]",11.401754251,"[97.0, 11.0]",0.91663454278,0.316036512755,10,-3.0,11.0,3.0,11.0
10,"[100.0, 0.0]",3.0,"[100.0, 3.0]",0.966859870648,0.316665970604,11,0.0,3.0,0.0,3.0
11,"[-100.0, -100.0]",11.0,"[-100.0, -89.0]",0.950039074465,0.332814043155,12,0.0,11.0,0.0,11.0
12,"[-100.0, -100.0]",2.82842712475,"[-98.0, -102.0]",0.899920108437,0.282399727672,13,2.0,-2.0,2.0,-2.0
13,"[0.0, -100.0]",13.6014705087,"[-8.0, -89.0]",0.783872719097,0.199344642722,14,-8.0,11.0,8.0,11.0
14,"[-100.0, 100.0]",12.0830459736,"[-89.0, 105.0]",0.900407750451,0.24934162313,15,11.0,5.0,11.0,5.0
15,"[100.0, -100.0]",8.48528137424,"[94.0, -94.0]",0.849566184857,0.232576711976,16,-6.0,6.0,6.0,6.0
16,"[0.0, 0.0]",28.1602556807,"[-3.0, 28.0]",0.883285295247,0.31634057546,17,-3.0,28.0,3.0,28.0
17,"[0.0, -100.0]",4.12310562562,"[1.0, -96.0]",0.883718854981,0.299612019619,18,1.0,4.0,1.0,4.0
18,"[0.0, 100.0]",4.472135955,"[-2.0, 104.0]",0.900378305669,0.216090324655,19,-2.0,4.0,2.0,4.0
19,"[-100.0, -100.0]",10.0,"[-90.0, -100.0]",0.916641753749,0.299073600298,20,10.0,0.0,10.0,0.0
20,"[0.0, 0.0]",4.472135955,"[4.0, -2.0]",0.850920045021,0.266353209678,21,4.0,-2.0,4.0,-2.0
21,"[-100.0, 100.0]",14.3178210633,"[-94.0, 113.0]",0.733312080993,0.1825725206,22,6.0,13.0,6.0,13.0
22,"[0.0, -100.0]",8.60232526704,"[-7.0, -95.0]",0.916455470287,0.182010966091,23,-7.0,5.0,7.0,5.0
23,"[100.0, 100.0]",4.12310562562,"[99.0, 104.0]",0.850063141086,0.182080672181,24,-1.0,4.0,1.0,4.0
24,"[0.0, -100.0]",12.2065556157,"[-7.0, -90.0]",0.866472911846,0.232648521254,25,-7.0,10.0,7.0,10.0
25,"[100.0, -100.0]",13.6014705087,"[96.0, -87.0]",0.816250888951,0.132230314863,26,-4.0,13.0,4.0,13.0
26,"[0.0, 100.0]",13.9283882772,"[13.0, 95.0]",0.983332136529,0.282867839996,27,13.0,-5.0,13.0,-5.0
27,"[100.0, 100.0]",6.0,"[94.0, 100.0]",0.983854030696,0.316075271752,28,-6.0,0.0,6.0,0.0
28,"[-100.0, -100.0]",3.60555127546,"[-102.0, -103.0]",0.982402521913,0.28172910717,29,-2.0,-3.0,2.0,-3.0
29,"[0.0, 100.0]",4.24264068712,"[-3.0, 103.0]",0.950343437609,0.28291260812,30,-3.0,3.0,3.0,3.0
30,"[-100.0, 100.0]",7.07106781187,"[-101.0, 107.0]",0.933736867388,0.31607406991,31,-1.0,7.0,1.0,7.0
31,"[-100.0, 0.0]",10.0,"[-94.0, 8.0]",0.883777444134,0.282974802743,32,6.0,8.0,6.0,8.0
32,"[0.0, 0.0]",11.401754251,"[-9.0, -7.0]",0.716759893548,0.115952144377,33,-9.0,-7.0,9.0,-7.0
33,"[100.0, 0.0]",19.0,"[100.0, 19.0]",0.884277404926,0.249825960171,34,0.0,19.0,0.0,19.0
34,"[0.0, -100.0]",8.0622577483,"[-4.0, -93.0]",0.816783599614,0.132622411533,35,-4.0,7.0,4.0,7.0
35,"[-100.0, 100.0]",7.0,"[-93.0, 100.0]",0.983642809268,0.316512737423,36,7.0,0.0,7.0,0.0
36,"[100.0, 100.0]",5.0,"[105.0, 100.0]",0.950348244922,0.316497113672,37,5.0,0.0,5.0,0.0
37,"[0.0, 100.0]",7.81024967591,"[-5.0, 106.0]",0.866814231209,0.199039979139,38,-5.0,6.0,5.0,6.0
38,"[-100.0, 0.0]",12.2065556157,"[-93.0, 10.0]",0.850183924893,0.249060695671,39,7.0,10.0,7.0,10.0
39,"[100.0, -100.0]",12.0415945788,"[92.0, -91.0]",1.00037647289,0.282702288096,40,-8.0,9.0,8.0,9.0
40,"[100.0, 0.0]",10.4403065089,"[90.0, 3.0]",0.817540150834,0.232693289377,41,-10.0,3.0,10.0,3.0
41,"[100.0, 100.0]",16.1245154966,"[102.0, 116.0]",0.833203585877,0.249269212945,42,2.0,16.0,2.0,16.0
42,"[100.0, 100.0]",15.2315462117,"[86.0, 94.0]",0.833242044406,0.149132835446,43,-14.0,-6.0,14.0,-6.0
43,"[-100.0, 100.0]",8.94427191,"[-104.0, 92.0]",0.91666939584,0.282711902721,44,-4.0,-8.0,4.0,-8.0
44,"[0.0, 0.0]",17.0293863659,"[-17.0, -1.0]",0.833815617225,0.149156872008,45,-17.0,-1.0,17.0,-1.0
45,"[0.0, 0.0]",10.0,"[8.0, 6.0]",0.883437627024,0.299018917081,46,8.0,6.0,8.0,6.0
46,"[100.0, -100.0]",2.2360679775,"[98.0, -99.0]",0.75041620835,0.182864264556,47,-2.0,1.0,2.0,1.0
47,"[0.0, 0.0]",7.0,"[0.0, 7.0]",0.733216235152,0.165989386063,48,0.0,7.0,0.0,7.0
48,"[100.0, 100.0]",4.12310562562,"[99.0, 104.0]",0.917213523819,0.316393155459,49,-1.0,4.0,1.0,4.0
