,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,141.284444444,87.2110969388,110.373113855,61.914951989,81.9694444444,92.9726516052,103.551724138,110.964328181,99.799744898,105.782777778
