,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,85.0624,54.9648760331,54.7674858223,98.0249702735,69.6200378072,78.8832,84.1493055556,63.6863905325,69.7641723356,76.7707100592
