,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",19.9248588452,"[6.0, 19.0]",0.883855010557,0.466424158367,1,,,6.0,19.0
1,"[100.0, -100.0]",4.472135955,"[96.0, -102.0]",1.05089429312,0.417092838848,2,-4.0,-2.0,4.0,-2.0
2,"[100.0, 0.0]",3.60555127546,"[102.0, -3.0]",0.916776909085,0.549947705586,3,2.0,-3.0,2.0,-3.0
3,"[-100.0, 0.0]",5.0,"[-104.0, 3.0]",0.867098262126,0.350133447675,4,-4.0,3.0,4.0,3.0
4,"[-100.0, 100.0]",3.0,"[-97.0, 100.0]",0.834377969848,0.366031492013,5,3.0,0.0,3.0,0.0
5,"[0.0, 100.0]",1.41421356237,"[1.0, 99.0]",0.850522688823,0.299606913002,6,1.0,-1.0,1.0,-1.0
6,"[100.0, 0.0]",11.401754251,"[91.0, -7.0]",0.71719730756,0.199145742692,7,-9.0,-7.0,9.0,-7.0
7,"[100.0, -100.0]",17.7200451467,"[105.0, -83.0]",0.866444168729,0.282323765103,8,,,5.0,17.0
8,"[0.0, 0.0]",15.0,"[15.0, 0.0]",2.86848306522,0.266075989581,9,15.0,0.0,15.0,0.0
9,"[100.0, 0.0]",1.0,"[99.0, 0.0]",0.834195592848,0.150060797343,10,-1.0,0.0,1.0,0.0
10,"[100.0, 0.0]",12.3693168769,"[97.0, 12.0]",0.784254347091,0.265641229344,11,-3.0,12.0,3.0,12.0
11,"[-100.0, -100.0]",17.691806013,"[-87.0, -88.0]",0.967417617096,0.165967254434,12,13.0,12.0,13.0,12.0
12,"[-100.0, -100.0]",12.8062484749,"[-90.0, -108.0]",0.750099075434,0.249820101773,13,10.0,-8.0,10.0,-8.0
13,"[0.0, -100.0]",2.82842712475,"[2.0, -102.0]",0.833652968751,0.182746236678,14,2.0,-2.0,2.0,-2.0
14,"[-100.0, 100.0]",4.12310562562,"[-96.0, 101.0]",1.21693155396,0.633418672951,15,4.0,1.0,4.0,1.0
15,"[100.0, -100.0]",7.81024967591,"[106.0, -95.0]",0.767485279881,0.299730100087,16,6.0,5.0,6.0,5.0
16,"[0.0, 0.0]",5.0,"[5.0, 0.0]",0.934066967515,0.366838818125,17,5.0,0.0,5.0,0.0
17,"[0.0, -100.0]",4.472135955,"[-2.0, -96.0]",0.934342185501,0.233489400358,18,-2.0,4.0,2.0,4.0
18,"[0.0, 100.0]",4.24264068712,"[3.0, 103.0]",0.900289069046,0.182543428731,19,3.0,3.0,3.0,3.0
19,"[-100.0, -100.0]",7.61577310586,"[-97.0, -93.0]",0.916678359441,0.249721552129,20,3.0,7.0,3.0,7.0
