,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,82.7936390533,164.811983471,156.175295858,183.241426612,151.308159722,208.400147929,163.1904,204.117969822,158.1392,149.02268431
