,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",17.0,"[17.0, 0.0]",0.699828830024,0.633455028117,1,17.0,0.0,17.0,0.0
1,"[100.0, -100.0]",12.2065556157,"[110.0, -93.0]",2.81879270048,0.700259383942,2,10.0,7.0,10.0,7.0
2,"[100.0, 0.0]",17.0880074906,"[116.0, 6.0]",0.750361073355,0.349750065419,3,16.0,6.0,16.0,6.0
3,"[-100.0, 0.0]",15.1327459504,"[-115.0, -2.0]",0.700644869357,0.384406798636,4,-15.0,-2.0,15.0,-2.0
4,"[-100.0, 100.0]",8.0622577483,"[-104.0, 93.0]",0.750027867325,0.36698694306,5,-4.0,-7.0,4.0,-7.0
5,"[0.0, 100.0]",3.0,"[-3.0, 100.0]",2.08485546999,0.36657051061,6,-3.0,0.0,3.0,0.0
6,"[100.0, 0.0]",15.1327459504,"[98.0, 15.0]",0.784266665811,0.516536964686,7,-2.0,15.0,2.0,15.0
7,"[100.0, -100.0]",18.0277563773,"[101.0, -82.0]",0.751528646564,0.350432401698,8,1.0,18.0,1.0,18.0
8,"[0.0, 0.0]",12.2065556157,"[7.0, -10.0]",0.734417059226,0.40015311254,9,7.0,-10.0,7.0,-10.0
9,"[100.0, 0.0]",12.3693168769,"[88.0, 3.0]",0.650336165563,0.433389588783,10,-12.0,3.0,12.0,3.0
10,"[100.0, 0.0]",2.82842712475,"[98.0, 2.0]",0.684781377495,0.367203271599,11,-2.0,2.0,2.0,2.0
11,"[-100.0, -100.0]",15.8113883008,"[-85.0, -105.0]",0.782820269174,0.399891715555,12,15.0,-5.0,15.0,-5.0
12,"[-100.0, -100.0]",7.28010988928,"[-107.0, -98.0]",0.816687703598,0.366994153999,13,-7.0,2.0,7.0,2.0
13,"[0.0, -100.0]",13.9283882772,"[-5.0, -113.0]",0.816948199237,0.499718622654,14,-5.0,-13.0,5.0,-13.0
14,"[-100.0, 100.0]",28.1780056072,"[-75.0, 87.0]",0.78401728702,0.366987243528,15,,,25.0,-13.0
15,"[100.0, -100.0]",18.973665961,"[82.0, -94.0]",0.749940134119,0.416650867672,16,-18.0,6.0,18.0,6.0
16,"[0.0, 0.0]",11.7046999107,"[11.0, 4.0]",0.86715414701,0.400187064137,17,11.0,4.0,11.0,4.0
17,"[0.0, -100.0]",16.2788205961,"[-12.0, -111.0]",0.650226499012,0.300153443066,18,-12.0,-11.0,12.0,-11.0
18,"[0.0, 100.0]",12.5299640861,"[-11.0, 106.0]",0.800054142193,0.366856244567,19,-11.0,6.0,11.0,6.0
19,"[-100.0, -100.0]",7.81024967591,"[-94.0, -95.0]",0.916727033327,0.416057466471,20,6.0,5.0,6.0,5.0
20,"[0.0, 0.0]",15.8113883008,"[9.0, 13.0]",0.883393209253,0.299610818911,21,9.0,13.0,9.0,13.0
21,"[-100.0, 100.0]",10.0498756211,"[-90.0, 99.0]",0.817051556194,0.2658596611,22,10.0,-1.0,10.0,-1.0
22,"[0.0, -100.0]",8.60232526704,"[-7.0, -95.0]",0.816643836966,0.332812141802,23,-7.0,5.0,7.0,5.0
23,"[100.0, 100.0]",18.8679622641,"[110.0, 84.0]",0.783468954323,0.283152423624,24,10.0,-16.0,10.0,-16.0
24,"[0.0, -100.0]",6.32455532034,"[-6.0, -98.0]",1.03407024249,0.416128975106,25,-6.0,2.0,6.0,2.0
25,"[100.0, -100.0]",12.1655250606,"[112.0, -102.0]",0.73463458952,0.366773919552,26,12.0,-2.0,12.0,-2.0
