,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,49.1427777778,48.3816884661,61.8168846611,47.9167657551,60.4361111111,40.7944444444,49.8965517241,54.8155555556,53.2833333333,46.7130102041
