,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,74.0924556213,50.2233727811,107.897920605,97.7326388889,76.7808,101.99704142,79.3143491124,83.8935950413,72.4112,91.632
