,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",16.2788205961,"[12.0, -11.0]",0.900210348831,0.349417612277,1,12.0,-11.0,12.0,-11.0
1,"[100.0, -100.0]",20.6155281281,"[80.0, -105.0]",0.866340612469,0.265991363107,2,,,20.0,-5.0
2,"[100.0, 0.0]",4.0,"[96.0, 0.0]",0.899498269529,0.248496746528,3,-4.0,0.0,4.0,0.0
3,"[-100.0, 0.0]",10.0498756211,"[-99.0, -10.0]",0.950307380903,0.266599184382,4,1.0,-10.0,1.0,-10.0
4,"[-100.0, 100.0]",7.28010988928,"[-107.0, 102.0]",0.883416093784,0.282919020363,5,-7.0,2.0,7.0,2.0
5,"[0.0, 100.0]",18.8679622641,"[-10.0, 84.0]",0.883395362354,0.266808301341,6,-10.0,-16.0,10.0,-16.0
6,"[100.0, 0.0]",11.1803398875,"[105.0, 10.0]",0.899663219549,0.232419378051,7,5.0,10.0,5.0,10.0
7,"[100.0, -100.0]",9.89949493661,"[93.0, -93.0]",0.916835747936,0.232753183998,8,-7.0,7.0,7.0,7.0
8,"[0.0, 0.0]",15.6204993518,"[-10.0, -12.0]",0.917006106145,0.267434750844,9,-10.0,-12.0,10.0,-12.0
9,"[100.0, 0.0]",8.24621125124,"[92.0, -2.0]",0.866060888482,0.265792762089,10,-8.0,-2.0,8.0,-2.0
10,"[100.0, 0.0]",8.60232526704,"[93.0, -5.0]",0.949853092345,0.249562461831,11,-7.0,-5.0,7.0,-5.0
11,"[-100.0, -100.0]",11.401754251,"[-107.0, -91.0]",0.917005204785,0.249301366071,12,-7.0,9.0,7.0,9.0
12,"[-100.0, -100.0]",7.81024967591,"[-105.0, -94.0]",0.94983867048,0.216015414568,13,-5.0,6.0,5.0,6.0
13,"[0.0, -100.0]",6.7082039325,"[6.0, -103.0]",0.984230898772,0.266544201048,14,6.0,-3.0,6.0,-3.0
14,"[-100.0, 100.0]",9.21954445729,"[-107.0, 94.0]",0.899855210533,0.248956443276,15,-7.0,-6.0,7.0,-6.0
15,"[100.0, -100.0]",12.0415945788,"[88.0, -99.0]",1.10028239802,0.299784182891,16,-12.0,1.0,12.0,1.0
16,"[0.0, 0.0]",8.94427191,"[-4.0, 8.0]",1.04945796344,0.148869942175,17,-4.0,8.0,4.0,8.0
17,"[0.0, -100.0]",7.07106781187,"[-7.0, -101.0]",0.900019559645,0.2992701037,18,-7.0,-1.0,7.0,-1.0
18,"[0.0, 100.0]",10.0,"[6.0, 92.0]",0.832810691165,0.249114182356,19,6.0,-8.0,6.0,-8.0
19,"[-100.0, -100.0]",11.6619037897,"[-90.0, -94.0]",0.849883167917,0.282851718352,20,10.0,6.0,10.0,6.0
20,"[0.0, 0.0]",13.152946438,"[2.0, 13.0]",0.816341528858,0.265870279589,21,2.0,13.0,2.0,13.0
21,"[-100.0, 100.0]",7.07106781187,"[-99.0, 93.0]",0.849719419712,0.182432012196,22,1.0,-7.0,1.0,-7.0
22,"[0.0, -100.0]",16.1245154966,"[-8.0, -114.0]",0.866907872274,0.215949614838,23,-8.0,-14.0,8.0,-14.0
23,"[100.0, 100.0]",4.472135955,"[96.0, 98.0]",0.982758066413,0.248940218691,24,-4.0,-2.0,4.0,-2.0
24,"[0.0, -100.0]",7.0,"[0.0, -93.0]",0.983342752617,0.165546418706,25,0.0,7.0,0.0,7.0
25,"[100.0, -100.0]",7.81024967591,"[94.0, -95.0]",0.884341496407,0.249724407287,26,-6.0,5.0,6.0,5.0
26,"[0.0, 100.0]",9.21954445729,"[7.0, 106.0]",0.949688142326,0.2326420155,27,7.0,6.0,7.0,6.0
