,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,43.1819262782,62.7472222222,45.953626635,53.6090561224,56.4987244898,52.6326530612,59.8525564804,41.8596908442,41.8762755102,46.8168846611
