,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,149.675295858,62.4694444444,97.9774078478,81.8525564804,70.0452806122,99.3400713436,94.0077777778,66.0237812128,98.5444444444,82.6422222222
