,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,91.8340192044,64.6805555556,96.4075255102,87.6858710562,91.5308641975,109.737997257,53.4926035503,45.8573127229,56.6524234694,80.4336734694
