,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,50.2361111111,68.1022222222,62.6371173469,43.8522222222,36.0737217598,46.0961111111,38.966706302,55.9722222222,41.3138888889,48.2555555556
