,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,44.299744898,57.7621173469,41.9227777778,34.9135802469,69.3029336735,36.4691358025,40.0588888889,35.7677777778,63.243622449,59.7824019025
