,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",2.82842712475,"[2.0, 2.0]",0.867708585924,0.366592844715,1,2.0,2.0,2.0,2.0
1,"[100.0, -100.0]",1.0,"[100.0, -99.0]",0.934207478305,0.400491424836,2,0.0,1.0,0.0,1.0
2,"[100.0, 0.0]",2.2360679775,"[99.0, 2.0]",0.917641869746,0.35000980983,3,-1.0,2.0,1.0,2.0
3,"[-100.0, 0.0]",25.0,"[-115.0, -20.0]",0.934556307038,0.383225154364,4,-15.0,-20.0,15.0,-20.0
4,"[-100.0, 100.0]",8.0622577483,"[-107.0, 96.0]",0.884301836253,0.349860483548,5,-7.0,-4.0,7.0,-4.0
5,"[0.0, 100.0]",9.21954445729,"[-2.0, 109.0]",0.900742154918,0.317551312502,6,-2.0,9.0,2.0,9.0
6,"[100.0, 0.0]",9.43398113206,"[105.0, -8.0]",0.966866679839,0.34931966383,7,5.0,-8.0,5.0,-8.0
7,"[100.0, -100.0]",13.6014705087,"[87.0, -104.0]",0.867065911763,0.350251376047,8,-13.0,-4.0,13.0,-4.0
8,"[0.0, 0.0]",5.38516480713,"[-5.0, -2.0]",0.900878261193,0.299980079755,9,-5.0,-2.0,5.0,-2.0
9,"[100.0, 0.0]",7.21110255093,"[94.0, -4.0]",0.951267035445,0.316483193543,10,-6.0,-4.0,6.0,-4.0
10,"[100.0, 0.0]",4.24264068712,"[97.0, 3.0]",1.01778605836,0.299996905378,11,-3.0,3.0,3.0,3.0
11,"[-100.0, -100.0]",25.0199920064,"[-101.0, -75.0]",0.783883632394,0.283491387963,12,-1.0,25.0,1.0,25.0
12,"[-100.0, -100.0]",4.0,"[-104.0, -100.0]",0.800508130109,0.28340786125,13,-4.0,0.0,4.0,0.0
13,"[0.0, -100.0]",8.0,"[0.0, -92.0]",0.817592925625,0.267075406271,14,0.0,8.0,0.0,8.0
14,"[-100.0, 100.0]",19.6977156036,"[-118.0, 92.0]",2.9520722559,0.283165093279,15,-18.0,-8.0,18.0,-8.0
15,"[100.0, -100.0]",12.0,"[88.0, -100.0]",0.734074436594,0.266564932419,16,-12.0,0.0,12.0,0.0
16,"[0.0, 0.0]",15.8113883008,"[-15.0, 5.0]",0.76690219366,0.266414103797,17,-15.0,5.0,15.0,5.0
17,"[0.0, -100.0]",23.769728648,"[9.0, -78.0]",0.883874288294,0.300017035799,18,9.0,22.0,9.0,22.0
18,"[0.0, 100.0]",2.2360679775,"[-2.0, 101.0]",0.917619335582,0.299901360529,19,-2.0,1.0,2.0,1.0
19,"[-100.0, -100.0]",15.1327459504,"[-115.0, -102.0]",1.03442227375,0.300573479151,20,-15.0,-2.0,15.0,-2.0
20,"[0.0, 0.0]",12.0830459736,"[-5.0, 11.0]",0.967514161253,0.33341866266,21,-5.0,11.0,5.0,11.0
21,"[-100.0, 100.0]",7.21110255093,"[-104.0, 106.0]",0.916793684126,0.332679842832,22,-4.0,6.0,4.0,6.0
22,"[0.0, -100.0]",12.2065556157,"[-7.0, -90.0]",1.06722329033,0.366411670111,23,-7.0,10.0,7.0,10.0
23,"[100.0, 100.0]",12.6491106407,"[96.0, 88.0]",0.883776940638,0.282771496684,24,-4.0,-12.0,4.0,-12.0
24,"[0.0, -100.0]",9.48683298051,"[3.0, -91.0]",0.800218190765,0.283228789922,25,3.0,9.0,3.0,9.0
25,"[100.0, -100.0]",9.8488578018,"[96.0, -109.0]",1.01772025868,0.350160638453,26,-4.0,-9.0,4.0,-9.0
26,"[0.0, 100.0]",8.94427191,"[-4.0, 108.0]",0.884233032004,0.300265512429,27,-4.0,8.0,4.0,8.0
27,"[100.0, 100.0]",21.2602916255,"[84.0, 114.0]",0.817199929967,0.333572495845,28,-16.0,14.0,16.0,14.0
28,"[-100.0, -100.0]",2.2360679775,"[-101.0, -98.0]",0.749897920294,0.265774734784,29,-1.0,2.0,1.0,2.0
29,"[0.0, 100.0]",3.0,"[-3.0, 100.0]",0.949921596213,0.316170419566,30,-3.0,0.0,3.0,0.0
30,"[-100.0, 100.0]",8.60232526704,"[-107.0, 105.0]",0.884891029331,0.33411722153,31,-7.0,5.0,7.0,5.0
31,"[-100.0, 0.0]",11.313708499,"[-108.0, -8.0]",0.832804381615,0.298791177804,32,-8.0,-8.0,8.0,-8.0
32,"[0.0, 0.0]",11.6619037897,"[-6.0, 10.0]",0.866787089151,0.299710871768,33,-6.0,10.0,6.0,10.0
33,"[100.0, 0.0]",19.2093727123,"[88.0, -15.0]",0.950442585861,0.350463497569,34,-12.0,-15.0,12.0,-15.0
34,"[0.0, -100.0]",11.401754251,"[-3.0, -89.0]",0.901018273435,0.316981949611,35,-3.0,11.0,3.0,11.0
35,"[-100.0, 100.0]",2.2360679775,"[-98.0, 101.0]",0.967783669708,0.283189129783,36,2.0,1.0,2.0,1.0
36,"[100.0, 100.0]",10.0,"[92.0, 106.0]",0.950160458102,0.333038586541,37,-8.0,6.0,8.0,6.0
37,"[0.0, 100.0]",8.0622577483,"[7.0, 96.0]",1.00089565746,0.367264963454,38,7.0,-4.0,7.0,-4.0
38,"[-100.0, 0.0]",17.4642491966,"[-107.0, 16.0]",0.984478774481,0.366999360966,39,-7.0,16.0,7.0,16.0
39,"[100.0, -100.0]",6.0827625303,"[94.0, -99.0]",0.867478737491,0.283495594282,40,-6.0,1.0,6.0,1.0
40,"[100.0, 0.0]",23.0867927612,"[93.0, -22.0]",0.567225543666,0.149920334225,41,-7.0,-22.0,7.0,-22.0
41,"[100.0, 100.0]",6.0827625303,"[106.0, 101.0]",0.817604943761,0.283144962741,42,6.0,1.0,6.0,1.0
42,"[100.0, 100.0]",6.0827625303,"[101.0, 94.0]",0.916760934517,0.349693730823,43,1.0,-6.0,1.0,-6.0
43,"[-100.0, 100.0]",1.0,"[-100.0, 99.0]",0.933589741937,0.299576568184,44,0.0,-1.0,0.0,-1.0
44,"[0.0, 0.0]",5.83095189485,"[-3.0, 5.0]",0.984180121799,0.350394092267,45,-3.0,5.0,3.0,5.0
45,"[0.0, 0.0]",6.32455532034,"[-6.0, -2.0]",0.80052916205,0.266601287643,46,-6.0,-2.0,6.0,-2.0
46,"[100.0, -100.0]",16.2788205961,"[97.0, -116.0]",0.833945511258,0.300226453342,47,-3.0,-16.0,3.0,-16.0
47,"[0.0, 0.0]",10.0,"[0.0, 10.0]",0.900070336647,0.349818419782,48,0.0,10.0,0.0,10.0
48,"[100.0, 100.0]",15.1327459504,"[85.0, 98.0]",0.834307559999,0.267558538471,49,-15.0,-2.0,15.0,-2.0
49,"[100.0, 100.0]",8.0,"[100.0, 92.0]",0.899907790241,0.332803930854,50,0.0,-8.0,0.0,-8.0
50,"[-100.0, 100.0]",0.0,"[-100.0, 100.0]",0.866302454611,0.198581189499,51,0.0,0.0,0.0,0.0
51,"[-100.0, 100.0]",3.60555127546,"[-103.0, 102.0]",1.00034973014,0.332601423957,52,-3.0,2.0,3.0,2.0
52,"[-100.0, 0.0]",6.40312423743,"[-105.0, 4.0]",0.916939705494,0.33256837388,53,-5.0,4.0,5.0,4.0
53,"[100.0, 0.0]",7.21110255093,"[96.0, -6.0]",0.917055080412,0.332914798986,54,-4.0,-6.0,4.0,-6.0
54,"[100.0, -100.0]",6.0,"[100.0, -94.0]",0.950250895228,0.366284277057,55,0.0,6.0,0.0,6.0
55,"[0.0, 100.0]",11.1803398875,"[11.0, 98.0]",0.900159271318,0.299660395249,56,11.0,-2.0,11.0,-2.0
56,"[100.0, -100.0]",8.24621125124,"[98.0, -108.0]",0.833402287913,0.165604406619,57,-2.0,-8.0,2.0,-8.0
57,"[-100.0, -100.0]",5.83095189485,"[-105.0, -103.0]",0.916676807101,0.28242176678,58,-5.0,-3.0,5.0,-3.0
58,"[0.0, 100.0]",7.28010988928,"[2.0, 93.0]",0.916640151409,0.266220911057,59,2.0,-7.0,2.0,-7.0
59,"[-100.0, 100.0]",14.1421356237,"[-102.0, 114.0]",0.966530770762,0.332340027788,60,-2.0,14.0,2.0,14.0
