,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,124.547831633,180.503333333,79.5452806122,126.978596908,146.429444444,137.823341837,104.188137755,142.527222222,119.378121284,120.548156956
