,aimDotPos,pokeDist,pokePos,pokeTime,releaseTime,trial,standardPokePosX,standardPokePosY,absolutePokePosX,absolutePokePosY
0,"[0.0, 0.0]",12.1655250606,"[-12.0, -2.0]",0.866940222098,0.349440295016,1,-12.0,-2.0,12.0,-2.0
1,"[100.0, -100.0]",37.8549864615,"[92.0, -137.0]",0.89998951403,0.432904351852,2,-8.0,-37.0,8.0,-37.0
2,"[100.0, 0.0]",19.2093727123,"[85.0, -12.0]",0.832822808065,0.349174090661,3,-15.0,-12.0,15.0,-12.0
3,"[-100.0, 0.0]",3.0,"[-100.0, -3.0]",0.866336305044,0.382462846348,4,0.0,-3.0,0.0,-3.0
4,"[-100.0, 100.0]",24.2074368738,"[-119.0, 85.0]",0.915992417606,0.348954757559,5,-19.0,-15.0,19.0,-15.0
5,"[0.0, 100.0]",21.4709105536,"[-19.0, 90.0]",0.84957745322,0.366222882643,6,-19.0,-10.0,19.0,-10.0
6,"[100.0, 0.0]",9.21954445729,"[106.0, 7.0]",0.900516213966,0.416579659563,7,6.0,7.0,6.0,7.0
7,"[100.0, -100.0]",8.48528137424,"[94.0, -94.0]",0.9497706166,0.499468042166,8,-6.0,6.0,6.0,6.0
8,"[0.0, 0.0]",11.7046999107,"[4.0, 11.0]",0.800157198682,0.366027285578,9,4.0,11.0,4.0,11.0
9,"[100.0, 0.0]",28.4429253067,"[95.0, -28.0]",0.849546806654,0.3493288256,10,-5.0,-28.0,5.0,-28.0
10,"[100.0, 0.0]",25.0,"[93.0, 24.0]",0.849463880761,0.331656887312,11,-7.0,24.0,7.0,24.0
11,"[-100.0, -100.0]",11.401754251,"[-97.0, -111.0]",0.866956446785,0.399875791394,12,3.0,-11.0,3.0,-11.0
12,"[-100.0, -100.0]",13.3416640641,"[-97.0, -87.0]",0.866636160295,0.315765453037,13,3.0,13.0,3.0,13.0
13,"[0.0, -100.0]",27.4590604355,"[5.0, -127.0]",0.849596382002,0.332098257612,14,5.0,-27.0,5.0,-27.0
14,"[-100.0, 100.0]",28.8444102037,"[-116.0, 124.0]",0.832798170508,0.3321838876,15,-16.0,24.0,16.0,24.0
15,"[100.0, -100.0]",5.65685424949,"[104.0, -104.0]",0.799704411067,0.315664499649,16,4.0,-4.0,4.0,-4.0
16,"[0.0, 0.0]",21.400934559,"[17.0, -13.0]",0.766652715509,0.28216482373,17,17.0,-13.0,17.0,-13.0
17,"[0.0, -100.0]",13.6014705087,"[4.0, -113.0]",0.849624624941,0.365894183517,18,4.0,-13.0,4.0,-13.0
18,"[0.0, 100.0]",27.1661554144,"[27.0, 97.0]",0.917005856871,0.349734441726,19,27.0,-3.0,27.0,-3.0
19,"[-100.0, -100.0]",20.0,"[-88.0, -116.0]",0.916990833939,0.399990866077,20,12.0,-16.0,12.0,-16.0
20,"[0.0, 0.0]",23.3452350599,"[4.0, -23.0]",0.783425388159,0.282519362168,21,4.0,-23.0,4.0,-23.0
21,"[-100.0, 100.0]",6.7082039325,"[-103.0, 106.0]",0.883164562052,0.316094452632,22,-3.0,6.0,3.0,6.0
22,"[0.0, -100.0]",7.07106781187,"[-1.0, -107.0]",0.833844359382,0.384247556678,23,-1.0,-7.0,1.0,-7.0
23,"[100.0, 100.0]",16.1245154966,"[84.0, 98.0]",0.950013084803,0.466505581979,24,-16.0,-2.0,16.0,-2.0
24,"[0.0, -100.0]",10.0498756211,"[1.0, -110.0]",0.832732370589,0.399496014579,25,1.0,-10.0,1.0,-10.0
25,"[100.0, -100.0]",15.5563491861,"[111.0, -111.0]",0.900014151586,0.349419563543,26,11.0,-11.0,11.0,-11.0
26,"[0.0, 100.0]",15.6524758425,"[7.0, 86.0]",0.88359181094,0.332610836136,27,7.0,-14.0,7.0,-14.0
27,"[100.0, 100.0]",7.28010988928,"[102.0, 107.0]",0.967243051971,0.366529648541,28,2.0,7.0,2.0,7.0
28,"[-100.0, -100.0]",16.0,"[-100.0, -116.0]",0.932844711351,0.3489259138,29,0.0,-16.0,0.0,-16.0
29,"[0.0, 100.0]",26.1725046566,"[-3.0, 126.0]",0.966118744574,0.365728932549,30,-3.0,26.0,3.0,26.0
30,"[-100.0, 100.0]",13.9283882772,"[-95.0, 87.0]",1.03329236119,0.449758147704,31,5.0,-13.0,5.0,-13.0
31,"[-100.0, 0.0]",14.3178210633,"[-114.0, -3.0]",0.917179520475,0.416220614221,32,-14.0,-3.0,14.0,-3.0
32,"[0.0, 0.0]",20.0,"[-16.0, -12.0]",0.849837347982,0.383439028868,33,-16.0,-12.0,16.0,-12.0
33,"[100.0, 0.0]",9.8488578018,"[91.0, -4.0]",0.850266700028,0.332506577717,34,-9.0,-4.0,9.0,-4.0
34,"[0.0, -100.0]",8.60232526704,"[7.0, -105.0]",0.799575515324,0.249013677007,35,7.0,-5.0,7.0,-5.0
35,"[-100.0, 100.0]",2.2360679775,"[-98.0, 99.0]",0.883791313856,0.399926568498,36,2.0,-1.0,2.0,-1.0
36,"[100.0, 100.0]",21.9544984001,"[81.0, 89.0]",0.966952210409,0.399566020933,37,-19.0,-11.0,19.0,-11.0
37,"[0.0, 100.0]",17.0,"[-8.0, 115.0]",0.816761315335,0.316150637926,38,-8.0,15.0,8.0,15.0
38,"[-100.0, 0.0]",24.7386337537,"[-76.0, 6.0]",0.749760160688,0.282740497962,39,24.0,6.0,24.0,6.0
39,"[100.0, -100.0]",24.6981780705,"[91.0, -123.0]",0.90005110763,0.382404557779,40,-9.0,-23.0,9.0,-23.0
40,"[100.0, 0.0]",12.5299640861,"[94.0, 11.0]",0.799664750928,0.315730600152,41,-6.0,11.0,6.0,11.0
41,"[100.0, 100.0]",4.472135955,"[96.0, 102.0]",0.799488983932,0.315879025497,42,-4.0,2.0,4.0,2.0
42,"[100.0, 100.0]",34.205262753,"[127.0, 79.0]",0.915697970544,0.332361156936,43,27.0,-21.0,27.0,-21.0
43,"[-100.0, 100.0]",35.6931365951,"[-65.0, 93.0]",0.917129344307,0.416016604402,44,35.0,-7.0,35.0,-7.0
44,"[0.0, 0.0]",20.2484567313,"[7.0, 19.0]",0.866373862023,0.332795917173,45,7.0,19.0,7.0,19.0
45,"[0.0, 0.0]",19.8494332413,"[-13.0, 15.0]",0.900714214658,0.399958116352,46,-13.0,15.0,13.0,15.0
46,"[100.0, -100.0]",23.769728648,"[106.0, -123.0]",0.832426506211,0.315585179254,47,6.0,-23.0,6.0,-23.0
47,"[0.0, 0.0]",24.0416305603,"[-7.0, -23.0]",0.899454401457,0.349068029667,48,-7.0,-23.0,7.0,-23.0
48,"[100.0, 100.0]",5.65685424949,"[96.0, 96.0]",0.866871417733,0.316536423867,49,-4.0,-4.0,4.0,-4.0
49,"[100.0, 100.0]",26.0768096208,"[86.0, 78.0]",0.93330440938,0.332453096518,50,-14.0,-22.0,14.0,-22.0
50,"[-100.0, 100.0]",16.7630546142,"[-116.0, 105.0]",0.967642658856,0.332811540808,51,-16.0,5.0,16.0,5.0
51,"[-100.0, 100.0]",10.295630141,"[-95.0, 91.0]",0.866357336869,0.315979077364,52,5.0,-9.0,5.0,-9.0
52,"[-100.0, 0.0]",10.1980390272,"[-110.0, -2.0]",0.883719805279,0.333190115867,53,-10.0,-2.0,10.0,-2.0
53,"[100.0, 0.0]",18.973665961,"[106.0, -18.0]",0.866357036401,0.28208670509,54,6.0,-18.0,6.0,-18.0
54,"[100.0, -100.0]",12.5299640861,"[111.0, -94.0]",0.817571946536,0.266192566603,55,11.0,6.0,11.0,6.0
55,"[0.0, 100.0]",15.0332963784,"[1.0, 115.0]",0.833689624444,0.315863702213,56,1.0,15.0,1.0,15.0
56,"[100.0, -100.0]",15.1327459504,"[115.0, -98.0]",0.917633509962,0.350070351851,57,15.0,2.0,15.0,2.0
57,"[-100.0, -100.0]",22.825424421,"[-80.0, -89.0]",0.949636913603,0.365674549947,58,20.0,11.0,20.0,11.0
58,"[0.0, 100.0]",3.0,"[-3.0, 100.0]",0.949864659458,0.382629599655,59,-3.0,0.0,3.0,0.0
59,"[-100.0, 100.0]",8.0622577483,"[-107.0, 104.0]",0.899590207613,0.332350039971,60,-7.0,4.0,7.0,4.0
60,"[-100.0, 100.0]",14.3178210633,"[-97.0, 86.0]",1.00004596985,0.399675387074,61,3.0,-14.0,3.0,-14.0
61,"[-100.0, -100.0]",9.21954445729,"[-102.0, -109.0]",1.0167035677,0.449618134997,62,-2.0,-9.0,2.0,-9.0
62,"[0.0, 100.0]",10.8166538264,"[-9.0, 94.0]",0.816869179136,0.316199011402,63,-9.0,-6.0,9.0,-6.0
63,"[100.0, 0.0]",20.591260282,"[110.0, 18.0]",0.816399866482,0.33259100595,64,10.0,18.0,10.0,18.0
64,"[100.0, -100.0]",46.1735855225,"[114.0, -144.0]",0.766441494692,0.282501034322,65,,,14.0,-44.0
65,"[0.0, 100.0]",8.60232526704,"[5.0, 93.0]",0.833491623751,0.332821155549,66,5.0,-7.0,5.0,-7.0
66,"[-100.0, -100.0]",3.16227766017,"[-101.0, -97.0]",0.983753426233,0.449715783354,67,-1.0,3.0,1.0,3.0
67,"[100.0, 100.0]",5.38516480713,"[95.0, 98.0]",0.816020690603,0.282686716295,68,-5.0,-2.0,5.0,-2.0
68,"[-100.0, -100.0]",24.3310501212,"[-104.0, -76.0]",0.900070637348,0.399327158229,69,-4.0,24.0,4.0,24.0
69,"[-100.0, 0.0]",16.5529453572,"[-93.0, 15.0]",0.815998156439,0.265512634069,70,7.0,15.0,7.0,15.0
70,"[100.0, 0.0]",2.2360679775,"[99.0, 2.0]",0.900767395506,0.416499437764,71,-1.0,2.0,1.0,2.0
71,"[-100.0, 0.0]",21.6333076528,"[-88.0, 18.0]",0.89959952177,0.398957596859,72,12.0,18.0,12.0,18.0
72,"[0.0, -100.0]",22.8473193176,"[-9.0, -79.0]",1.01547650411,0.515163879376,73,-9.0,21.0,9.0,21.0
73,"[0.0, -100.0]",9.43398113206,"[-5.0, -108.0]",0.916711109108,0.483017158112,74,-5.0,-8.0,5.0,-8.0
74,"[-100.0, 0.0]",10.0498756211,"[-101.0, 10.0]",0.833259671461,0.382878978271,75,-1.0,10.0,1.0,10.0
75,"[-100.0, 100.0]",6.32455532034,"[-94.0, 98.0]",0.933826301945,0.466641388251,76,6.0,-2.0,6.0,-2.0
76,"[-100.0, 0.0]",5.83095189485,"[-103.0, 5.0]",0.850572264055,0.333885972621,77,-3.0,5.0,3.0,5.0
77,"[0.0, -100.0]",31.6227766017,"[10.0, -130.0]",1.13359428954,0.383108226466,78,10.0,-30.0,10.0,-30.0
78,"[0.0, -100.0]",20.6155281281,"[8.0, -81.0]",1.11667859973,0.682750593289,79,8.0,19.0,8.0,19.0
79,"[0.0, 100.0]",3.16227766017,"[-1.0, 97.0]",0.750367382891,0.299977676128,80,-1.0,-3.0,1.0,-3.0
80,"[100.0, 100.0]",13.0384048104,"[89.0, 107.0]",0.85011256591,0.332742736326,81,-11.0,7.0,11.0,7.0
81,"[-100.0, 100.0]",13.6014705087,"[-113.0, 104.0]",0.866549628903,0.366249623243,82,-13.0,4.0,13.0,4.0
82,"[-100.0, -100.0]",21.3775583264,"[-104.0, -121.0]",0.834295644774,0.365999643691,83,-4.0,-21.0,4.0,-21.0
83,"[0.0, 0.0]",18.3847763109,"[-17.0, -7.0]",0.832994068158,0.366369505413,84,-17.0,-7.0,17.0,-7.0
84,"[100.0, -100.0]",21.8403296678,"[94.0, -121.0]",0.866795101785,0.383210381609,85,-6.0,-21.0,6.0,-21.0
85,"[0.0, 0.0]",16.2788205961,"[11.0, 12.0]",0.883025751216,0.332464213367,86,11.0,12.0,11.0,12.0
86,"[0.0, -100.0]",11.0,"[11.0, -100.0]",0.949745678692,0.432813013089,87,11.0,0.0,11.0,0.0
87,"[-100.0, 0.0]",23.0217288664,"[-101.0, -23.0]",0.866300250171,0.36581366125,88,-1.0,-23.0,1.0,-23.0
88,"[0.0, 100.0]",17.0880074906,"[16.0, 106.0]",0.799647324486,0.349319511559,89,16.0,6.0,16.0,6.0
89,"[-100.0, -100.0]",3.60555127546,"[-98.0, -97.0]",0.882718084031,0.315880527836,90,2.0,3.0,2.0,3.0
90,"[100.0, 100.0]",8.54400374532,"[103.0, 92.0]",0.932653621072,0.398927250877,91,3.0,-8.0,3.0,-8.0
91,"[100.0, 0.0]",4.12310562562,"[101.0, -4.0]",0.799687585561,0.265792358783,92,1.0,-4.0,1.0,-4.0
92,"[0.0, 100.0]",8.24621125124,"[8.0, 98.0]",0.833527378039,0.316751550534,93,8.0,-2.0,8.0,-2.0
93,"[0.0, -100.0]",5.38516480713,"[-2.0, -95.0]",0.816062754602,0.299042956554,94,-2.0,5.0,2.0,5.0
94,"[100.0, 100.0]",12.7279220614,"[91.0, 91.0]",0.83328100387,0.29946900357,95,-9.0,-9.0,9.0,-9.0
95,"[100.0, -100.0]",16.2788205961,"[89.0, -112.0]",0.849767942564,0.332529111998,96,-11.0,-12.0,11.0,-12.0
96,"[100.0, 0.0]",19.2353840617,"[97.0, 19.0]",0.899532820447,0.33272771351,97,-3.0,19.0,3.0,19.0
97,"[0.0, 0.0]",6.0827625303,"[6.0, -1.0]",0.800299615134,0.233177827206,98,6.0,-1.0,6.0,-1.0
98,"[0.0, 0.0]",14.2126704036,"[9.0, -11.0]",0.832852252759,0.265794462059,99,9.0,-11.0,9.0,-11.0
99,"[100.0, 0.0]",12.8062484749,"[92.0, -10.0]",0.899634675123,0.299321479513,100,-8.0,-10.0,8.0,-10.0
100,"[0.0, 100.0]",13.0384048104,"[-13.0, 99.0]",0.816581041669,0.299386678496,101,-13.0,-1.0,13.0,-1.0
101,"[100.0, 100.0]",14.3178210633,"[113.0, 94.0]",0.833634941373,0.282894031145,102,13.0,-6.0,13.0,-6.0
102,"[100.0, 0.0]",21.0950231097,"[98.0, -21.0]",0.833287313464,0.316136516514,103,-2.0,-21.0,2.0,-21.0
103,"[100.0, 100.0]",2.82842712475,"[102.0, 102.0]",0.866107958136,0.299810922937,104,2.0,2.0,2.0,2.0
104,"[0.0, 0.0]",21.8403296678,"[-21.0, 6.0]",0.899442383205,0.349561378942,105,-21.0,6.0,21.0,6.0
105,"[100.0, 0.0]",15.2315462117,"[94.0, 14.0]",0.866032243124,0.299002394895,106,-6.0,14.0,6.0,14.0
106,"[-100.0, -100.0]",14.0,"[-86.0, -100.0]",0.833195373765,0.265762914089,107,14.0,0.0,14.0,0.0
107,"[-100.0, 100.0]",6.32455532034,"[-102.0, 106.0]",0.850045564235,0.365909206332,108,-2.0,6.0,2.0,6.0
108,"[0.0, -100.0]",13.4536240471,"[-10.0, -91.0]",0.850049770554,0.365911009023,109,-10.0,9.0,10.0,9.0
109,"[-100.0, 0.0]",14.7648230602,"[-87.0, -7.0]",0.816920557292,0.399579841876,110,13.0,-7.0,13.0,-7.0
110,"[-100.0, 0.0]",21.3775583264,"[-104.0, -21.0]",0.833230226766,0.331868408481,111,-4.0,-21.0,4.0,-21.0
111,"[100.0, -100.0]",26.1725046566,"[126.0, -97.0]",0.966528266552,0.482669830672,112,26.0,3.0,26.0,3.0
112,"[0.0, 100.0]",23.0217288664,"[23.0, 99.0]",0.815615975996,0.382975424873,113,23.0,-1.0,23.0,-1.0
113,"[0.0, 0.0]",11.1803398875,"[-2.0, 11.0]",0.832518145326,0.332282437361,114,-2.0,11.0,2.0,11.0
114,"[-100.0, 0.0]",9.8488578018,"[-96.0, -9.0]",0.883405527915,0.299389683059,115,4.0,-9.0,4.0,-9.0
115,"[-100.0, -100.0]",27.2946881279,"[-124.0, -113.0]",0.983422023011,0.550342505099,116,-24.0,-13.0,24.0,-13.0
116,"[-100.0, 0.0]",11.7046999107,"[-89.0, 4.0]",2.50117373257,0.365842805477,117,11.0,4.0,11.0,4.0
